P[mb]	z[m]	T[C]	Td[C]	WS[m/s]
886.3	397.70	19.8	15.1	4.182
885.5	405.70	19.7	14.9	3.843
884.6	414.70	19.4	14.5	3.524
883.8	424.70	19.3	14.3	3.215
883.0	445.70	19.2	14.3	2.917
882.1	454.70	19.1	14.4	2.629
881.2	462.70	19.2	14.6	2.356
880.3	470.60	19.3	14.7	2.094
879.5	477.60	19.2	14.6	1.842
878.6	484.60	19.2	14.5	1.605
877.7	492.60	19.1	14.5	1.389
876.9	500.60	19.0	14.4	1.214
876.0	509.10	18.9	14.3	1.085
875.2	517.60	18.8	14.2	1.019
874.4	526.60	18.7	14.1	1.008
873.5	535.60	18.6	14.0	1.049
872.7	543.10	18.6	14.0	1.147
871.9	550.60	18.6	14.0	1.302
871.0	558.10	18.5	14.0	1.487
870.2	565.60	18.4	14.0	1.693
869.3	574.60	18.4	14.0	1.898
868.5	583.50	18.3	13.9	2.104
867.6	589.50	18.2	13.9	2.305
866.8	595.50	18.2	13.9	2.505
866.0	601.50	18.0	13.7	2.696
865.2	608.50	18.1	13.8	2.876
864.3	615.50	18.0	13.8	3.051
863.5	623.50	17.9	13.7	3.210
862.7	631.50	17.8	13.7	3.359
862.0	639.50	17.8	13.6	3.493
861.2	647.50	17.7	13.6	3.606
860.4	655.50	17.7	13.6	3.699
859.6	662.50	17.6	13.6	3.786
858.9	668.50	17.5	13.5	3.869
858.2	676.50	17.5	13.5	3.951
857.5	683.50	17.4	13.5	4.033
856.8	690.40	17.4	13.5	4.110
856.1	695.90	17.3	13.4	4.193
855.4	701.40	17.2	13.3	4.270
854.7	707.90	17.1	13.3	4.347
854.0	714.40	17.1	13.3	4.424
853.3	722.40	17.0	13.3	4.481
852.6	730.40	16.9	13.3	4.527
851.9	744.40	16.9	13.4	4.553
851.3	750.40	16.8	13.3	4.558
850.6	756.40	16.8	13.3	4.553
849.9	764.40	16.7	13.3	4.543
849.1	772.40	16.7	13.2	4.543
848.4	779.40	16.6	13.2	4.558
847.7	786.40	16.5	13.2	4.579
846.9	795.30	16.5	13.1	4.604
846.1	805.30	16.4	13.1	4.625
845.3	815.30	16.3	13.1	4.630
844.5	826.30	16.1	13.1	4.630
843.7	835.30	16.1	13.1	4.630
842.8	843.30	16.0	13.1	4.645
842.0	851.30	15.9	13.1	4.692
841.1	860.30	15.8	13.1	4.779
840.3	868.80	15.8	13.0	4.903
839.4	877.30	15.7	13.0	5.062
838.6	884.30	15.6	13.0	5.252
837.8	890.30	15.5	12.9	5.448
836.9	897.20	15.4	12.9	5.643
836.1	906.20	15.4	12.9	5.829
835.2	917.20	15.3	12.9	6.019
834.3	928.20	15.2	12.9	6.220
833.5	938.20	15.2	13.0	6.441
832.6	949.20	15.1	12.9	6.677
831.7	959.70	14.9	12.9	6.930
830.7	970.20	14.8	12.9	7.187
829.8	980.20	14.8	12.9	7.429
828.8	989.20	14.7	12.9	7.650
827.9	999.10	14.6	12.8	7.845
826.9	1007.10	14.5	12.7	8.025
826.0	1015.10	14.4	12.7	8.195
825.1	1023.10	14.3	12.7	8.355
824.2	1030.10	14.3	12.7	8.504
823.4	1038.80	14.2	12.7	8.643
822.5	1047.60	14.1	12.7	8.766
821.7	1056.30	14.1	12.7	8.879
820.9	1065.10	14.0	12.8	8.977
820.1	1072.60	13.9	12.8	9.070
819.3	1080.10	13.8	12.8	9.167
818.5	1089.00	13.8	12.8	9.270
817.7	1098.00	13.7	12.8	9.389
816.9	1107.00	13.7	12.8	9.528
816.0	1116.00	13.6	12.8	9.687
815.2	1125.80	13.6	12.8	9.872
814.4	1135.50	13.6	12.8	10.078
813.5	1145.20	13.5	12.8	10.294
812.6	1155.00	13.5	12.8	10.515
811.7	1165.50	13.4	12.8	10.747
810.8	1176.00	13.4	12.8	10.994
809.9	1184.90	13.3	12.8	11.251
809.0	1193.90	13.3	12.8	11.518
808.1	1202.90	13.2	12.7	11.786
807.1	1212.90	13.2	12.6	12.048
806.2	1222.90	13.2	12.6	12.290
805.3	1231.90	13.1	12.7	12.511
804.4	1240.90	13.1	12.6	12.696
803.5	1250.90	13.0	12.6	12.846
802.6	1259.90	13.0	12.6	12.974
801.7	1267.80	12.9	12.5	13.082
800.9	1275.80	12.9	12.5	13.185
800.0	1283.80	12.9	12.5	13.278
799.1	1293.80	12.8	12.4	13.360
798.3	1303.80	12.8	12.4	13.437
797.4	1308.30	12.8	12.3	13.504
796.6	1312.80	12.7	12.3	13.566
795.7	1328.80	12.7	12.3	13.628
794.9	1337.80	12.6	12.3	13.684
794.0	1347.80	12.6	12.3	13.756
793.1	1357.70	12.6	12.2	13.844
792.3	1366.70	12.5	12.2	13.962
791.5	1375.70	12.5	12.1	14.101
790.7	1383.20	12.4	12.1	14.250
789.9	1390.70	12.4	12.1	14.399
789.1	1395.70	12.3	12.0	14.543
788.4	1401.20	12.3	12.0	14.682
787.7	1406.70	12.3	12.0	14.842
787.0	1413.70	12.3	12.0	15.032
786.3	1422.70	12.3	11.9	15.248
785.6	1429.70	12.2	11.9	15.490
784.9	1436.70	12.2	11.9	15.752
784.3	1444.60	12.2	11.9	16.009
783.6	1452.60	12.1	11.9	16.267
782.9	1461.60	12.1	11.9	16.519
782.2	1470.60	12.1	11.9	16.755
781.5	1479.10	12.0	11.8	16.982
780.7	1487.60	12.0	11.8	17.218
780.0	1495.60	11.9	11.8	17.481
779.2	1504.60	11.9	11.7	17.764
778.5	1512.60	11.9	11.7	18.057
777.7	1521.60	11.8	11.6	18.350
776.9	1530.50	11.8	11.6	18.618
776.1	1539.50	11.8	11.6	18.860
775.3	1547.50	11.7	11.5	19.070
774.6	1556.50	11.7	11.5	19.261
773.8	1564.00	11.6	11.4	19.441
773.1	1571.50	11.6	11.4	19.621
772.3	1577.50	11.6	11.4	19.796
771.6	1583.50	11.6	11.4	19.976
770.9	1589.50	11.5	11.3	20.161
770.3	1595.50	11.5	11.3	20.336
769.6	1602.50	11.5	11.3	20.495
769.0	1607.40	11.4	11.2	20.634
768.4	1612.90	11.4	11.2	20.758
767.9	1618.40	11.4	11.2	20.866
767.3	1624.40	11.4	11.2	20.964
766.8	1630.40	11.4	11.2	21.061
766.2	1635.40	11.4	11.2	21.154
765.7	1640.40	11.4	11.2	21.247
765.2	1645.40	11.4	11.2	21.334
764.7	1650.40	11.4	11.2	21.416
764.2	1654.90	11.3	11.1	21.488
763.7	1659.40	11.3	11.1	21.555
763.3	1663.90	11.3	11.1	21.602
762.8	1668.40	11.3	11.1	21.638
762.4	1670.40	11.2	11.1	21.653
762.0	1672.40	11.2	11.0	21.658
761.5	1676.40	11.2	11.0	21.658
761.1	1685.30	11.2	11.0	21.653
760.7	1687.30	11.2	11.0	21.653
760.3	1689.30	11.2	11.0	21.643
759.9	1694.30	11.2	11.0	21.632
759.5	1698.30	11.2	11.0	21.612
759.2	1702.30	11.2	11.0	21.586
758.8	1706.30	11.1	10.9	21.545
758.4	1709.30	11.1	10.9	21.493
758.1	1713.30	11.1	10.9	21.442
757.8	1716.80	11.0	10.8	21.391
757.4	1720.30	11.0	10.8	21.355
757.1	1723.30	11.0	10.8	21.324
756.8	1726.30	11.0	10.8	21.303
756.5	1729.80	11.0	10.8	21.283
756.2	1733.30	11.1	10.9	21.257
755.9	1736.80	11.1	10.9	21.231
755.6	1740.30	11.1	10.9	21.200
755.3	1743.30	11.1	10.9	21.164
755.0	1746.30	11.0	10.8	21.133
754.7	1748.80	11.0	10.8	21.097
754.5	1751.30	10.9	10.7	21.072
754.2	1753.80	10.9	10.7	21.056
754.0	1756.30	10.9	10.7	21.046
753.8	1758.30	10.8	10.7	21.041
753.5	1760.30	10.8	10.6	21.030
753.3	1763.20	10.8	10.6	21.015
753.1	1765.20	10.8	10.6	20.994
752.9	1767.20	10.8	10.6	20.969
752.7	1769.20	10.7	10.5	20.938
752.5	1771.20	10.7	10.5	20.907
752.3	1773.20	10.8	10.6	20.881
752.1	1775.20	10.8	10.6	20.856
751.9	1777.20	10.9	10.7	20.825
751.7	1780.20	10.9	10.7	20.799
751.5	1782.20	10.9	10.7	20.773
751.3	1783.20	10.9	10.7	20.742
751.2	1786.20	10.9	10.7	20.717
751.0	1788.20	10.9	10.7	20.686
750.8	1790.20	10.9	10.7	20.655
750.6	1792.20	10.9	10.7	20.619
750.5	1793.20	10.8	10.7	20.583
750.3	1795.20	10.8	10.6	20.547
750.1	1796.20	10.8	10.6	20.511
750.0	1798.20	10.8	10.6	20.480
749.8	1800.20	10.8	10.6	20.439
749.7	1801.20	10.8	10.6	20.403
749.5	1803.20	10.8	10.6	20.362
749.4	1804.70	10.8	10.6	20.321
749.3	1806.20	10.8	10.6	20.279
749.2	1807.70	10.8	10.6	20.233
749.0	1809.20	10.8	10.6	20.187
748.9	1810.20	10.8	10.6	20.146
748.8	1811.20	10.8	10.6	20.104
748.7	1813.20	10.8	10.6	20.074
748.5	1814.20	10.7	10.5	20.048
748.4	1815.20	10.7	10.5	20.022
748.3	1816.70	10.7	10.5	19.996
748.2	1818.20	10.7	10.5	19.966
748.1	1819.70	10.7	10.5	19.935
748.0	1821.20	10.7	10.5	19.909
747.9	1822.20	10.7	10.5	19.883
747.8	1823.20	10.7	10.5	19.852
747.6	1824.20	10.6	10.4	19.832
747.5	1825.20	10.6	10.4	19.806
747.5	1826.20	10.6	10.4	19.791
747.4	1827.20	10.6	10.4	19.775
747.3	1828.20	10.7	10.5	19.760
747.2	1829.20	10.7	10.5	19.739
747.1	1830.20	10.7	10.5	19.713
747.0	1831.20	10.7	10.5	19.677
746.9	1832.20	10.7	10.5	19.647
746.8	1833.20	10.7	10.5	19.616
746.8	1834.20	10.7	10.5	19.595
746.7	1835.20	10.7	10.5	19.580
746.6	1836.20	10.7	10.5	19.564
746.5	1837.20	10.7	10.5	19.554
746.4	1838.20	10.7	10.5	19.549
746.3	1839.10	10.7	10.5	19.549
746.2	1840.10	10.7	10.5	19.549
746.1	1841.10	10.7	10.5	19.544
746.0	1842.10	10.6	10.4	19.539
745.9	1843.10	10.6	10.4	19.539
745.9	1844.10	10.6	10.4	19.533
745.8	1845.10	10.6	10.4	19.533
745.7	1846.10	10.6	10.4	19.533
745.6	1847.10	10.5	10.3	19.539
745.5	1848.60	10.5	10.3	19.544
745.4	1850.10	10.5	10.3	19.549
745.3	1851.10	10.5	10.3	19.549
745.2	1852.10	10.4	10.2	19.549
745.2	1853.10	10.4	10.2	19.554
745.1	1854.10	10.4	10.2	19.559
745.0	1855.10	10.3	10.1	19.564
744.9	1856.10	10.3	10.1	19.569
744.8	1857.60	10.3	10.1	19.575
744.7	1859.10	10.3	10.1	19.585
744.6	1860.10	10.3	10.1	19.595
744.5	1861.10	10.3	10.1	19.611
744.4	1862.10	10.3	10.1	19.626
744.3	1863.10	10.3	10.1	19.647
744.2	1865.10	10.3	10.1	19.662
744.0	1866.10	10.3	10.1	19.683
743.9	1867.10	10.3	10.1	19.708
743.8	1868.10	10.3	10.1	19.734
743.7	1869.10	10.3	10.1	19.765
743.6	1870.10	10.3	10.1	19.791
743.5	1871.10	10.3	10.1	19.816
743.4	1872.10	10.3	10.1	19.847
743.3	1873.10	10.3	10.1	19.873
743.2	1874.10	10.3	10.1	19.904
743.1	1875.10	10.3	10.2	19.930
743.0	1876.10	10.3	10.1	19.955
742.9	1877.10	10.3	10.1	19.981
742.8	1879.10	10.3	10.1	20.012
742.7	1880.10	10.3	10.2	20.032
742.5	1881.10	10.4	10.2	20.058
742.4	1882.10	10.4	10.2	20.079
742.3	1883.10	10.4	10.2	20.099
742.2	1884.10	10.4	10.2	20.120
742.1	1885.10	10.4	10.2	20.140
742.0	1886.10	10.4	10.2	20.161
741.9	1887.10	10.4	10.2	20.176
741.8	1888.20	10.4	10.2	20.197
741.7	1889.20	10.4	10.2	20.213
741.7	1890.20	10.5	10.3	20.228
741.6	1891.20	10.5	10.3	20.243
741.5	1892.20	10.5	10.3	20.259
741.4	1893.20	10.5	10.3	20.269
741.4	1894.20	10.5	10.3	20.279
741.3	1895.20	10.5	10.3	20.290
741.2	1896.20	10.5	10.3	20.300
741.1	1897.20	10.5	10.3	20.310
741.1	1898.20	10.5	10.3	20.321
741.0	1899.20	10.5	10.3	20.331
740.9	1900.20	10.5	10.3	20.341
740.8	1901.20	10.5	10.3	20.346
740.8	1902.20	10.4	10.2	20.357
740.7	1903.20	10.4	10.2	20.367
740.6	1904.20	10.4	10.2	20.372
740.6	1905.30	10.4	10.2	20.377
740.5	1906.30	10.4	10.2	20.387
740.4	1907.30	10.4	10.2	20.393
740.4	1908.30	10.4	10.2	20.398
740.3	1909.30	10.4	10.2	20.403
740.3	1910.30	10.4	10.2	20.408
740.2	1911.30	10.4	10.2	20.413
740.2	1912.30	10.4	10.2	20.418
740.2	1913.30	10.3	10.1	20.423
740.2	1914.30	10.3	10.2	20.429
740.1	1915.30	10.3	10.1	20.434
740.1	1916.30	10.3	10.1	20.439
740.2	1917.30	10.2	10.0	20.439
740.2	1918.30	10.2	10.0	20.444
740.2	1919.30	10.2	10.0	20.449
740.2	1920.30	10.2	10.0	20.454
740.2	1921.30	10.2	10.0	20.459
740.2	1922.40	10.2	10.0	20.465
740.3	1923.40	10.1	9.9	20.470
740.3	1924.40	10.1	9.9	20.475
740.3	1925.40	10.2	10.0	20.480
740.3	1926.40	10.2	10.0	20.485
740.4	1927.40	10.1	9.9	20.490
740.4	1928.40	10.2	10.0	20.495
740.4	1929.40	10.1	9.9	20.501
740.5	1930.40	10.1	9.9	20.511
740.5	1931.40	10.1	9.9	20.516
740.6	1932.40	10.1	9.9	20.521
740.6	1933.40	10.1	9.9	20.531
740.6	1934.40	10.1	9.9	20.537
740.7	1935.40	10.1	9.9	20.547
740.7	1936.40	10.1	9.9	20.552
740.8	1937.40	10.1	9.9	20.557
740.9	1938.40	10.1	9.9	20.567
740.9	1939.50	10.1	9.9	20.573
741.0	1940.50	10.2	10.0	20.583
741.0	1941.50	10.2	10.0	20.588
741.1	1942.50	10.2	10.0	20.598
741.1	1943.50	10.2	10.0	20.603
741.2	1944.50	10.2	10.0	20.614
741.2	1945.50	10.2	10.0	20.619
741.3	1946.50	10.2	10.1	20.629
741.3	1947.50	10.3	10.1	20.639
741.4	1948.50	10.3	10.1	20.645
741.4	1949.50	10.3	10.1	20.655
741.5	1950.50	10.3	10.1	20.660
741.6	1951.50	10.3	10.1	20.670
741.6	1952.50	10.3	10.1	20.681
741.7	1953.50	10.3	10.1	20.686
741.7	1954.50	10.3	10.1	20.696
741.8	1955.50	10.3	10.1	20.706
741.9	1956.60	10.3	10.1	20.712
741.9	1957.60	10.3	10.1	20.722
742.0	1958.60	10.3	10.1	20.732
742.1	1959.60	10.3	10.1	20.737
742.2	1960.60	10.3	10.1	20.748
742.3	1961.60	10.3	10.1	20.758
742.4	1962.60	10.3	10.1	20.768
742.5	1963.60	10.3	10.2	20.773
742.6	1964.60	10.3	10.2	20.784
742.6	1965.60	10.4	10.2	20.794
742.7	1966.60	10.3	10.2	20.804
742.8	1967.60	10.4	10.2	20.814
742.9	1968.60	10.4	10.2	20.820
743.0	1969.60	10.4	10.2	20.830
743.1	1970.60	10.4	10.2	20.840
743.1	1971.60	10.4	10.2	20.850
743.2	1972.70	10.4	10.2	20.861
743.3	1973.70	10.4	10.2	20.871
743.4	1974.70	10.4	10.2	20.881
743.4	1975.70	10.4	10.2	20.892
743.5	1976.70	10.4	10.2	20.902
743.6	1977.70	10.4	10.2	20.912
743.7	1978.70	10.4	10.2	20.917
743.8	1979.70	10.4	10.2	20.928
743.9	1980.70	10.4	10.2	20.938
744.0	1981.70	10.4	10.2	20.948
744.0	1982.70	10.4	10.2	20.958
744.1	1983.70	10.4	10.2	20.969
744.2	1984.70	10.4	10.2	20.979
744.3	1985.70	10.4	10.2	20.989
744.4	1986.70	10.4	10.2	21.005
744.5	1987.70	10.4	10.2	21.015
744.6	1988.70	10.5	10.3	21.025
744.7	1989.80	10.5	10.3	21.036
744.7	1990.80	10.5	10.3	21.046
744.8	1991.80	10.5	10.3	21.056
744.9	1992.80	10.5	10.3	21.066
745.0	1993.80	10.5	10.3	21.077
745.1	1994.80	10.5	10.3	21.087
745.2	1995.80	10.5	10.3	21.097
745.2	1996.80	10.5	10.3	21.113
745.3	1997.80	10.5	10.2	21.123
745.4	1998.80	10.5	10.2	21.133
745.4	1999.80	10.5	10.2	21.144
745.5	2000.80	10.5	10.2	21.154
745.6	2001.80	10.5	10.2	21.169
745.6	2002.80	10.5	10.2	21.180
745.7	2003.80	10.5	10.2	21.190
745.8	2004.80	10.5	10.2	21.200
745.8	2005.80	10.6	10.2	21.216
745.9	2006.90	10.6	10.2	21.226
746.0	2007.90	10.5	10.2	21.236
746.0	2008.90	10.6	10.2	21.247
746.1	2009.90	10.6	10.2	21.262
746.2	2010.90	10.6	10.2	21.272
746.2	2011.90	10.6	10.1	21.283
746.3	2012.90	10.6	10.2	21.298
746.3	2013.90	10.6	10.1	21.308
746.4	2014.90	10.6	10.2	21.324
746.4	2015.90	10.6	10.1	21.334
746.5	2016.90	10.6	10.2	21.344
746.6	2017.90	10.6	10.1	21.360
746.6	2018.90	10.6	10.1	21.370
746.7	2019.90	10.6	10.1	21.385
746.7	2020.90	10.7	10.1	21.396
746.8	2021.90	10.7	10.1	21.406
746.8	2022.90	10.7	10.1	21.421
746.9	2024.00	10.7	10.1	21.432
746.9	2025.00	10.7	10.1	21.447
747.0	2026.00	10.7	10.1	21.457
747.0	2027.00	10.7	10.1	21.473
747.1	2028.00	10.7	10.1	21.483
747.1	2029.00	10.7	10.2	21.499
747.1	2030.00	10.7	10.1	21.509
747.2	2031.00	10.7	10.1	21.524
747.2	2032.00	10.7	10.1	21.540
747.3	2033.00	10.7	10.1	21.550
747.3	2034.00	10.8	10.1	21.565
747.3	2035.00	10.8	10.1	21.576
747.3	2036.00	10.8	10.2	21.591
747.3	2037.00	10.8	10.2	21.602
747.3	2038.00	10.8	10.1	21.617
747.3	2039.00	10.8	10.1	21.632
747.3	2040.00	10.8	10.0	21.643
747.3	2041.10	10.8	10.0	21.658
747.3	2042.10	10.8	10.0	21.674
747.2	2043.10	10.8	10.1	21.684
747.2	2044.10	10.8	10.0	21.699
747.2	2045.10	10.8	10.0	21.715
747.1	2046.10	10.8	10.0	21.725
747.1	2047.10	10.8	10.0	21.740
747.0	2048.10	10.8	9.9	21.756
747.0	2049.10	10.8	9.9	21.771
746.9	2050.10	10.8	9.9	21.782
746.9	2051.10	10.8	9.9	21.797
746.8	2052.10	10.8	9.8	21.812
746.7	2053.10	10.8	9.8	21.828
746.7	2054.10	10.8	9.8	21.843
746.6	2055.10	10.8	9.8	21.854
746.5	2056.10	10.8	9.7	21.869
746.4	2057.10	10.8	9.7	21.884
746.3	2058.20	10.8	9.8	21.900
746.2	2059.20	10.8	9.7	21.915
746.1	2060.20	10.8	9.7	21.931
746.0	2061.20	10.8	9.6	21.941
745.9	2062.20	10.8	9.7	21.956
745.8	2063.20	10.8	9.7	21.972
745.7	2064.20	10.8	9.6	21.987
745.5	2065.20	10.8	9.6	22.003
745.4	2066.20	10.8	9.6	22.018
745.3	2067.20	10.8	9.7	22.034
745.1	2068.20	10.8	9.6	22.049
745.0	2069.20	10.8	9.5	22.065
744.8	2070.20	10.8	9.5	22.080
744.7	2071.20	10.8	9.6	22.095
744.5	2072.20	10.8	9.5	22.111
744.4	2073.20	10.8	9.5	22.126
744.2	2074.30	10.8	9.5	22.142
744.0	2075.30	10.8	9.5	22.157
743.9	2076.30	10.8	9.4	22.173
743.7	2077.30	10.8	9.5	22.188
743.6	2078.30	10.8	9.4	22.203
743.4	2079.30	10.8	9.4	22.219
743.3	2080.30	10.8	9.4	22.234
743.1	2081.30	10.8	9.3	22.250
743.0	2082.30	10.8	9.4	22.265
742.8	2083.30	10.8	9.4	22.281
742.6	2084.30	10.8	9.4	22.296
742.5	2085.30	10.8	9.3	22.311
742.3	2086.30	10.8	9.3	22.327
742.1	2087.30	10.7	9.3	22.347
741.9	2088.30	10.7	9.2	22.363
741.7	2089.30	10.7	9.2	22.378
741.6	2090.30	10.7	9.2	22.394
741.4	2091.40	10.7	9.2	22.409
741.1	2092.40	10.7	9.1	22.425
740.9	2093.40	10.7	9.1	22.445
740.7	2094.40	10.7	9.1	22.461
740.5	2095.40	10.7	9.0	22.476
740.3	2096.40	10.7	9.0	22.491
740.1	2097.40	10.7	9.0	22.507
739.8	2098.40	10.6	9.0	22.528
739.6	2099.40	10.6	9.0	22.543
739.4	2100.40	10.6	8.9	22.558
739.1	2101.40	10.6	8.9	22.574
738.9	2102.40	10.6	8.9	22.594
738.7	2103.40	10.6	8.9	22.610
738.4	2104.40	10.6	9.0	22.625
738.2	2105.40	10.6	8.9	22.646
737.9	2106.40	10.6	8.9	22.661
737.7	2107.40	10.6	8.8	22.677
737.4	2108.50	10.6	8.8	22.692
737.2	2109.50	10.5	8.8	22.713
736.9	2110.50	10.5	8.7	22.728
736.6	2111.50	10.5	8.7	22.749
736.3	2112.50	10.5	8.7	22.764
736.0	2113.50	10.5	8.7	22.780
735.7	2114.50	10.5	8.6	22.800
735.4	2115.50	10.4	8.6	22.816
735.1	2116.50	10.4	8.5	22.831
734.8	2117.50	10.4	8.5	22.852
734.4	2118.50	10.4	8.5	22.867
734.1	2119.50	10.4	8.6	22.888
733.7	2120.50	10.4	8.5	22.903
733.4	2121.50	10.3	8.4	22.924
733.0	2122.50	10.3	8.4	22.939
732.7	2123.50	10.3	8.4	22.960
732.3	2124.50	10.3	8.4	22.975
731.9	2125.60	10.3	8.4	22.991
731.5	2126.60	10.3	8.4	23.011
731.1	2127.60	10.2	8.4	23.027
730.7	2128.60	10.2	8.4	23.047
730.4	2129.60	10.2	8.4	23.068
730.0	2130.60	10.2	8.3	23.083
729.6	2131.60	10.1	8.3	23.104
729.2	2132.60	10.1	8.3	23.119
728.8	2133.60	10.1	8.3	23.140
728.4	2134.60	10.1	8.3	23.155
728.0	2135.60	10.1	8.4	23.176
727.6	2136.60	10.0	8.3	23.191
727.2	2137.60	10.0	8.3	23.212
726.8	2138.60	10.0	8.3	23.222
726.4	2139.60	10.0	8.3	23.227
726.0	2140.60	9.9	8.3	23.222
725.5	2141.60	9.9	8.2	23.212
725.1	2142.70	9.9	8.2	23.201
724.6	2143.70	9.9	8.2	23.191
724.2	2144.70	9.8	8.2	23.181
723.7	2145.70	9.8	8.2	23.176
723.3	2146.70	9.8	8.2	23.171
722.8	2147.70	9.8	8.2	23.165
722.3	2148.70	9.7	8.2	23.145
721.8	2149.70	9.7	8.1	23.119
721.3	2150.70	9.7	8.2	23.083
720.8	2151.70	9.7	8.2	23.042
720.3	2152.70	9.6	8.2	23.011
719.8	2153.70	9.6	8.2	23.001
719.3	2159.70	9.5	8.2	23.001
718.8	2165.70	9.5	8.2	23.016
718.3	2171.70	9.5	8.2	23.032
717.8	2177.70	9.4	8.2	23.042
717.3	2184.20	9.4	8.2	23.047
716.7	2190.70	9.3	8.2	23.032
716.2	2197.20	9.3	8.2	23.011
715.6	2203.70	9.3	8.2	22.980
715.1	2210.60	9.2	8.2	22.944
714.5	2217.60	9.2	8.2	22.924
713.9	2225.60	9.2	8.2	22.924
713.2	2233.60	9.1	8.2	22.954
712.6	2241.60	9.1	8.3	23.001
712.0	2249.60	9.1	8.3	23.052
711.3	2257.60	9.0	8.3	23.104
710.6	2266.60	9.0	8.3	23.140
710.0	2272.60	8.9	8.3	23.165
709.3	2280.50	8.9	8.3	23.176
708.6	2288.50	8.8	8.3	23.196
708.0	2297.50	8.8	8.3	23.227
707.3	2305.50	8.8	8.3	23.289
706.6	2312.50	8.8	8.3	23.376
705.9	2319.50	8.7	8.3	23.505
705.3	2326.50	8.7	8.2	23.659
704.6	2335.50	8.7	8.2	23.824
703.9	2343.90	8.6	8.3	23.978
703.2	2352.40	8.6	8.2	24.117
702.5	2360.90	8.5	8.3	24.225
701.8	2369.40	8.5	8.2	24.318
701.0	2378.40	8.4	8.1	24.405
700.3	2387.40	8.4	8.2	24.508
699.5	2396.90	8.3	8.1	24.626
698.8	2406.40	8.3	8.1	24.776
698.1	2416.30	8.2	8.1	24.940
697.3	2426.30	8.2	8.0	25.100
696.6	2434.80	8.2	8.0	25.244
695.8	2443.30	8.2	8.0	25.357
695.1	2450.30	8.1	7.9	25.439
694.4	2457.30	8.0	7.8	25.496
693.6	2466.30	7.9	7.6	25.532
692.9	2475.30	7.8	7.5	25.547
692.2	2483.20	7.8	7.5	25.547
691.5	2490.20	7.7	7.5	25.532
690.7	2499.20	7.7	7.5	25.506
690.0	2509.20	7.7	7.5	25.475
689.3	2519.20	7.6	7.4	25.434
688.6	2528.20	7.5	7.3	25.388
