P[mb]	z[m]	T[C]	Td[C]	WS[m/s]
687.9	2536.20	7.5	7.3	25.321
687.2	2544.10	7.5	7.3	25.233
686.4	2552.10	7.5	7.2	25.136
685.7	2561.10	7.4	7.2	25.028
685.0	2569.10	7.4	7.2	24.904
684.3	2577.10	7.3	7.1	24.781
683.6	2586.10	7.3	7.1	24.657
682.9	2594.10	7.2	7.0	24.534
682.2	2602.10	7.2	7.0	24.421
681.6	2611.00	7.2	7.0	24.323
680.9	2619.00	7.1	6.9	24.235
680.2	2626.00	7.1	6.9	24.163
679.5	2634.00	7.1	6.9	24.102
678.8	2643.00	7.0	6.8	24.045
678.2	2651.00	7.0	6.8	23.989
677.5	2660.00	6.9	6.7	23.922
676.9	2668.00	6.9	6.7	23.844
676.3	2674.90	6.9	6.7	23.762
675.7	2681.90	6.8	6.6	23.680
675.1	2688.90	6.8	6.6	23.603
674.5	2694.90	6.8	6.6	23.526
673.9	2701.90	6.7	6.5	23.464
673.3	2707.90	6.7	6.5	23.412
672.8	2713.90	6.7	6.5	23.366
672.2	2720.90	6.6	6.4	23.330
671.7	2727.90	6.6	6.4	23.284
671.1	2733.80	6.5	6.3	23.232
670.6	2739.80	6.5	6.3	23.155
670.1	2746.30	6.5	6.3	23.078
669.6	2752.80	6.4	6.2	23.001
669.0	2759.30	6.4	6.2	22.949
668.5	2765.80	6.4	6.2	22.929
668.0	2771.30	6.4	6.2	22.939
667.5	2776.80	6.4	6.2	22.980
666.9	2783.80	6.4	6.2	23.032
666.4	2790.80	6.4	6.2	23.078
665.9	2797.20	6.3	6.1	23.099
665.3	2803.70	6.3	6.1	23.099
664.8	2810.70	6.2	6.0	23.088
664.2	2817.70	6.2	6.0	23.078
663.7	2824.70	6.1	5.9	23.078
663.1	2831.70	6.2	6.0	23.093
662.6	2838.70	6.2	6.0	23.124
662.0	2845.70	6.1	5.9	23.165
661.5	2851.70	6.2	6.0	23.212
661.0	2857.60	6.1	5.9	23.243
660.5	2863.60	6.1	5.9	23.248
660.0	2869.10	6.0	5.8	23.222
659.5	2874.60	6.0	5.8	23.160
659.0	2880.60	5.9	5.7	23.088
658.5	2886.60	5.9	5.7	23.006
658.0	2891.60	5.7	5.5	22.934
657.6	2896.60	5.6	5.4	22.877
657.2	2901.60	5.6	5.4	22.831
656.7	2906.60	5.5	5.2	22.780
656.3	2912.60	5.4	5.2	22.718
656.0	2918.50	5.3	5.1	22.641
655.6	2918.51	5.3	5.1	22.538
655.2	2918.52	5.3	5.1	22.409
654.9	2918.53	5.3	5.1	22.265
654.6	2922.50	5.2	5.0	22.111
654.2	2925.50	5.2	5.0	21.956
653.9	2928.50	5.3	5.1	21.807
653.6	2932.50	5.3	5.1	21.658
653.3	2936.50	5.2	5.0	21.509
652.9	2939.50	5.2	5.0	21.360
652.6	2941.00	5.1	4.9	21.200
652.2	2942.50	5.1	4.9	21.041
651.8	2948.50	5.1	4.9	20.897
651.4	2954.50	5.1	4.9	20.763
651.1	2961.50	5.1	4.9	20.650
650.7	2966.50	5.1	4.9	20.557
650.3	2971.50	5.0	4.8	20.475
650.0	2978.00	5.1	4.9	20.387
649.6	2984.40	5.1	4.9	20.305
649.3	2990.40	5.1	4.9	20.218
648.9	2992.90	5.1	4.9	20.140
648.6	2995.40	5.1	4.9	20.089
648.3	2997.40	4.9	4.7	20.063
648.0	3000.40	4.9	4.7	20.063
647.7	3003.40	4.6	4.4	20.079
647.4	3007.40	4.4	4.1	20.115
647.1	3011.40	4.3	3.8	20.135
646.7	3015.40	4.2	3.7	20.146
646.4	3024.40	4.1	3.4	20.140
646.1	3028.40	4.1	3.3	20.130
645.8	3029.90	4.1	3.4	20.120
645.5	3031.40	4.1	3.6	20.125
645.2	3035.40	4.1	3.6	20.146
644.9	3039.30	4.1	3.6	20.176
644.6	3043.30	4.1	3.7	20.207
644.3	3047.30	4.0	3.5	20.228
644.0	3051.30	3.9	3.3	20.238
643.7	3057.30	3.9	3.2	20.249
643.3	3063.30	3.8	3.0	20.274
643.0	3067.10	3.9	3.1	20.305
642.7	3070.80	3.9	3.3	20.341
642.3	3074.50	3.9	3.4	20.377
641.9	3078.30	3.9	3.5	20.403
641.5	3082.80	3.8	3.5	20.429
641.1	3087.30	3.8	3.4	20.449
640.7	3093.30	3.7	3.2	20.470
640.3	3099.20	3.6	2.9	20.506
639.8	3106.20	3.6	2.9	20.552
639.3	3113.20	3.5	2.8	20.624
638.8	3117.90	3.7	3.2	20.717
638.3	3122.50	3.9	3.7	20.830
637.8	3127.20	4.0	3.8	20.933
637.3	3134.20	4.0	3.8	21.010
636.8	3141.20	4.0	3.8	21.056
636.4	3148.20	3.9	3.7	21.087
635.9	3156.10	3.9	3.7	21.108
635.5	3163.10	4.0	3.8	21.149
635.1	3169.10	4.0	3.8	21.211
634.7	3177.10	4.0	3.8	21.288
634.3	3180.10	4.0	3.8	21.370
634.0	3181.60	4.1	3.9	21.437
633.7	3183.10	4.0	3.8	21.473
633.4	3186.10	4.0	3.8	21.473
633.1	3190.10	4.0	3.8	21.432
632.8	3194.60	4.0	3.8	21.344
632.5	3199.10	4.1	3.9	21.231
632.2	3204.10	4.1	3.9	21.113
631.9	3209.10	4.0	3.8	20.994
631.6	3217.00	4.0	3.8	20.886
631.3	3220.00	4.0	3.8	20.789
631.1	3221.50	4.0	3.8	20.706
630.8	3223.00	3.7	3.5	20.619
630.5	3226.00	3.5	3.3	20.511
630.3	3228.00	3.5	3.2	20.377
630.0	3231.00	3.7	3.5	20.223
629.7	3234.00	3.8	3.6	20.058
629.4	3238.00	3.6	3.4	19.904
629.1	3241.00	3.3	3.0	19.765
628.8	3251.00	3.1	2.3	19.641
628.5	3255.00	2.8	2.4	19.544
628.1	3257.00	2.5	1.7	19.467
627.8	3259.00	2.5	1.5	19.405
627.5	3264.00	2.8	2.5	19.353
627.1	3269.90	3.0	2.8	19.302
626.8	3273.90	3.1	2.9	19.245
626.5	3278.90	3.0	2.8	19.184
626.2	3282.90	3.0	2.8	19.112
625.9	3286.90	3.1	2.9	19.050
625.6	3296.90	2.9	2.1	18.998
625.3	3299.90	2.6	1.6	18.952
625.0	3301.90	2.4	2.1	18.906
624.7	3303.90	2.5	2.1	18.854
624.5	3305.90	2.3	1.0	18.798
624.2	3309.90	2.2	1.2	18.741
623.9	3312.90	1.9	0.4	18.690
623.7	3315.40	1.7	-0.2	18.649
623.4	3317.90	1.5	-0.9	18.628
623.1	3320.90	1.4	-1.0	18.618
622.9	3328.80	1.4	-0.9	18.613
622.6	3332.80	1.6	-0.2	18.597
622.3	3333.80	1.9	0.8	18.571
622.0	3334.80	2.1	1.7	18.541
621.7	3338.80	2.1	1.8	18.510
621.4	3342.80	2.1	1.9	18.489
621.1	3347.80	2.1	1.9	18.499
620.8	3352.80	2.1	1.9	18.541
620.5	3357.30	2.1	1.9	18.613
620.2	3361.80	2.1	1.9	18.705
619.9	3367.80	2.1	1.9	18.798
619.6	3373.80	2.1	1.9	18.885
619.4	3374.80	2.0	1.8	18.947
619.1	3375.80	2.0	1.8	18.988
618.9	3377.80	1.9	1.8	19.009
618.6	3379.80	1.9	1.7	19.034
618.4	3383.70	1.9	1.7	19.070
618.1	3387.70	1.9	1.7	19.122
617.9	3391.70	1.9	1.7	19.178
617.6	3394.70	1.9	1.7	19.230
617.4	3399.70	1.9	1.7	19.266
617.2	3404.70	1.9	1.7	19.271
616.9	3406.70	1.9	1.7	19.261
616.7	3408.70	1.9	1.7	19.230
616.5	3410.70	1.9	1.7	19.189
616.3	3411.70	1.8	1.6	19.148
616.1	3414.70	1.8	1.6	19.117
615.9	3416.70	1.7	1.5	19.096
615.7	3419.70	1.6	1.4	19.076
615.5	3424.20	1.6	1.4	19.060
615.3	3428.70	1.5	1.3	19.034
615.1	3429.70	1.5	1.3	19.004
614.9	3430.70	1.4	1.2	18.957
614.8	3433.20	1.4	1.2	18.906
614.6	3435.70	1.4	1.2	18.839
614.4	3438.10	1.4	1.2	18.767
614.2	3440.60	1.4	1.2	18.690
614.1	3442.60	1.4	1.2	18.597
613.9	3444.60	1.2	0.9	18.494
613.7	3447.60	1.1	0.5	18.371
613.5	3450.60	1.1	0.2	18.237
613.3	3452.10	0.9	-0.4	18.098
613.1	3453.60	0.8	-0.8	17.964
612.8	3457.10	0.7	-0.9	17.851
612.6	3460.60	0.9	-0.0	17.764
612.3	3464.60	1.1	0.9	17.692
612.0	3468.60	1.2	1.1	17.635
611.7	3472.60	1.3	1.1	17.584
611.5	3476.60	1.6	1.4	17.537
611.2	3480.60	1.6	1.4	17.486
610.9	3489.60	1.5	1.3	17.445
610.6	3493.50	1.2	1.0	17.414
610.4	3495.00	0.9	0.7	17.404
610.1	3496.50	0.9	0.4	17.414
609.9	3499.50	1.0	0.8	17.440
609.6	3502.50	1.2	1.0	17.471
609.4	3506.50	1.2	1.0	17.507
609.2	3510.50	1.1	0.9	17.543
609.0	3513.50	1.0	0.8	17.553
608.8	3515.50	1.0	0.8	17.548
608.6	3520.50	1.0	0.8	17.522
608.4	3523.50	0.9	0.7	17.486
608.1	3524.50	0.9	0.7	17.450
607.9	3525.50	0.8	0.6	17.440
607.7	3528.50	0.8	0.6	17.445
607.5	3531.50	0.8	0.6	17.471
607.3	3535.00	0.7	0.4	17.507
607.1	3538.50	0.6	0.3	17.537
606.9	3543.00	0.6	0.3	17.563
606.6	3547.40	0.6	0.3	17.579
606.4	3548.40	0.6	0.3	17.599
606.2	3549.40	0.6	0.2	17.620
606.0	3551.60	0.5	0.2	17.656
605.8	3553.80	0.5	0.1	17.702
605.6	3556.00	0.4	0.0	17.748
605.4	3558.20	0.4	-0.0	17.805
605.2	3560.40	0.4	-0.1	17.861
605.0	3563.90	0.4	-0.0	17.908
604.7	3567.40	0.4	0.0	17.954
604.5	3571.90	0.4	0.2	17.995
604.3	3576.40	0.5	0.3	18.026
604.0	3579.10	0.5	0.3	18.057
603.8	3581.90	0.5	0.3	18.078
603.5	3584.60	0.5	0.3	18.114
603.3	3587.40	0.4	0.2	18.165
603.0	3590.90	0.4	0.2	18.216
602.8	3594.40	0.3	0.1	18.268
602.5	3598.90	0.3	0.1	18.304
602.3	3603.30	0.3	0.1	18.319
602.0	3605.30	0.4	0.2	18.330
601.7	3610.30	0.4	0.2	18.324
601.5	3613.30	0.3	0.1	18.314
601.2	3614.70	0.3	0.1	18.309
601.0	3616.00	0.3	0.1	18.299
600.7	3617.30	0.2	0.0	18.299
600.4	3621.30	0.1	-0.1	18.309
600.1	3625.30	0.1	-0.1	18.335
599.8	3629.30	0.1	-0.1	18.376
599.5	3633.30	0.1	-0.1	18.422
599.2	3637.30	0.1	-0.1	18.463
598.8	3644.80	-0.1	-0.3	18.499
598.5	3652.30	-0.1	-0.2	18.525
598.1	3655.20	0.0	-0.2	18.546
597.8	3658.20	0.1	-0.1	18.566
597.4	3662.70	0.1	-0.2	18.602
597.1	3667.20	0.0	-0.2	18.659
596.7	3671.20	-0.1	-0.3	18.736
596.3	3675.20	-0.1	-0.3	18.834
596.0	3680.20	-0.2	-0.4	18.942
595.6	3686.20	0.0	-0.2	19.050
595.3	3694.20	-0.1	-0.2	19.137
594.9	3702.20	-0.3	-0.5	19.199
594.6	3704.70	-0.6	-1.1	19.235
594.2	3707.10	-0.7	-1.6	19.266
593.9	3712.10	-0.9	-2.4	19.302
593.6	3716.10	-1.1	-3.1	19.343
593.3	3720.50	-1.1	-3.0	19.405
592.9	3724.80	-1.2	-2.9	19.487
592.7	3729.10	-1.3	-3.1	19.575
592.4	3733.10	-1.4	-3.6	19.662
592.1	3740.10	-1.3	-3.2	19.734
591.8	3744.10	-1.2	-2.8	19.780
591.5	3745.60	-1.2	-2.9	19.801
591.3	3747.10	-1.2	-2.9	19.791
591.0	3751.10	-1.1	-2.5	19.765
590.7	3754.10	-1.1	-2.3	19.744
590.4	3758.10	-1.1	-2.4	19.734
590.1	3761.00	-1.1	-2.4	19.739
589.9	3765.00	-1.1	-2.3	19.760
589.6	3768.00	-1.1	-2.1	19.791
589.3	3777.00	-1.1	-1.9	19.827
589.0	3781.00	-1.1	-2.2	19.858
588.7	3782.50	-1.1	-2.0	19.873
588.3	3784.00	-1.1	-2.0	19.868
588.0	3788.00	-1.2	-2.0	19.852
587.7	3792.00	-1.2	-2.0	19.827
587.3	3797.00	-1.3	-2.4	19.806
587.0	3802.00	-1.4	-2.9	19.806
586.6	3805.50	-1.5	-3.0	19.832
586.3	3809.00	-1.5	-3.1	19.868
585.9	3817.40	-1.7	-3.7	19.909
585.5	3825.90	-1.8	-4.4	19.935
585.1	3828.90	-1.9	-4.7	19.935
584.8	3831.90	-2.0	-5.0	19.919
584.4	3836.40	-2.0	-5.1	19.894
584.0	3840.90	-2.1	-5.1	19.868
583.6	3846.90	-2.1	-5.3	19.852
583.2	3852.90	-2.2	-5.4	19.858
582.8	3858.40	-2.3	-5.7	19.878
582.5	3863.80	-2.4	-6.0	19.909
582.1	3871.30	-2.5	-6.2	19.940
581.7	3878.80	-2.5	-6.3	19.966
581.3	3880.80	-2.6	-6.4	19.986
580.9	3882.80	-2.6	-6.5	20.007
580.5	3887.80	-2.7	-6.8	20.027
580.2	3893.80	-2.7	-6.5	20.043
579.8	3899.80	-2.7	-6.2	20.074
579.4	3906.80	-2.8	-6.3	20.104
579.0	3910.80	-2.9	-7.0	20.130
578.6	3915.70	-2.9	-6.8	20.146
578.2	3926.70	-2.9	-6.5	20.151
577.8	3931.70	-2.9	-6.8	20.156
577.4	3935.70	-3.0	-6.9	20.156
577.0	3939.70	-3.0	-7.0	20.156
576.6	3943.70	-3.0	-7.0	20.146
576.2	3948.70	-3.0	-7.0	20.130
575.8	3953.70	-3.0	-7.1	20.104
575.4	3958.70	-3.0	-7.1	20.058
575.0	3963.60	-3.1	-7.1	19.991
574.6	3972.60	-3.1	-7.1	19.899
574.2	3981.60	-3.1	-7.1	19.791
573.7	3985.10	-3.2	-7.0	19.677
573.3	3988.60	-3.2	-7.1	19.569
572.8	3994.10	-3.2	-7.0	19.456
572.4	3999.60	-3.2	-7.0	19.338
572.0	4005.60	-3.3	-6.9	19.204
571.5	4011.60	-3.4	-7.2	19.050
571.1	4017.50	-3.4	-7.0	18.896
570.7	4024.50	-3.4	-6.9	18.746
570.3	4031.50	-3.6	-7.3	18.618
569.9	4043.50	-3.7	-7.7	18.515
569.4	4049.50	-3.7	-7.9	18.433
569.0	4052.50	-3.7	-7.8	18.366
568.6	4055.50	-3.7	-7.5	18.299
568.2	4060.50	-3.8	-7.6	18.227
567.8	4065.40	-3.8	-7.7	18.150
567.4	4070.40	-3.7	-7.4	18.067
567.0	4076.40	-3.7	-7.2	17.995
566.6	4083.40	-3.7	-7.2	17.939
566.2	4089.40	-3.7	-7.3	17.918
565.7	4101.40	-3.8	-7.4	17.913
565.3	4107.40	-3.8	-7.5	17.928
564.8	4110.90	-3.8	-7.5	17.939
564.4	4114.30	-3.8	-7.5	17.928
563.9	4120.30	-3.8	-7.5	17.898
563.5	4128.30	-3.9	-7.6	17.856
563.0	4135.30	-4.0	-7.9	17.820
562.5	4142.30	-4.0	-8.0	17.805
562.1	4148.30	-4.1	-8.2	17.820
561.6	4154.30	-4.1	-8.3	17.861
561.2	4167.20	-4.1	-8.2	17.923
560.7	4174.20	-4.1	-8.2	17.980
560.3	4177.70	-4.1	-8.1	18.031
559.8	4181.20	-4.1	-7.9	18.067
559.4	4188.20	-4.0	-7.7	18.093
558.9	4194.20	-4.0	-7.6	18.114
558.5	4200.20	-4.0	-7.5	18.134
558.0	4206.70	-3.9	-7.3	18.170
557.6	4213.10	-3.9	-7.1	18.211
557.1	4222.10	-4.1	-7.4	18.258
556.7	4231.10	-4.4	-7.7	18.304
556.2	4236.10	-4.5	-7.7	18.345
555.8	4241.10	-4.5	-7.6	18.381
555.3	4246.10	-4.6	-7.6	18.412
554.9	4251.10	-4.6	-7.7	18.438
554.4	4257.60	-4.6	-7.6	18.469
553.9	4264.00	-4.7	-7.6	18.505
553.5	4271.00	-4.7	-7.6	18.541
553.0	4278.00	-4.8	-7.7	18.571
552.5	4288.00	-4.8	-7.7	18.582
552.0	4298.00	-4.8	-7.6	18.577
551.6	4305.00	-4.9	-7.7	18.561
551.1	4308.40	-5.0	-7.8	18.551
550.6	4311.90	-5.0	-7.8	18.541
550.1	4319.90	-5.0	-7.6	18.546
549.7	4326.90	-5.1	-7.7	18.551
549.2	4333.90	-5.1	-7.7	18.546
548.7	4338.90	-5.1	-7.8	18.541
548.2	4344.90	-5.2	-7.8	18.530
547.7	4351.90	-5.0	-7.6	18.525
547.2	4362.80	-4.9	-7.4	18.541
546.7	4373.80	-4.9	-7.4	18.571
546.2	4377.30	-5.0	-7.4	18.613
545.7	4380.80	-5.1	-7.5	18.649
545.2	4387.80	-5.2	-7.6	18.674
544.7	4394.80	-5.3	-7.7	18.679
544.2	4403.20	-5.4	-7.7	18.669
543.7	4411.70	-5.5	-7.9	18.654
543.2	4419.20	-5.6	-8.0	18.638
542.7	4426.70	-5.5	-7.8	18.633
542.2	4437.20	-5.4	-7.8	18.638
541.7	4447.70	-5.6	-7.9	18.654
541.2	4450.60	-5.7	-8.0	18.659
540.7	4453.60	-5.7	-8.1	18.649
540.2	4460.10	-5.8	-8.4	18.618
539.7	4466.60	-5.9	-8.6	18.566
539.2	4474.60	-5.9	-8.6	18.505
538.7	4481.60	-5.9	-8.5	18.443
538.2	4488.60	-6.0	-8.7	18.391
537.7	4496.50	-6.0	-8.6	18.366
537.2	4510.50	-6.0	-8.6	18.361
536.7	4518.50	-6.1	-8.9	18.381
536.2	4522.50	-6.2	-9.3	18.407
535.6	4526.50	-6.2	-9.5	18.427
535.1	4534.50	-6.2	-9.3	18.427
534.6	4542.40	-6.3	-9.5	18.402
534.0	4549.40	-6.4	-9.5	18.371
533.5	4557.40	-6.4	-9.7	18.345
533.0	4566.40	-6.5	-9.8	18.345
532.4	4574.40	-6.5	-9.9	18.355
531.9	4591.30	-6.6	-10.0	18.381
531.3	4600.30	-6.7	-10.0	18.407
530.8	4604.30	-6.7	-10.0	18.433
530.3	4608.30	-6.7	-10.0	18.463
529.7	4616.30	-6.8	-10.0	18.494
529.2	4624.30	-6.8	-10.0	18.520
528.7	4633.30	-6.8	-9.9	18.535
528.2	4641.20	-6.9	-9.8	18.546
527.7	4647.20	-6.9	-9.8	18.551
527.2	4652.20	-6.9	-9.8	18.566
526.7	4666.20	-7.0	-10.0	18.592
526.2	4674.20	-7.1	-10.3	18.633
525.8	4677.70	-7.1	-10.4	18.690
525.3	4681.10	-7.2	-10.3	18.746
524.8	4688.60	-7.2	-10.5	18.782
524.3	4696.10	-7.3	-10.6	18.798
523.8	4703.60	-7.3	-10.5	18.793
523.3	4711.10	-7.3	-10.4	18.777
522.9	4717.60	-7.3	-10.4	18.762
522.4	4724.10	-7.4	-10.4	18.746
521.9	4735.00	-7.5	-10.5	18.762
521.5	4746.00	-7.5	-10.6	18.798
521.0	4749.50	-7.6	-10.7	18.854
520.5	4753.00	-7.7	-10.9	18.926
520.1	4760.00	-7.4	-10.4	19.009
519.6	4767.00	-7.1	-10.0	19.086
519.1	4773.90	-6.8	-9.6	19.158
518.7	4780.90	-6.5	-9.2	19.214
518.2	4788.90	-6.2	-8.9	19.266
517.7	4796.90	-5.9	-8.5	19.333
517.3	4810.90	-5.6	-8.3	19.410
516.8	4817.80	-5.3	-8.0	19.508
516.4	4821.30	-5.0	-7.7	19.621
515.9	4824.80	-5.2	-7.8	19.744
515.5	4832.80	-5.4	-8.0	19.858
515.0	4839.80	-5.6	-8.3	19.940
514.6	4845.80	-5.9	-8.6	19.986
514.2	4850.80	-6.0	-8.5	19.986
513.8	4857.80	-6.0	-8.6	19.960
513.3	4866.70	-6.1	-8.8	19.909
512.9	4875.70	-6.4	-9.1	19.863
512.5	4879.20	-6.7	-9.3	19.816
512.1	4882.70	-7.0	-9.6	19.791
511.7	4889.20	-7.3	-10.0	19.770
511.3	4895.70	-7.6	-10.1	19.755
511.0	4901.70	-7.9	-10.4	19.744
510.6	4907.60	-8.2	-10.8	19.729
510.2	4912.60	-8.5	-11.2	19.703
509.8	4917.60	-8.5	-11.2	19.662
509.4	4926.60	-8.4	-11.1	19.605
509.1	4935.60	-8.3	-10.9	19.549
508.7	4938.10	-8.0	-10.6	19.497
508.4	4940.60	-8.2	-10.5	19.456
508.1	4946.00	-8.4	-10.6	19.425
507.8	4951.50	-8.4	-10.5	19.389
507.5	4956.50	-8.3	-10.4	19.338
507.2	4960.50	-8.3	-10.3	19.266
506.9	4963.50	-8.4	-10.3	19.168
506.6	4968.50	-8.4	-10.4	19.055
506.3	4972.50	-8.4	-10.4	18.942
506.1	4979.50	-8.4	-10.3	18.834
505.8	4984.50	-8.5	-10.3	18.741
505.6	4986.80	-8.5	-10.4	18.669
505.3	4989.10	-8.5	-10.4	18.613
505.0	4991.40	-8.5	-10.3	18.582
504.8	4995.40	-8.6	-10.4	18.566
504.5	4999.40	-8.6	-10.4	18.566
504.3	5002.40	-8.6	-10.4	18.582
504.0	5005.40	-8.6	-10.3	18.618
503.7	5009.40	-8.6	-10.4	18.674
503.4	5019.40	-8.7	-10.4	18.751
503.2	5023.40	-8.7	-10.4	18.854
502.9	5026.40	-8.8	-10.4	18.983
502.5	5029.40	-8.8	-10.4	19.127
502.2	5034.30	-8.8	-10.4	19.281
501.9	5038.30	-8.8	-10.4	19.436
501.6	5042.30	-8.8	-10.4	19.585
501.3	5048.30	-8.9	-10.4	19.729
501.1	5053.30	-8.9	-10.4	19.873
500.8	5057.30	-8.9	-10.4	20.007
500.5	5065.30	-9.0	-10.4	20.130
500.2	5068.00	-9.0	-10.4	20.233
500.0	5070.80	-9.0	-10.5	20.326
499.7	5073.50	-9.0	-10.5	20.393
499.5	5076.20	-9.1	-10.5	20.444
499.2	5079.70	-9.1	-10.5	20.480
499.0	5083.20	-9.1	-10.6	20.506
498.8	5086.70	-9.1	-10.6	20.526
498.6	5090.20	-9.2	-10.6	20.542
498.3	5094.70	-9.2	-10.6	20.557
498.1	5099.20	-9.2	-10.5	20.573
497.9	5101.40	-9.2	-10.5	20.593
497.7	5103.70	-9.2	-10.6	20.609
497.4	5105.90	-9.2	-10.5	20.629
497.2	5108.20	-9.2	-10.5	20.650
497.0	5112.20	-9.3	-10.6	20.686
496.7	5116.20	-9.3	-10.6	20.732
496.5	5121.10	-9.3	-10.7	20.799
496.2	5124.10	-9.4	-10.7	20.876
496.0	5127.10	-9.4	-10.7	20.948
495.7	5137.10	-9.5	-11.1	21.010
495.5	5143.10	-9.5	-11.1	21.051
495.3	5145.10	-9.4	-11.0	21.066
495.0	5147.10	-9.5	-11.0	21.051
494.8	5149.10	-9.5	-11.0	21.015
494.6	5151.10	-9.5	-11.1	20.974
494.4	5154.10	-9.5	-11.1	20.938
494.2	5157.10	-9.5	-11.1	20.922
493.9	5160.10	-9.5	-11.0	20.912
493.7	5163.00	-9.5	-10.8	20.907
493.5	5168.50	-9.6	-10.9	20.897
493.3	5174.00	-9.6	-11.1	20.871
493.1	5175.50	-9.7	-11.2	20.830
492.9	5177.00	-9.7	-11.3	20.794
492.6	5180.50	-9.7	-11.3	20.763
492.4	5184.00	-9.7	-11.2	20.763
492.2	5188.00	-10.0	-12.4	20.784
491.9	5192.00	-10.3	-13.3	20.835
491.7	5195.00	-10.6	-13.8	20.902
491.5	5198.00	-10.4	-13.4	20.984
491.3	5203.90	-10.3	-12.9	21.051
491.0	5209.90	-10.2	-12.4	21.087
490.8	5211.40	-10.0	-11.9	21.087
490.6	5212.90	-10.0	-11.7	21.061
490.4	5216.90	-10.0	-11.5	21.010
490.2	5219.90	-9.9	-11.4	20.953
490.0	5222.90	-10.0	-11.4	20.897
489.8	5225.90	-10.0	-11.4	20.845
489.6	5228.90	-10.0	-11.3	20.789
489.4	5231.90	-10.1	-11.5	20.717
489.1	5238.90	-10.2	-11.7	20.629
488.9	5240.90	-10.3	-11.8	20.531
488.7	5242.90	-10.5	-12.5	20.423
488.5	5245.80	-10.7	-13.1	20.315
488.2	5248.80	-10.7	-13.7	20.218
488.0	5251.80	-10.9	-14.2	20.135
487.8	5255.80	-10.9	-14.5	20.084
487.5	5260.80	-11.1	-14.6	20.053
487.3	5265.80	-11.1	-14.7	20.058
487.0	5269.80	-11.1	-14.6	20.079
486.8	5276.80	-11.1	-14.3	20.115
486.6	5279.30	-11.2	-14.5	20.140
486.3	5281.80	-11.2	-14.6	20.161
486.1	5284.30	-11.2	-14.7	20.176
485.9	5286.80	-11.2	-14.7	20.202
485.7	5289.70	-11.4	-15.0	20.238
485.5	5294.70	-11.4	-15.1	20.285
485.3	5298.70	-11.4	-14.8	20.336
485.1	5302.70	-11.5	-15.0	20.403
484.9	5305.70	-11.5	-15.0	20.475
484.7	5308.70	-11.4	-15.1	20.542
484.5	5311.70	-11.4	-15.1	20.603
484.3	5313.20	-11.4	-15.0	20.650
484.1	5314.70	-11.4	-14.8	20.686
483.9	5317.70	-11.4	-14.7	20.722
483.7	5320.70	-11.4	-14.5	20.758
483.5	5323.20	-11.4	-14.8	20.809
483.3	5325.70	-11.5	-15.2	20.886
483.1	5328.20	-11.6	-15.5	20.969
482.9	5330.60	-11.7	-15.8	21.051
482.7	5337.60	-11.8	-16.0	21.113
482.5	5344.60	-11.8	-16.1	21.149
482.2	5346.10	-11.7	-15.7	21.154
482.0	5347.60	-11.7	-15.3	21.113
481.7	5351.10	-11.7	-15.3	21.036
481.5	5354.60	-11.7	-15.2	20.933
481.3	5359.60	-11.7	-15.1	20.814
481.0	5364.60	-11.6	-14.9	20.696
480.8	5368.60	-11.6	-14.8	20.578
480.6	5370.50	-11.7	-14.8	20.459
480.3	5378.50	-11.7	-14.7	20.341
480.1	5382.50	-11.7	-14.6	20.228
479.9	5384.00	-11.6	-14.3	20.120
479.6	5385.50	-11.6	-14.0	20.002
479.4	5388.50	-11.6	-13.8	19.888
479.2	5393.00	-11.6	-13.8	19.780
479.0	5397.50	-11.6	-13.9	19.683
478.8	5401.00	-11.7	-14.1	19.611
478.5	5404.50	-11.7	-14.0	19.564
478.3	5408.50	-11.9	-14.4	19.533
478.1	5412.40	-11.9	-14.5	19.518
477.8	5413.90	-11.9	-14.6	19.497
477.6	5415.40	-11.9	-14.6	19.472
477.3	5420.90	-12.0	-14.6	19.436
477.0	5426.40	-12.1	-14.7	19.384
476.8	5430.40	-12.1	-14.8	19.312
476.5	5434.40	-12.2	-14.9	19.225
476.2	5440.40	-12.2	-14.9	19.117
475.9	5446.40	-12.2	-14.9	19.009
475.6	5453.30	-12.3	-15.0	18.906
475.3	5460.30	-12.3	-14.9	18.818
475.0	5464.30	-12.2	-14.8	18.741
474.7	5467.30	-12.1	-14.8	18.674
474.4	5470.30	-12.2	-14.7	18.592
474.1	5475.30	-12.2	-14.6	18.505
473.8	5480.30	-12.3	-14.8	18.422
473.5	5484.30	-12.3	-14.8	18.340
473.3	5489.30	-12.4	-14.9	18.283
473.0	5493.20	-12.5	-15.2	18.258
472.7	5496.20	-12.5	-15.2	18.273
472.5	5504.20	-12.5	-15.2	18.324
472.2	5509.20	-12.5	-15.3	18.407
471.9	5511.20	-12.6	-15.2	18.515
471.6	5513.20	-12.5	-15.1	18.638
471.3	5517.20	-12.6	-15.2	18.772
471.0	5522.20	-12.7	-15.7	18.896
470.7	5527.20	-12.7	-15.7	19.014
470.4	5532.20	-12.8	-15.8	19.127
470.2	5538.10	-12.7	-15.5	19.230
469.9	5543.10	-12.7	-15.2	19.328
469.6	5552.10	-12.8	-15.3	19.410
469.3	5558.10	-12.8	-15.3	19.477
469.0	5560.60	-12.8	-15.3	19.518
468.7	5563.10	-12.9	-15.3	19.539
