P[mb]	z[m]	T[C]	Td[C]	WS[m/s]
835.8	888.30	19.7	12.8	13.941
835.4	892.30	19.6	12.8	13.926
835.1	896.50	19.6	12.8	13.911
834.7	900.70	19.6	12.8	13.890
834.3	905.00	19.6	12.8	13.875
834.0	909.20	19.5	12.8	13.859
833.6	912.70	19.5	12.7	13.839
833.2	916.20	19.4	12.7	13.818
832.9	920.20	19.4	12.7	13.797
832.5	924.20	19.4	12.7	13.772
832.1	927.70	19.4	12.7	13.751
831.8	931.20	19.4	12.7	13.720
831.4	935.20	19.3	12.7	13.694
831.0	939.20	19.3	12.7	13.664
830.7	943.20	19.3	12.7	13.638
830.3	947.20	19.2	12.6	13.612
829.9	951.20	19.2	12.6	13.586
829.5	954.20	19.2	12.6	13.561
829.2	958.20	19.1	12.6	13.540
828.8	963.20	19.1	12.6	13.514
828.4	966.20	19.1	12.6	13.484
828.0	970.20	19.1	12.6	13.453
827.7	974.20	19.0	12.6	13.427
827.3	978.20	19.0	12.6	13.396
826.9	982.20	19.0	12.5	13.360
826.6	986.20	19.0	12.6	13.329
826.2	990.20	18.9	12.5	13.304
825.8	993.60	18.9	12.5	13.273
825.5	997.10	18.9	12.5	13.237
825.1	1000.60	18.8	12.5	13.190
824.7	1004.10	18.8	12.4	13.139
824.4	1007.60	18.8	12.4	13.077
824.0	1011.10	18.7	12.4	13.021
823.7	1014.60	18.7	12.4	12.969
823.3	1018.10	18.7	12.4	12.928
823.0	1021.60	18.6	12.3	12.897
822.6	1025.10	18.6	12.3	12.877
822.2	1029.10	18.6	12.3	12.856
821.9	1033.10	18.5	12.3	12.830
821.5	1037.10	18.5	12.3	12.805
821.1	1041.10	18.5	12.3	12.774
820.7	1045.10	18.4	12.2	12.732
820.2	1051.10	18.4	12.2	12.696
819.8	1057.10	18.3	12.1	12.666
819.4	1061.10	18.3	12.2	12.645
819.0	1065.10	18.2	12.1	12.645
818.6	1069.10	18.2	12.1	12.650
818.2	1072.10	18.2	12.1	12.655
817.8	1077.10	18.2	12.1	12.655
817.4	1081.10	18.1	12.0	12.645
817.0	1084.10	18.1	12.0	12.624
816.6	1088.00	18.1	12.0	12.594
816.3	1091.00	18.0	11.9	12.568
815.9	1095.00	18.0	12.0	12.542
815.6	1099.00	18.0	12.0	12.532
815.2	1103.00	18.0	11.9	12.527
814.9	1107.00	17.9	11.9	12.527
814.5	1111.00	17.9	11.9	12.532
814.2	1115.00	17.9	11.9	12.532
813.8	1119.00	17.9	11.9	12.527
813.5	1122.00	17.9	11.9	12.516
813.1	1126.00	17.9	11.9	12.501
812.8	1130.00	17.8	11.9	12.491
812.4	1134.00	17.8	11.8	12.475
812.1	1137.00	17.7	11.8	12.470
811.8	1141.00	17.7	11.8	12.465
811.4	1145.00	17.7	11.8	12.455
811.1	1148.50	17.7	11.8	12.444
810.8	1152.00	17.6	11.8	12.429
810.4	1155.50	17.6	11.8	12.408
810.1	1159.00	17.6	11.8	12.388
809.8	1162.50	17.6	11.8	12.367
809.4	1166.00	17.5	11.7	12.357
809.1	1169.50	17.5	11.7	12.352
808.8	1173.00	17.5	11.7	12.352
808.5	1177.00	17.5	11.7	12.357
808.1	1180.90	17.5	11.7	12.362
807.8	1184.40	17.5	11.7	12.357
807.5	1187.90	17.4	11.7	12.352
807.1	1191.90	17.4	11.7	12.342
806.8	1195.90	17.4	11.7	12.331
806.4	1198.90	17.4	11.7	12.321
806.1	1201.90	17.4	11.7	12.321
805.8	1205.90	17.4	11.7	12.326
805.4	1209.90	17.3	11.6	12.336
805.1	1212.90	17.3	11.6	12.352
804.8	1216.90	17.3	11.6	12.378
804.4	1219.90	17.3	11.6	12.393
804.1	1223.90	17.3	11.6	12.414
803.8	1226.90	17.3	11.6	12.424
803.5	1230.90	17.2	11.6	12.429
803.2	1233.90	17.2	11.5	12.434
802.8	1236.90	17.2	11.5	12.439
802.5	1239.90	17.2	11.5	12.450
802.2	1243.90	17.1	11.5	12.465
801.9	1246.90	17.1	11.5	12.486
801.5	1250.40	17.1	11.5	12.506
801.2	1253.90	17.1	11.4	12.527
800.9	1257.40	17.1	11.4	12.542
800.6	1260.90	17.1	11.4	12.552
800.3	1263.90	17.0	11.4	12.552
799.9	1266.80	17.1	11.4	12.547
799.6	1270.30	17.0	11.4	12.537
799.3	1273.80	17.0	11.4	12.516
799.0	1276.80	16.9	11.3	12.506
798.7	1279.80	16.9	11.3	12.506
798.3	1282.80	16.9	11.3	12.511
798.0	1285.80	16.9	11.3	12.516
797.7	1289.30	16.9	11.3	12.532
797.4	1292.80	16.8	11.3	12.542
797.0	1296.80	16.9	11.3	12.547
796.7	1299.80	16.8	11.3	12.552
796.3	1303.80	16.8	11.3	12.558
796.0	1307.80	16.8	11.3	12.563
795.7	1311.80	16.8	11.3	12.573
795.3	1315.80	16.8	11.2	12.594
794.9	1318.80	16.8	11.2	12.614
794.6	1322.80	16.8	11.3	12.640
794.2	1325.80	16.7	11.2	12.671
793.8	1332.80	16.7	11.2	12.696
793.5	1336.80	16.7	11.2	12.722
793.1	1339.80	16.7	11.2	12.748
792.8	1343.80	16.7	11.2	12.784
792.4	1346.80	16.7	11.1	12.815
792.0	1349.80	16.7	11.2	12.841
791.7	1353.80	16.7	11.1	12.877
791.4	1356.70	16.6	11.1	12.907
791.1	1359.70	16.7	11.1	12.949
790.7	1363.70	16.6	11.1	12.985
790.4	1366.70	16.6	11.1	13.026
790.1	1369.70	16.6	11.1	13.062
789.8	1373.70	16.6	11.0	13.098
789.4	1377.70	16.6	11.0	13.139
789.1	1381.70	16.6	11.0	13.175
788.8	1384.70	16.6	11.0	13.216
788.4	1388.20	16.5	10.9	13.252
788.1	1391.70	16.5	10.9	13.283
787.8	1395.20	16.5	10.9	13.314
787.4	1398.70	16.5	10.9	13.340
787.1	1402.20	16.5	10.9	13.370
786.8	1405.70	16.5	10.9	13.396
786.5	1409.70	16.4	10.8	13.427
786.1	1413.70	16.4	10.8	13.453
785.8	1417.20	16.4	10.8	13.473
785.5	1420.70	16.4	10.7	13.499
785.2	1424.20	16.4	10.7	13.520
784.9	1427.70	16.4	10.7	13.540
784.6	1431.20	16.4	10.7	13.556
784.2	1434.70	16.4	10.7	13.576
783.9	1438.20	16.3	10.7	13.592
783.6	1441.60	16.3	10.6	13.612
783.3	1445.10	16.3	10.6	13.628
783.0	1448.60	16.3	10.6	13.648
782.7	1451.60	16.3	10.6	13.664
782.4	1454.60	16.3	10.6	13.674
782.1	1457.60	16.3	10.6	13.689
781.7	1461.60	16.3	10.6	13.700
781.4	1464.60	16.3	10.5	13.710
781.1	1468.60	16.2	10.5	13.725
780.8	1471.60	16.2	10.5	13.736
780.5	1475.60	16.2	10.5	13.751
780.2	1479.60	16.1	10.5	13.761
779.9	1483.10	16.1	10.4	13.772
779.6	1486.60	16.1	10.4	13.782
779.2	1490.10	16.1	10.4	13.792
778.9	1493.60	16.0	10.4	13.803
778.6	1496.60	16.0	10.4	13.823
778.3	1499.60	16.0	10.4	13.844
778.0	1503.10	15.9	10.3	13.864
777.7	1506.60	15.9	10.3	13.880
777.4	1510.10	15.9	10.3	13.900
777.1	1513.60	15.9	10.3	13.921
776.8	1517.10	15.8	10.3	13.936
776.4	1520.60	15.8	10.3	13.947
776.1	1524.50	15.8	10.3	13.952
775.8	1528.50	15.8	10.2	13.962
775.5	1532.00	15.8	10.2	13.972
775.2	1535.50	15.8	10.2	13.977
774.9	1538.50	15.7	10.2	13.993
774.5	1541.50	15.7	10.2	13.998
774.2	1545.50	15.7	10.2	14.003
773.9	1548.50	15.7	10.2	14.003
773.6	1552.50	15.7	10.2	14.003
773.3	1555.50	15.6	10.2	14.003
773.0	1558.50	15.6	10.1	14.003
772.7	1561.50	15.6	10.1	14.003
772.4	1564.50	15.6	10.1	14.003
772.1	1568.50	15.5	10.1	14.003
771.8	1571.50	15.5	10.1	14.008
771.5	1574.50	15.5	10.1	14.013
771.2	1577.50	15.5	10.1	14.013
770.9	1581.50	15.5	10.1	14.019
770.6	1584.50	15.4	10.1	14.019
770.3	1588.50	15.4	10.1	14.024
770.0	1592.50	15.4	10.0	14.024
769.7	1595.50	15.4	10.1	14.029
769.4	1599.50	15.4	10.0	14.039
769.0	1602.50	15.3	10.0	14.055
768.7	1605.40	15.3	10.0	14.065
768.4	1609.40	15.3	10.0	14.075
768.1	1612.40	15.2	10.0	14.091
767.8	1615.40	15.2	10.0	14.106
767.5	1618.40	15.2	10.0	14.127
767.2	1621.40	15.2	10.0	14.152
766.9	1625.40	15.1	10.0	14.188
766.6	1629.40	15.1	10.0	14.230
766.3	1632.40	15.1	10.0	14.276
766.0	1635.40	15.1	10.0	14.317
765.6	1639.40	15.0	10.0	14.358
765.3	1643.40	15.0	10.0	14.389
765.0	1647.40	15.0	10.0	14.420
764.7	1650.40	14.9	10.0	14.440
764.3	1654.40	14.9	10.0	14.456
764.0	1658.40	14.9	10.0	14.471
763.6	1663.40	14.9	9.9	14.482
763.2	1668.40	14.8	9.9	14.487
762.9	1672.90	14.8	9.9	14.492
762.5	1677.40	14.8	9.9	14.492
762.1	1681.40	14.8	9.9	14.497
761.8	1685.30	14.7	9.9	14.502
761.4	1689.30	14.7	9.8	14.497
761.1	1693.30	14.7	9.8	14.482
760.7	1696.30	14.7	9.9	14.461
760.4	1700.30	14.7	9.9	14.435
760.0	1703.30	14.6	9.8	14.404
759.7	1706.30	14.7	9.9	14.379
759.3	1709.30	14.6	9.8	14.368
759.0	1713.30	14.6	9.9	14.374
758.6	1717.30	14.6	9.9	14.399
758.2	1722.30	14.6	9.8	14.430
757.8	1727.30	14.6	9.8	14.456
757.4	1732.30	14.6	9.8	14.471
757.0	1737.30	14.5	9.8	14.461
756.6	1743.30	14.5	9.8	14.425
756.2	1749.30	14.4	9.7	14.374
755.8	1753.30	14.4	9.7	14.312
755.4	1757.30	14.4	9.7	14.250
754.9	1761.80	14.4	9.7	14.209
754.5	1766.20	14.3	9.6	14.194
754.1	1771.20	14.3	9.6	14.204
753.7	1776.20	14.3	9.6	14.230
753.2	1781.20	14.3	9.6	14.250
752.8	1786.20	14.2	9.6	14.255
752.4	1790.20	14.2	9.5	14.230
752.0	1794.20	14.2	9.5	14.194
751.6	1799.20	14.2	9.5	14.157
751.2	1804.20	14.1	9.5	14.137
750.8	1810.20	14.0	9.4	14.132
750.4	1814.20	14.1	9.4	14.142
750.0	1817.20	14.0	9.4	14.157
749.6	1821.20	14.0	9.4	14.168
749.2	1825.20	13.9	9.4	14.183
748.8	1829.20	13.9	9.3	14.188
748.4	1835.20	13.8	9.3	14.183
748.0	1841.10	13.8	9.3	14.157
747.6	1845.10	13.8	9.3	14.106
747.2	1849.10	13.8	9.3	14.044
746.8	1855.10	13.7	9.2	13.977
746.4	1860.10	13.7	9.2	13.921
745.9	1864.10	13.6	9.2	13.875
745.5	1868.10	13.6	9.2	13.828
745.1	1872.10	13.6	9.1	13.787
744.7	1876.10	13.5	9.1	13.746
744.3	1880.10	13.5	9.1	13.715
743.9	1885.10	13.4	9.1	13.689
743.5	1891.10	13.4	9.1	13.664
743.0	1897.10	13.4	9.1	13.633
742.6	1902.10	13.4	9.0	13.592
742.1	1907.10	13.3	9.0	13.535
741.7	1913.10	13.3	9.0	13.478
741.3	1918.00	13.3	9.0	13.422
740.8	1924.00	13.3	8.9	13.381
740.4	1930.00	13.3	8.9	13.350
740.0	1933.00	13.2	8.9	13.329
739.6	1936.00	13.2	8.9	13.314
739.3	1939.00	13.2	8.9	13.288
738.9	1942.00	13.2	8.9	13.257
738.5	1945.50	13.2	8.8	13.216
738.2	1949.00	13.2	8.8	13.170
737.8	1953.00	13.1	8.8	13.129
737.5	1957.00	13.1	8.8	13.098
737.1	1962.00	13.1	8.7	13.082
736.8	1967.00	13.0	8.7	13.093
736.5	1970.00	13.0	8.7	13.113
736.1	1973.00	13.0	8.8	13.144
735.8	1976.00	13.0	8.7	13.180
735.5	1979.00	12.9	8.7	13.206
735.2	1982.00	12.9	8.7	13.221
734.9	1985.00	12.8	8.6	13.231
734.6	1987.00	12.8	8.6	13.237
734.3	1989.90	12.8	8.6	13.242
734.0	1993.90	12.8	8.7	13.252
733.7	1996.90	12.7	8.6	13.278
733.4	1999.90	12.7	8.6	13.304
733.2	2004.90	12.7	8.6	13.334
732.9	2008.90	12.7	8.6	13.355
732.6	2011.90	12.6	8.5	13.360
732.3	2014.90	12.6	8.6	13.355
732.0	2018.40	12.6	8.6	13.345
731.7	2021.90	12.6	8.5	13.340
731.4	2025.40	12.5	8.5	13.340
731.1	2028.90	12.5	8.5	13.345
730.8	2031.90	12.4	8.5	13.360
730.5	2034.90	12.4	8.5	13.376
730.2	2038.40	12.4	8.5	13.386
729.9	2041.90	12.3	8.5	13.396
729.6	2045.90	12.3	8.5	13.401
729.2	2049.90	12.3	8.5	13.401
728.9	2053.40	12.2	8.4	13.401
728.6	2056.90	12.2	8.4	13.391
728.3	2061.40	12.2	8.5	13.381
727.9	2065.80	12.1	8.5	13.370
727.6	2069.80	12.1	8.4	13.360
727.3	2073.80	12.0	8.4	13.350
727.0	2076.80	12.0	8.4	13.329
726.6	2080.80	12.0	8.4	13.298
726.3	2083.80	12.0	8.4	13.262
726.0	2087.80	11.9	8.4	13.226
725.7	2091.80	11.9	8.4	13.185
725.4	2095.80	11.8	8.4	13.154
725.1	2099.80	11.8	8.4	13.118
724.7	2103.80	11.8	8.4	13.082
724.4	2106.80	11.8	8.4	13.046
724.1	2110.80	11.7	8.4	13.005
723.8	2114.80	11.7	8.4	12.969
723.5	2117.80	11.7	8.4	12.938
723.2	2121.80	11.7	8.4	12.907
722.9	2124.80	11.6	8.4	12.882
722.6	2128.80	11.6	8.3	12.846
722.3	2131.80	11.6	8.3	12.810
722.0	2135.70	11.5	8.3	12.774
721.7	2138.70	11.5	8.3	12.738
721.4	2141.70	11.5	8.3	12.696
721.1	2145.70	11.5	8.3	12.650
720.8	2149.70	11.5	8.3	12.604
720.5	2153.20	11.4	8.3	12.563
720.2	2156.70	11.4	8.3	12.527
719.9	2160.70	11.3	8.2	12.496
719.6	2163.70	11.3	8.2	12.465
719.3	2167.70	11.3	8.2	12.434
718.9	2171.70	11.2	8.2	12.398
718.6	2175.70	11.2	8.2	12.357
718.3	2179.70	11.2	8.2	12.316
718.0	2183.70	11.2	8.1	12.280
717.7	2187.20	11.1	8.1	12.233
717.4	2190.70	11.1	8.1	12.192
717.1	2194.20	11.1	8.1	12.146
716.8	2197.70	11.1	8.1	12.100
716.5	2201.70	11.0	8.1	12.053
716.1	2205.60	11.0	8.0	12.002
715.8	2209.10	11.0	8.0	11.951
715.5	2212.60	10.9	8.0	11.904
715.2	2216.60	10.9	8.0	11.853
714.9	2220.60	10.9	8.0	11.806
714.6	2224.10	10.9	8.0	11.755
714.3	2227.60	10.8	8.0	11.704
714.0	2231.60	10.8	7.9	11.657
713.7	2234.60	10.8	8.0	11.611
713.3	2238.60	10.8	7.9	11.565
713.0	2242.60	10.7	7.9	11.524
712.7	2246.60	10.7	7.9	11.488
712.4	2250.60	10.7	7.9	11.452
712.1	2253.60	10.6	7.9	11.416
711.7	2257.60	10.6	7.9	11.380
711.4	2261.60	10.5	7.8	11.343
711.1	2264.60	10.6	7.9	11.302
710.8	2268.60	10.5	7.9	11.261
710.4	2272.60	10.5	7.9	11.220
710.1	2276.50	10.5	7.9	11.184
709.8	2280.00	10.4	7.9	11.143
709.4	2283.50	10.4	7.9	11.102
709.1	2286.50	10.4	7.9	11.055
708.8	2289.50	10.4	7.9	11.014
708.5	2294.00	10.3	7.9	10.968
708.1	2298.50	10.3	7.9	10.922
707.8	2302.50	10.3	7.9	10.875
707.5	2306.50	10.3	7.9	10.834
707.2	2310.00	10.2	7.9	10.793
706.9	2313.50	10.2	7.9	10.752
706.5	2317.50	10.2	7.9	10.721
706.2	2321.50	10.2	7.9	10.685
705.9	2324.50	10.2	7.9	10.654
705.6	2328.50	10.2	7.9	10.628
705.3	2332.50	10.1	7.9	10.598
705.0	2336.50	10.1	7.8	10.562
704.7	2339.50	10.1	7.9	10.536
704.4	2343.40	10.0	7.8	10.510
704.0	2346.40	10.0	7.8	10.490
703.7	2350.40	10.0	7.8	10.474
703.4	2354.40	10.0	7.8	10.454
703.1	2358.40	10.0	7.8	10.428
702.8	2362.40	9.9	7.8	10.402
702.5	2366.40	9.9	7.8	10.376
702.1	2370.40	9.9	7.8	10.345
701.8	2373.40	9.9	7.7	10.315
701.5	2377.40	9.8	7.7	10.289
701.1	2382.40	9.8	7.7	10.263
700.8	2386.40	9.8	7.8	10.237
700.5	2390.40	9.8	7.8	10.212
700.2	2394.40	9.7	7.7	10.186
699.8	2398.40	9.7	7.7	10.155
699.5	2401.40	9.6	7.7	10.119
699.2	2405.40	9.6	7.7	10.083
698.9	2409.40	9.6	7.6	10.032
698.5	2412.30	9.6	7.6	9.985
698.2	2417.30	9.5	7.6	9.934
697.9	2420.30	9.5	7.6	9.888
697.6	2423.30	9.5	7.6	9.846
697.2	2427.30	9.4	7.5	9.795
696.9	2431.30	9.4	7.5	9.749
696.6	2435.30	9.4	7.5	9.697
696.3	2438.80	9.4	7.4	9.646
696.0	2442.30	9.4	7.4	9.594
695.6	2446.80	9.4	7.3	9.538
695.3	2451.30	9.3	7.2	9.486
695.0	2454.80	9.3	7.2	9.440
694.7	2458.30	9.3	7.2	9.389
694.4	2461.80	9.3	7.1	9.342
694.1	2465.30	9.3	7.0	9.296
693.8	2468.80	9.2	7.0	9.255
693.5	2472.30	9.2	7.0	9.219
693.2	2475.80	9.2	6.9	9.183
692.9	2479.20	9.2	6.9	9.152
692.6	2482.70	9.1	6.8	9.121
692.3	2486.20	9.1	6.8	9.085
692.0	2489.20	9.1	6.8	9.044
691.7	2493.20	9.1	6.7	9.003
691.4	2497.20	9.1	6.7	8.962
691.1	2501.20	9.0	6.7	8.926
690.8	2505.20	9.0	6.6	8.884
690.5	2509.20	9.0	6.7	8.848
690.2	2512.20	9.0	6.6	8.818
689.9	2516.20	8.9	6.6	8.787
689.6	2520.20	8.9	6.5	8.756
689.3	2523.20	8.9	6.5	8.720
689.0	2527.20	8.8	6.5	8.689
688.7	2531.20	8.8	6.5	8.658
688.4	2535.20	8.8	6.4	8.627
688.1	2539.20	8.8	6.4	8.602
687.8	2543.10	8.7	6.3	8.581
687.5	2546.60	8.7	6.3	8.565
687.2	2550.10	8.7	6.3	8.550
686.9	2554.60	8.7	6.2	8.535
686.5	2559.10	8.6	6.2	8.519
686.2	2563.60	8.6	6.2	8.509
685.9	2568.10	8.6	6.2	8.504
685.6	2572.10	8.5	6.2	8.499
685.3	2576.10	8.5	6.2	8.499
685.0	2579.60	8.4	6.1	8.504
684.6	2583.10	8.4	6.1	8.504
684.3	2586.10	8.4	6.1	8.514
684.0	2589.10	8.4	6.0	8.509
683.7	2593.10	8.3	6.0	8.509
683.4	2596.10	8.3	6.0	8.504
683.1	2600.10	8.3	5.9	8.499
682.8	2603.10	8.3	5.9	8.493
682.5	2607.10	8.3	5.8	8.488
682.2	2611.00	8.3	5.8	8.483
681.9	2614.00	8.3	5.8	8.478
681.6	2618.00	8.2	5.7	8.473
681.3	2621.00	8.2	5.7	8.463
681.0	2626.00	8.2	5.6	8.452
680.7	2630.00	8.2	5.6	8.442
680.4	2634.00	8.1	5.6	8.427
680.1	2638.00	8.1	5.6	8.421
679.8	2642.00	8.1	5.6	8.416
679.4	2646.00	8.0	5.5	8.416
679.1	2650.00	8.0	5.5	8.421
678.8	2654.00	8.0	5.5	8.427
678.5	2657.00	8.0	5.4	8.432
