P[mb]	z[m]	T[C]	Td[C]	WS[m/s]
733.6	1973.00	12.6	8.8	10.536
733.4	1976.00	12.6	8.8	10.495
733.1	1979.00	12.5	8.7	10.454
732.8	1982.00	12.5	8.7	10.412
732.6	1984.90	12.5	8.7	10.376
732.3	1989.40	12.5	8.7	10.340
732.0	1993.90	12.5	8.7	10.309
731.8	1995.40	12.5	8.7	10.273
731.5	1996.90	12.4	8.6	10.232
731.2	2000.40	12.4	8.6	10.191
731.0	2003.90	12.4	8.6	10.140
730.7	2006.90	12.4	8.5	10.083
730.4	2009.90	12.4	8.5	10.032
730.1	2013.90	12.4	8.5	9.980
729.9	2017.90	12.3	8.4	9.934
729.6	2021.90	12.3	8.4	9.898
729.3	2023.40	12.3	8.4	9.862
729.1	2024.90	12.2	8.4	9.836
728.8	2028.40	12.2	8.4	9.800
728.5	2031.90	12.2	8.3	9.764
728.3	2034.90	12.2	8.3	9.723
728.0	2037.90	12.2	8.3	9.677
727.7	2040.90	12.1	8.3	9.630
727.5	2043.90	12.1	8.3	9.579
727.2	2048.40	12.1	8.2	9.533
727.0	2052.90	12.1	8.2	9.497
726.7	2053.90	12.1	8.2	9.466
726.5	2054.90	12.0	8.1	9.440
726.2	2057.80	12.0	8.1	9.409
726.0	2060.80	12.0	8.1	9.378
725.8	2063.80	12.1	8.0	9.347
725.5	2066.80	12.0	8.0	9.311
725.3	2069.30	12.0	8.0	9.265
725.0	2071.80	12.0	7.9	9.224
724.8	2074.80	12.0	7.9	9.183
724.5	2079.80	12.0	7.9	9.142
724.3	2082.80	12.0	7.8	9.101
724.0	2084.30	12.0	7.8	9.065
723.8	2085.80	11.9	7.8	9.028
723.5	2088.80	11.9	7.8	8.987
723.2	2091.80	11.9	7.8	8.941
723.0	2094.80	11.9	7.8	8.890
722.7	2098.80	11.9	7.7	8.838
722.4	2100.80	11.9	7.7	8.787
722.1	2104.80	11.8	7.6	8.740
721.9	2110.80	11.8	7.6	8.694
721.6	2114.80	11.8	7.6	8.658
721.3	2116.80	11.7	7.5	8.627
721.0	2118.80	11.7	7.5	8.596
720.7	2121.80	11.7	7.5	8.560
720.5	2125.80	11.7	7.5	8.519
720.2	2128.70	11.7	7.5	8.473
719.9	2131.70	11.6	7.5	8.427
719.7	2134.20	11.6	7.4	8.385
719.4	2136.70	11.6	7.3	8.355
719.1	2141.20	11.6	7.3	8.329
718.9	2145.70	11.5	7.3	8.303
718.6	2147.20	11.5	7.2	8.283
718.3	2148.70	11.5	7.2	8.257
718.1	2152.20	11.5	7.2	8.231
717.8	2155.70	11.4	7.2	8.200
717.5	2159.20	11.4	7.2	8.169
717.3	2162.70	11.4	7.2	8.139
717.0	2165.20	11.4	7.1	8.102
716.7	2167.70	11.4	7.1	8.077
716.5	2172.70	11.3	7.1	8.056
716.2	2177.70	11.3	7.1	8.046
716.0	2179.20	11.3	7.1	8.030
715.7	2180.70	11.2	7.0	8.015
715.4	2183.70	11.2	7.0	7.994
715.2	2186.70	11.2	7.0	7.979
714.9	2189.70	11.2	7.0	7.958
714.7	2192.70	11.1	7.0	7.948
714.5	2195.70	11.1	7.0	7.938
714.2	2199.60	11.1	7.0	7.938
714.0	2203.60	11.1	7.0	7.933
713.8	2206.60	11.1	6.9	7.938
713.5	2207.60	11.1	6.8	7.943
713.3	2208.60	11.1	6.7	7.948
713.1	2211.60	11.1	6.7	7.953
712.8	2214.10	11.1	6.6	7.953
712.6	2216.60	11.1	6.6	7.948
712.4	2219.60	11.1	6.6	7.943
712.2	2222.60	11.1	6.6	7.933
712.0	2226.60	11.1	6.6	7.922
711.7	2230.60	11.0	6.5	7.912
711.5	2231.60	11.0	6.5	7.907
711.3	2232.60	11.0	6.5	7.892
711.1	2235.40	10.9	6.6	7.876
710.9	2238.20	10.9	6.5	7.861
710.6	2241.00	11.0	6.5	7.840
710.4	2243.80	11.0	6.5	7.820
710.2	2246.60	11.0	6.5	7.799
710.0	2249.10	10.9	6.5	7.784
709.7	2251.60	10.9	6.5	7.778
709.5	2255.60	10.9	6.5	7.778
709.3	2259.60	10.9	6.5	7.789
709.1	2260.60	10.9	6.4	7.804
708.9	2261.60	10.8	6.4	7.820
708.7	2264.10	10.8	6.4	7.835
708.5	2266.60	10.8	6.4	7.856
708.2	2268.50	10.8	6.4	7.876
708.0	2271.50	10.7	6.3	7.902
707.8	2273.50	10.7	6.3	7.933
707.6	2276.50	10.7	6.3	7.969
707.4	2281.50	10.7	6.3	8.005
707.1	2284.50	10.7	6.3	8.051
706.9	2286.00	10.6	6.3	8.097
706.7	2287.50	10.6	6.2	8.133
706.5	2289.50	10.6	6.1	8.169
706.2	2292.50	10.6	6.2	8.205
706.0	2295.50	10.6	6.1	8.231
705.7	2298.50	10.5	6.0	8.262
705.5	2301.50	10.5	6.0	8.293
705.3	2304.50	10.5	6.0	8.319
705.0	2310.50	10.5	6.0	8.344
704.8	2313.50	10.4	6.0	8.370
704.6	2314.50	10.4	6.0	8.391
704.4	2315.50	10.4	6.0	8.411
704.1	2318.50	10.4	6.0	8.432
703.9	2320.50	10.3	6.0	8.452
703.7	2322.50	10.3	6.0	8.468
703.4	2325.00	10.3	6.0	8.483
703.2	2327.50	10.3	6.0	8.499
703.0	2332.00	10.3	6.0	8.509
702.7	2336.50	10.2	6.0	8.524
702.5	2338.70	10.2	6.0	8.535
702.2	2340.90	10.2	6.0	8.540
702.0	2343.20	10.2	5.9	8.545
701.7	2345.40	10.2	5.9	8.550
701.5	2348.40	10.1	5.9	8.560
701.2	2351.40	10.1	5.9	8.576
701.0	2354.40	10.1	5.9	8.591
700.7	2357.40	10.0	5.9	8.607
700.5	2361.90	10.0	5.8	8.617
700.2	2366.40	10.0	5.8	8.627
700.0	2368.40	10.0	5.7	8.638
699.7	2370.40	9.9	5.7	8.643
699.5	2372.40	9.9	5.7	8.643
699.2	2375.40	9.9	5.7	8.643
699.0	2378.40	9.9	5.7	8.638
698.7	2381.40	9.8	5.7	8.638
698.5	2383.40	9.8	5.7	8.643
698.2	2386.40	9.8	5.6	8.648
698.0	2389.40	9.8	5.6	8.648
697.8	2393.40	9.8	5.5	8.648
697.5	2397.40	9.7	5.5	8.638
697.3	2398.90	9.7	5.5	8.622
697.0	2400.40	9.7	5.5	8.607
696.8	2403.40	9.7	5.5	8.596
696.5	2406.30	9.7	5.5	8.591
696.3	2409.30	9.6	5.5	8.586
696.1	2412.30	9.6	5.4	8.586
695.8	2415.30	9.6	5.4	8.586
695.6	2418.30	9.6	5.4	8.591
695.4	2422.80	9.6	5.4	8.596
695.1	2427.30	9.5	5.4	8.596
694.9	2428.80	9.5	5.4	8.591
694.6	2430.30	9.5	5.5	8.581
694.4	2432.30	9.5	5.4	8.571
694.2	2434.30	9.5	5.3	8.560
693.9	2437.30	9.5	5.3	8.550
693.7	2440.30	9.5	5.2	8.545
693.4	2443.30	9.5	5.2	8.540
693.2	2447.30	9.5	5.1	8.529
693.0	2452.30	9.5	5.1	8.524
692.7	2455.30	9.5	5.0	8.514
692.5	2457.30	9.5	5.0	8.504
692.2	2459.30	9.5	5.0	8.493
692.0	2461.30	9.5	4.9	8.483
691.8	2464.30	9.4	4.9	8.468
691.5	2467.30	9.4	4.9	8.457
691.3	2470.30	9.4	4.9	8.457
691.1	2472.20	9.4	4.9	8.457
690.8	2475.20	9.3	4.9	8.463
690.6	2480.20	9.3	4.8	8.468
690.4	2483.20	9.3	4.8	8.478
690.1	2484.70	9.3	4.8	8.488
689.9	2486.20	9.3	4.8	8.493
689.6	2489.20	9.2	4.8	8.499
689.4	2492.20	9.2	4.8	8.504
689.2	2495.20	9.2	4.7	8.504
688.9	2498.20	9.2	4.7	8.509
688.7	2501.20	9.1	4.7	8.514
688.4	2504.20	9.1	4.7	8.524
688.2	2510.20	9.1	4.7	8.535
688.0	2513.20	9.1	4.7	8.555
687.7	2514.70	9.0	4.7	8.571
687.5	2516.20	9.0	4.7	8.591
687.2	2518.70	9.0	4.7	8.612
687.0	2521.20	8.9	4.7	8.627
686.8	2524.20	8.9	4.6	8.643
686.5	2527.20	8.9	4.6	8.658
686.3	2530.20	8.9	4.6	8.668
686.0	2533.20	8.8	4.6	8.684
685.8	2537.60	8.8	4.6	8.704
685.6	2542.10	8.8	4.5	8.720
685.3	2543.60	8.8	4.5	8.740
685.1	2545.10	8.8	4.5	8.766
684.8	2548.10	8.8	4.5	8.787
684.6	2551.10	8.8	4.5	8.802
684.4	2553.60	8.8	4.4	8.818
684.1	2556.10	8.8	4.4	8.828
683.9	2559.10	8.7	4.4	8.843
683.6	2562.10	8.7	4.4	8.854
683.4	2568.10	8.7	4.3	8.869
683.2	2571.10	8.7	4.3	8.895
682.9	2572.10	8.7	4.3	8.920
682.7	2573.10	8.7	4.2	8.951
682.5	2576.10	8.6	4.2	8.972
682.2	2579.10	8.6	4.2	8.987
682.0	2582.10	8.6	4.2	9.003
681.8	2585.10	8.6	4.1	9.008
681.5	2588.10	8.6	4.1	9.008
681.3	2591.10	8.6	3.9	9.003
681.0	2597.10	8.6	3.8	9.003
680.8	2599.10	8.6	3.7	8.998
680.6	2600.70	8.6	3.7	9.003
680.4	2602.40	8.6	3.6	9.003
680.1	2604.00	8.6	3.5	9.008
679.9	2607.00	8.6	3.4	9.008
679.7	2610.00	8.6	3.4	9.008
679.4	2613.00	8.6	3.4	9.003
679.2	2616.00	8.6	3.4	8.998
679.0	2620.50	8.6	3.4	8.998
678.8	2625.00	8.6	3.4	9.003
678.5	2626.00	8.6	3.4	9.013
678.3	2627.00	8.5	3.4	9.028
678.1	2629.50	8.5	3.5	9.049
677.9	2632.00	8.5	3.5	9.065
677.6	2634.50	8.5	3.5	9.085
677.4	2637.00	8.4	3.4	9.101
677.2	2639.50	8.4	3.4	9.111
677.0	2642.00	8.4	3.5	9.126
676.8	2645.00	8.4	3.5	9.142
676.5	2651.00	8.3	3.4	9.157
676.3	2654.00	8.3	3.4	9.173
676.1	2655.00	8.3	3.4	9.188
675.9	2656.00	8.3	3.4	9.209
675.6	2659.00	8.2	3.4	9.229
675.4	2662.00	8.2	3.4	9.250
675.2	2665.00	8.2	3.3	9.260
674.9	2667.90	8.2	3.3	9.281
674.7	2669.90	8.2	3.3	9.301
674.5	2672.90	8.2	3.2	9.322
674.3	2678.90	8.1	3.2	9.347
674.0	2681.90	8.1	3.2	9.368
673.8	2682.90	8.1	3.2	9.394
673.6	2683.90	8.1	3.1	9.414
673.4	2686.90	8.1	3.2	9.430
673.1	2689.90	8.1	3.1	9.440
672.9	2692.90	8.0	3.1	9.445
672.7	2694.90	8.0	3.1	9.445
672.5	2697.90	8.0	3.1	9.445
672.2	2700.90	8.0	3.1	9.440
672.0	2706.90	7.9	3.1	9.440
671.8	2708.90	7.9	3.0	9.440
671.6	2710.40	7.9	3.0	9.440
671.3	2711.90	7.9	3.0	9.440
671.1	2714.90	7.8	3.0	9.440
670.9	2717.90	7.8	3.0	9.440
670.7	2720.90	7.8	3.0	9.440
670.4	2723.40	7.7	2.9	9.435
670.2	2725.90	7.7	2.9	9.425
670.0	2729.80	7.7	2.9	9.409
669.8	2733.80	7.7	2.9	9.394
669.5	2735.80	7.7	2.9	9.383
669.3	2737.80	7.7	2.9	9.383
669.1	2739.80	7.6	2.9	9.389
668.8	2741.80	7.6	2.8	9.394
668.6	2744.80	7.6	2.8	9.394
668.4	2747.80	7.6	2.8	9.394
668.1	2751.40	7.6	2.8	9.394
667.9	2755.00	7.6	2.7	9.389
667.7	2758.60	7.5	2.7	9.383
667.4	2762.20	7.5	2.7	9.383
667.2	2765.80	7.6	2.6	9.383
666.9	2767.30	7.5	2.6	9.399
666.7	2768.80	7.5	2.6	9.419
666.5	2771.80	7.5	2.5	9.450
666.2	2774.80	7.5	2.5	9.476
666.0	2777.80	7.5	2.5	9.507
665.8	2779.80	7.5	2.4	9.533
665.5	2783.80	7.5	2.4	9.558
665.3	2785.80	7.5	2.4	9.594
665.1	2791.70	7.5	2.4	9.630
664.8	2794.70	7.5	2.4	9.672
664.6	2796.70	7.5	2.3	9.713
664.4	2798.70	7.5	2.3	9.754
664.1	2801.20	7.5	2.2	9.800
663.9	2803.70	7.5	2.1	9.841
663.7	2806.20	7.5	2.1	9.882
663.5	2808.70	7.6	2.0	9.908
663.2	2811.70	7.6	1.9	9.934
663.0	2814.70	7.6	1.9	9.960
662.8	2820.70	7.6	1.9	9.991
662.6	2822.70	7.6	1.8	10.016
662.4	2824.20	7.7	1.6	10.042
662.1	2825.70	7.8	1.4	10.063
661.9	2828.70	7.9	1.2	10.083
661.7	2831.70	7.9	1.2	10.104
661.5	2833.70	7.9	1.1	10.124
661.3	2835.70	7.9	1.1	10.140
661.1	2838.70	7.9	1.1	10.155
660.8	2841.70	7.8	1.0	10.176
660.6	2846.70	7.8	1.0	10.196
660.4	2849.70	7.8	0.9	10.217
660.2	2851.20	7.8	0.8	10.248
660.0	2852.60	7.8	0.7	10.279
659.8	2854.60	7.8	0.7	10.309
659.6	2857.60	7.8	0.6	10.340
659.4	2860.60	7.8	0.6	10.376
659.1	2863.60	7.8	0.5	10.417
658.9	2865.60	7.8	0.4	10.459
658.7	2867.60	7.8	0.4	10.505
658.5	2873.60	7.8	0.4	10.541
658.3	2876.60	7.8	0.3	10.582
658.0	2877.60	7.8	0.2	10.618
657.8	2878.60	7.8	0.1	10.654
657.6	2881.60	7.8	0.1	10.690
657.4	2884.60	7.8	-0.0	10.731
657.1	2888.60	7.9	-0.2	10.762
656.9	2891.60	7.8	-0.2	10.798
656.7	2894.60	7.9	-0.2	10.824
656.4	2897.60	7.9	-0.3	10.844
656.2	2903.60	7.8	-0.3	10.865
656.0	2905.60	7.8	-0.4	10.875
655.7	2907.10	7.8	-0.4	10.880
655.5	2908.60	7.8	-0.4	10.886
655.3	2911.10	7.8	-0.4	10.896
655.1	2913.50	7.8	-0.4	10.906
654.9	2916.50	7.7	-0.5	10.922
654.6	2919.50	7.7	-0.5	10.937
654.4	2922.50	7.7	-0.5	10.953
654.2	2925.50	7.7	-0.5	10.963
654.0	2929.50	7.6	-0.5	10.968
653.8	2933.50	7.6	-0.4	10.963
653.6	2934.50	7.6	-0.4	10.963
653.4	2935.50	7.6	-0.4	10.963
653.1	2938.50	7.5	-0.4	10.958
652.9	2941.50	7.5	-0.5	10.963
652.7	2944.00	7.5	-0.5	10.963
652.5	2946.50	7.5	-0.5	10.973
652.3	2949.00	7.5	-0.5	10.983
652.1	2951.50	7.4	-0.5	10.983
651.9	2956.50	7.4	-0.6	10.983
651.7	2959.50	7.4	-0.6	10.983
651.5	2960.50	7.3	-0.6	10.973
651.3	2961.50	7.3	-0.6	10.958
651.1	2963.50	7.3	-0.7	10.942
650.9	2966.50	7.3	-0.7	10.932
650.8	2968.50	7.2	-0.7	10.917
650.6	2971.50	7.3	-0.7	10.901
650.4	2973.40	7.2	-0.7	10.891
650.2	2976.40	7.2	-0.7	10.880
650.0	2981.40	7.2	-0.8	10.870
649.8	2984.40	7.2	-0.8	10.860
649.6	2985.80	7.2	-0.8	10.844
649.4	2987.10	7.1	-0.8	10.819
649.2	2988.40	7.2	-0.8	10.798
649.0	2990.90	7.2	-0.9	10.767
648.8	2993.40	7.2	-0.9	10.736
648.6	2995.90	7.2	-0.9	10.706
648.4	2998.40	7.3	-1.0	10.680
648.2	3001.90	7.3	-1.0	10.659
648.0	3005.40	7.2	-1.1	10.639
647.8	3006.90	7.2	-1.1	10.623
647.6	3008.40	7.2	-1.1	10.603
647.4	3010.90	7.2	-1.2	10.587
647.2	3013.40	7.2	-1.2	10.572
647.1	3015.40	7.2	-1.2	10.551
646.9	3017.40	7.2	-1.6	10.531
646.7	3020.40	7.2	-1.8	10.505
646.5	3022.40	7.2	-1.8	10.479
646.3	3025.40	7.1	-1.9	10.454
646.1	3030.40	7.1	-2.0	10.428
645.9	3033.30	7.1	-2.1	10.412
645.7	3034.30	7.1	-2.3	10.392
645.4	3035.30	7.1	-2.3	10.371
645.2	3038.30	7.1	-2.4	10.335
645.0	3041.30	7.1	-2.6	10.299
644.8	3043.30	7.1	-2.6	10.253
644.6	3046.30	7.1	-2.7	10.201
644.4	3049.30	7.0	-2.7	10.145
644.1	3052.30	7.0	-2.8	10.078
643.9	3057.30	7.0	-2.9	10.006
643.7	3061.30	7.0	-3.1	9.929
643.5	3062.80	7.0	-3.1	9.857
643.2	3064.30	7.0	-3.2	9.785
643.0	3066.30	7.0	-3.2	9.702
642.8	3069.30	7.0	-3.2	9.615
642.6	3072.30	6.9	-3.4	9.522
642.4	3075.30	7.0	-3.7	9.430
642.1	3078.30	7.0	-3.8	9.327
641.9	3081.30	7.0	-3.9	9.229
641.7	3086.30	7.0	-4.0	9.131
641.5	3088.30	7.0	-4.0	9.039
641.3	3089.30	7.0	-4.2	8.946
641.1	3090.30	7.0	-4.4	8.859
640.9	3093.20	7.0	-4.5	8.776
640.7	3096.20	7.0	-4.5	8.699
640.5	3099.20	7.0	-4.5	8.622
640.3	3101.70	7.0	-4.6	8.540
640.1	3104.20	7.0	-4.7	8.457
640.0	3108.20	6.9	-4.8	8.370
639.8	3112.20	6.9	-4.8	8.288
639.6	3113.70	7.0	-4.9	8.200
639.4	3115.20	7.0	-5.0	8.128
639.2	3116.70	7.0	-5.1	8.061
639.1	3118.20	7.0	-5.2	8.000
638.9	3120.20	7.1	-5.4	7.938
638.7	3122.20	7.1	-5.5	7.876
638.5	3124.70	7.1	-5.6	7.814
638.4	3127.20	7.1	-5.6	7.753
638.2	3129.20	7.1	-5.7	7.691
638.0	3134.20	7.1	-5.7	7.629
637.8	3137.20	7.1	-5.7	7.567
637.6	3138.20	7.1	-5.7	7.511
637.4	3139.20	7.1	-5.8	7.459
637.2	3141.20	7.1	-5.8	7.418
637.0	3144.20	7.0	-5.8	7.372
636.8	3146.20	7.1	-5.8	7.331
636.6	3148.20	7.0	-5.9	7.279
636.4	3151.10	7.0	-5.9	7.228
636.2	3154.10	7.0	-5.9	7.176
636.0	3158.10	7.0	-5.9	7.130
635.8	3162.10	7.0	-5.9	7.089
635.6	3163.60	7.0	-5.9	7.058
635.4	3165.10	7.0	-6.0	7.022
635.2	3168.10	6.9	-6.0	6.991
635.0	3171.10	6.9	-6.0	6.966
634.8	3173.10	6.9	-6.0	6.935
634.6	3175.10	6.9	-6.0	6.909
634.4	3178.10	6.8	-6.0	6.878
634.2	3181.10	6.8	-6.1	6.852
634.0	3184.60	6.8	-6.1	6.827
633.8	3188.10	6.8	-6.1	6.801
633.6	3189.60	6.8	-6.1	6.780
633.4	3191.10	6.7	-6.1	6.760
633.2	3193.60	6.7	-6.1	6.744
633.0	3196.10	6.7	-6.2	6.729
632.8	3199.10	6.7	-6.2	6.713
632.6	3201.10	6.7	-6.2	6.703
632.4	3204.10	6.6	-6.2	6.688
632.2	3207.10	6.6	-6.2	6.672
632.0	3212.00	6.6	-6.2	6.652
631.8	3214.00	6.6	-6.2	6.626
631.6	3215.50	6.5	-6.3	6.600
631.4	3217.00	6.5	-6.3	6.569
631.2	3220.00	6.5	-6.3	6.549
631.0	3222.00	6.5	-6.3	6.533
630.8	3225.00	6.5	-6.3	6.518
630.6	3228.00	6.4	-6.4	6.513
630.4	3230.00	6.4	-6.4	6.497
630.2	3233.00	6.4	-6.4	6.482
630.0	3238.00	6.3	-6.4	6.456
629.8	3240.00	6.3	-6.4	6.436
629.6	3241.50	6.3	-6.5	6.410
629.3	3243.00	6.3	-6.5	6.384
629.1	3246.00	6.3	-6.5	6.374
628.9	3249.00	6.2	-6.6	6.369
628.7	3252.00	6.2	-6.6	6.374
628.5	3254.00	6.2	-6.6	6.384
628.3	3257.00	6.2	-6.6	6.395
628.1	3260.00	6.1	-6.6	6.395
627.9	3265.90	6.1	-6.7	6.384
627.6	3267.90	6.1	-6.7	6.369
627.4	3269.40	6.0	-6.7	6.343
627.2	3270.90	6.0	-6.7	6.317
627.0	3273.40	6.0	-6.7	6.302
626.7	3275.90	6.0	-6.8	6.297
626.5	3278.90	5.9	-6.8	6.292
626.3	3281.90	5.9	-6.8	6.287
626.1	3285.40	5.8	-6.8	6.271
625.8	3288.90	5.8	-6.9	6.235
625.6	3293.40	5.8	-6.9	6.189
625.3	3297.90	5.8	-6.9	6.132
625.1	3299.40	5.8	-7.0	6.070
624.9	3300.90	5.8	-7.1	6.004
624.6	3303.90	5.8	-7.3	5.947
624.4	3306.90	5.8	-7.4	5.901
624.2	3310.40	5.7	-7.4	5.860
623.9	3313.90	5.7	-7.5	5.824
623.7	3316.90	5.7	-7.5	5.787
623.5	3319.90	5.7	-7.6	5.746
623.3	3324.80	5.7	-7.6	5.700
623.0	3327.80	5.6	-7.6	5.649
622.8	3329.30	5.6	-7.6	5.592
622.5	3330.80	5.6	-7.6	5.541
622.3	3333.80	5.5	-7.7	5.489
622.0	3336.80	5.5	-7.7	5.443
621.8	3340.80	5.5	-7.7	5.391
621.5	3343.80	5.5	-7.8	5.345
621.3	3347.80	5.4	-7.9	5.299
621.0	3353.80	5.4	-7.9	5.252
620.7	3359.80	5.4	-7.9	5.201
620.5	3361.30	5.3	-8.0	5.139
620.2	3362.80	5.3	-8.0	5.072
620.0	3366.30	5.3	-8.0	5.006
619.8	3369.80	5.2	-8.0	4.928
619.5	3372.30	5.2	-8.0	4.851
619.3	3374.80	5.2	-8.0	4.774
619.1	3377.20	5.2	-8.1	4.697
618.9	3379.70	5.2	-8.2	4.630
618.7	3383.70	5.2	-8.1	4.563
618.5	3387.70	5.1	-8.2	4.501
618.3	3388.70	5.1	-8.2	4.445
618.1	3389.70	5.1	-8.3	4.383
618.0	3391.70	5.1	-8.5	4.326
617.8	3393.70	5.1	-8.7	4.265
617.6	3396.70	5.1	-8.8	4.213
617.4	3399.70	5.2	-8.9	4.162
617.2	3402.20	5.1	-8.9	4.126
617.0	3404.70	5.1	-8.9	4.090
616.8	3407.70	5.1	-9.0	4.054
616.6	3412.70	5.1	-9.0	4.018
616.5	3414.70	5.0	-9.0	3.982
616.3	3416.20	5.0	-9.0	3.946
616.1	3417.70	5.0	-9.0	3.915
615.9	3419.70	5.0	-9.1	3.884
615.7	3422.00	5.0	-9.1	3.858
615.6	3424.30	5.0	-9.1	3.833
615.4	3426.70	5.0	-9.1	3.812
615.2	3428.70	4.9	-9.2	3.802
615.0	3431.70	4.9	-9.2	3.786
614.8	3435.60	4.9	-9.2	3.776
614.7	3437.60	4.9	-9.2	3.766
614.5	3438.60	4.8	-9.2	3.755
614.3	3439.60	4.8	-9.2	3.750
614.1	3442.60	4.8	-9.2	3.745
613.9	3444.60	4.8	-9.3	3.745
613.8	3447.10	4.8	-9.3	3.745
613.6	3449.60	4.7	-9.3	3.750
613.4	3452.60	4.7	-9.3	3.750
613.2	3455.60	4.7	-9.3	3.750
613.0	3460.60	4.6	-9.3	3.750
612.8	3463.60	4.6	-9.3	3.750
612.6	3465.30	4.6	-9.4	3.745
612.4	3466.90	4.6	-9.4	3.745
612.2	3468.60	4.6	-9.5	3.745
612.1	3470.60	4.6	-9.5	3.745
611.9	3472.60	4.5	-9.5	3.740
611.7	3475.10	4.5	-9.5	3.740
611.5	3477.60	4.5	-9.6	3.730
611.3	3481.60	4.5	-9.6	3.719
611.1	3485.60	4.5	-9.6	3.709
610.9	3487.80	4.4	-9.6	3.699
610.7	3490.00	4.4	-9.6	3.694
610.5	3492.30	4.4	-9.6	3.683
610.3	3494.50	4.3	-9.6	3.678
610.1	3497.50	4.3	-9.7	3.668
609.9	3500.50	4.3	-9.7	3.668
609.7	3502.50	4.3	-9.7	3.668
609.5	3505.50	4.2	-9.7	3.668
609.3	3509.00	4.2	-9.7	3.663
609.1	3512.50	4.2	-9.8	3.663
608.9	3515.50	4.1	-9.8	3.658
608.7	3516.50	4.1	-9.8	3.658
608.5	3517.50	4.1	-9.8	3.658
608.3	3520.50	4.1	-9.9	3.663
608.1	3522.50	4.1	-9.9	3.673
607.9	3525.50	4.0	-9.9	3.689
607.7	3528.50	4.0	-9.9	3.704
607.5	3531.50	4.0	-10.0	3.719
607.3	3534.50	4.0	-10.0	3.740
607.1	3539.50	3.9	-10.0	3.761
606.9	3542.40	3.9	-10.1	3.776
606.7	3543.90	3.9	-10.1	3.797
606.5	3545.40	3.9	-10.2	3.812
606.3	3547.40	3.8	-10.2	3.822
606.1	3549.40	3.8	-10.2	3.843
605.9	3552.40	3.8	-10.2	3.863
605.7	3554.40	3.8	-10.2	3.894
605.5	3557.40	3.8	-10.3	3.920
605.3	3560.40	3.7	-10.3	3.941
605.1	3566.40	3.7	-10.3	3.961
604.9	3568.40	3.7	-10.3	3.987
604.7	3569.90	3.6	-10.3	4.013
604.5	3571.40	3.6	-10.3	4.038
604.3	3574.40	3.6	-10.4	4.054
604.0	3576.40	3.6	-10.3	4.069
603.8	3579.40	3.5	-10.4	4.085
603.6	3582.40	3.5	-10.4	4.100
603.4	3585.40	3.5	-10.4	4.110
603.2	3588.40	3.5	-10.4	4.126
602.9	3594.40	3.4	-10.4	4.136
602.7	3597.30	3.4	-10.4	4.141
602.5	3598.80	3.4	-10.4	4.146
602.2	3600.30	3.4	-10.4	4.157
602.0	3603.30	3.3	-10.5	4.177
601.7	3607.30	3.3	-10.5	4.203
601.5	3611.30	3.2	-10.5	4.229
601.2	3614.30	3.2	-10.5	4.254
601.0	3617.30	3.2	-10.6	4.290
600.7	3621.30	3.2	-10.6	4.342
600.5	3627.30	3.1	-10.6	4.404
600.2	3631.30	3.1	-10.6	4.471
600.0	3632.80	3.1	-10.6	4.543
599.8	3634.30	3.0	-10.6	4.615
599.5	3638.30	3.0	-10.7	4.687
599.3	3641.30	3.0	-10.7	4.748
599.0	3644.30	3.0	-10.7	4.810
598.8	3647.80	3.0	-10.7	4.856
598.5	3651.20	3.0	-10.7	4.892
598.3	3655.70	3.0	-10.7	4.913
598.0	3660.20	3.0	-10.6	4.928
597.8	3663.60	3.0	-10.6	4.934
597.5	3666.90	3.0	-10.6	4.939
597.2	3670.20	2.9	-10.6	4.934
597.0	3673.50	2.9	-10.6	4.923
596.7	3676.90	2.9	-10.6	4.903
596.5	3680.20	2.8	-10.7	4.877
596.2	3683.50	2.8	-10.7	4.841
596.0	3686.80	2.8	-10.7	4.800
595.7	3690.20	2.7	-10.7	4.764
595.4	3695.20	2.7	-10.7	4.738
595.2	3700.20	2.7	-10.7	4.717
594.9	3701.60	2.7	-10.8	4.712
594.7	3703.10	2.6	-10.8	4.717
594.4	3706.10	2.6	-10.8	4.728
594.2	3709.10	2.6	-10.8	4.738
593.9	3712.60	2.5	-10.8	4.748
593.6	3716.10	2.5	-10.9	4.753
593.4	3720.10	2.5	-10.9	4.769
593.1	3724.10	2.4	-10.9	4.789
592.8	3732.10	2.4	-10.9	4.820
592.5	3735.10	2.4	-11.0	4.861
592.3	3737.60	2.3	-11.0	4.903
592.0	3740.10	2.3	-11.0	4.939
591.7	3743.60	2.2	-11.0	4.975
591.4	3747.10	2.2	-11.1	5.000
591.2	3751.10	2.1	-11.1	5.031
590.9	3754.00	2.1	-11.1	5.057
590.7	3758.00	2.1	-11.2	5.088
590.4	3761.00	2.1	-11.2	5.119
590.2	3764.40	2.0	-11.2	5.155
589.9	3767.70	2.0	-11.2	5.201
589.7	3771.00	2.0	-11.3	5.242
589.4	3774.50	1.9	-11.3	5.288
589.2	3778.00	1.9	-11.3	5.330
589.0	3781.00	1.9	-11.3	5.361
588.8	3784.00	1.9	-11.3	5.381
588.5	3786.50	1.9	-11.3	5.402
588.3	3789.00	1.8	-11.3	5.433
588.1	3793.50	1.8	-11.4	5.469
587.8	3798.00	1.7	-11.3	5.515
587.6	3800.00	1.7	-11.3	5.561
587.4	3802.00	1.7	-11.2	5.613
587.1	3805.50	1.6	-11.3	5.659
