P[mb]	z[m]	T[C]	Td[C]	WS[m/s]
873.4	496.60	23.3	14.8	11.127
873.1	499.60	23.3	14.8	11.133
872.8	502.60	23.2	14.7	11.138
872.5	505.60	23.3	14.8	11.143
872.2	509.10	23.2	14.7	11.143
871.9	512.60	23.2	14.8	11.138
871.6	516.10	23.1	14.7	11.127
871.3	519.60	23.1	14.7	11.112
870.9	522.60	23.1	14.7	11.091
870.6	525.60	23.0	14.7	11.071
870.3	528.60	23.0	14.6	11.055
870.0	531.60	23.0	14.6	11.040
869.7	534.60	22.9	14.6	11.030
869.3	537.60	22.9	14.6	11.019
869.0	541.10	22.9	14.6	11.009
868.7	544.60	22.9	14.6	10.994
868.4	547.60	22.8	14.6	10.978
868.1	551.60	22.8	14.5	10.958
867.7	553.60	22.8	14.5	10.937
867.4	556.60	22.7	14.5	10.917
867.1	560.60	22.7	14.5	10.901
866.8	563.60	22.7	14.5	10.896
866.5	566.60	22.7	14.5	10.886
866.2	569.60	22.6	14.5	10.875
865.8	573.60	22.6	14.4	10.860
865.5	576.50	22.6	14.4	10.834
865.2	580.50	22.6	14.4	10.808
864.9	583.50	22.5	14.4	10.793
864.5	587.50	22.4	14.3	10.783
864.2	590.50	22.5	14.4	10.778
863.9	594.50	22.4	14.3	10.783
863.5	597.50	22.4	14.3	10.788
863.2	601.50	22.3	14.3	10.798
862.9	604.50	22.3	14.3	10.803
862.5	608.50	22.3	14.3	10.803
862.2	612.50	22.2	14.2	10.798
861.8	616.50	22.2	14.2	10.798
861.5	619.50	22.2	14.2	10.798
861.1	622.50	22.2	14.2	10.803
860.8	627.50	22.1	14.2	10.814
860.4	631.50	22.1	14.2	10.834
860.1	635.50	22.0	14.1	10.855
859.7	637.50	22.0	14.1	10.870
859.4	640.50	22.0	14.1	10.886
859.1	643.50	22.0	14.0	10.891
858.7	646.50	22.0	14.0	10.901
858.4	649.50	22.0	14.0	10.906
858.1	653.00	22.0	14.0	10.927
857.8	656.50	22.0	14.0	10.953
857.4	659.50	22.0	14.0	10.989
857.1	662.50	22.0	14.0	11.025
856.8	666.50	21.9	13.9	11.066
856.5	670.50	21.9	13.9	11.112
856.1	674.00	21.9	13.9	11.158
855.8	677.50	21.8	13.9	11.215
855.5	681.00	21.8	13.9	11.261
855.1	684.40	21.8	13.8	11.307
854.8	687.40	21.7	13.8	11.354
854.4	690.40	21.7	13.8	11.395
854.1	694.40	21.7	13.8	11.436
853.7	698.40	21.7	13.8	11.477
853.4	703.40	21.6	13.7	11.524
853.0	707.40	21.6	13.7	11.560
852.6	711.40	21.5	13.7	11.596
852.2	715.40	21.5	13.7	11.632
851.9	718.40	21.4	13.6	11.662
851.5	721.40	21.4	13.6	11.688
851.2	725.40	21.4	13.6	11.709
850.8	728.40	21.3	13.6	11.724
850.5	730.90	21.3	13.6	11.734
850.2	733.40	21.2	13.6	11.750
849.9	736.40	21.2	13.6	11.765
849.6	739.40	21.2	13.6	11.770
849.2	742.40	21.2	13.5	11.776
848.9	745.40	21.1	13.5	11.776
848.6	748.40	21.1	13.5	11.776
848.3	751.40	21.1	13.5	11.781
848.0	754.90	21.1	13.5	11.781
847.7	758.40	21.0	13.5	11.781
847.4	761.40	21.0	13.4	11.781
847.1	764.40	21.0	13.5	11.776
846.8	767.40	20.9	13.4	11.765
846.5	770.40	20.9	13.4	11.750
846.1	773.40	20.9	13.4	11.734
845.8	776.40	20.9	13.4	11.719
845.5	779.40	20.8	13.4	11.709
845.2	782.40	20.8	13.4	11.709
844.9	785.40	20.7	13.3	11.719
844.6	788.30	20.7	13.3	11.734
844.3	791.30	20.7	13.3	11.755
843.9	795.30	20.7	13.3	11.770
843.6	800.30	20.6	13.3	11.781
843.3	804.30	20.6	13.2	11.786
842.9	807.30	20.6	13.3	11.786
842.5	811.30	20.7	13.3	11.786
842.2	815.30	20.6	13.2	11.791
841.8	819.30	20.6	13.2	11.806
841.4	824.30	20.6	13.2	11.832
841.0	829.30	20.5	13.1	11.858
840.7	833.30	20.5	13.1	11.879
840.3	837.30	20.4	13.1	11.894
839.9	839.30	20.4	13.1	11.899
839.6	841.30	20.4	13.1	11.894
839.3	844.30	20.3	13.0	11.884
838.9	847.30	20.3	13.0	11.868
838.6	850.30	20.2	13.0	11.848
838.3	853.30	20.2	13.0	11.832
838.0	856.30	20.2	13.0	11.822
837.7	859.30	20.2	12.9	11.817
837.4	862.30	20.2	12.9	11.812
837.1	865.30	20.2	12.9	11.806
836.9	868.30	20.1	12.9	11.796
836.6	871.30	20.1	12.9	11.786
836.3	874.30	20.1	12.9	11.776
836.0	877.30	20.1	12.9	11.765
835.7	880.30	20.1	12.9	11.755
835.4	883.30	20.0	12.8	11.745
835.1	886.30	20.0	12.8	11.740
834.8	889.20	20.0	12.8	11.740
834.5	892.20	20.0	12.8	11.740
834.3	895.20	19.9	12.8	11.740
834.0	898.20	19.9	12.8	11.734
833.7	901.20	19.9	12.7	11.729
833.4	904.20	19.9	12.7	11.724
833.1	906.70	19.8	12.7	11.724
832.9	909.20	19.8	12.7	11.719
832.6	912.20	19.8	12.7	11.719
832.3	915.20	19.8	12.7	11.714
832.0	918.20	19.7	12.7	11.704
831.7	921.20	19.7	12.6	11.693
831.4	924.20	19.7	12.6	11.678
831.1	927.20	19.7	12.7	11.662
830.8	930.20	19.6	12.6	11.647
830.4	933.20	19.6	12.6	11.632
830.1	936.20	19.5	12.5	11.621
829.8	939.70	19.5	12.5	11.616
829.5	943.20	19.5	12.5	11.611
829.2	946.20	19.4	12.5	11.611
828.8	949.20	19.4	12.5	11.606
828.5	951.90	19.4	12.5	11.606
828.2	954.50	19.4	12.5	11.606
827.9	957.20	19.4	12.5	11.611
827.7	960.20	19.4	12.5	11.616
827.4	963.20	19.3	12.4	11.621
827.1	966.20	19.3	12.5	11.632
826.9	969.20	19.3	12.4	11.652
826.6	971.70	19.3	12.5	11.668
826.4	974.20	19.2	12.4	11.688
826.1	976.70	19.2	12.4	11.704
825.9	979.20	19.2	12.4	11.714
825.7	982.20	19.2	12.4	11.729
825.4	985.10	19.2	12.4	11.734
825.2	988.60	19.1	12.4	11.734
824.9	992.10	19.1	12.4	11.729
824.6	995.10	19.1	12.4	11.719
824.3	998.10	19.1	12.3	11.698
824.0	1001.10	19.0	12.3	11.688
823.8	1004.10	19.0	12.3	11.683
823.5	1007.10	19.0	12.3	11.673
823.2	1010.10	18.9	12.3	11.668
822.9	1013.10	18.9	12.2	11.662
822.6	1016.10	18.9	12.2	11.647
822.3	1019.10	18.9	12.2	11.632
822.0	1022.10	18.8	12.3	11.616
821.7	1025.10	18.8	12.2	11.596
821.4	1028.10	18.8	12.2	11.575
821.1	1032.10	18.7	12.2	11.565
820.8	1036.10	18.7	12.2	11.554
820.5	1039.10	18.7	12.2	11.549
820.2	1042.10	18.6	12.1	11.544
819.8	1045.10	18.6	12.1	11.539
819.5	1049.10	18.6	12.1	11.534
819.2	1052.10	18.5	12.0	11.518
818.8	1055.10	18.5	12.1	11.503
818.5	1059.10	18.5	12.0	11.482
818.2	1061.60	18.4	12.0	11.467
817.8	1064.10	18.4	12.0	11.446
817.5	1067.10	18.4	12.0	11.431
817.2	1070.10	18.3	12.0	11.426
816.9	1073.10	18.3	12.0	11.421
816.6	1076.10	18.3	12.0	11.410
816.4	1078.60	18.3	12.0	11.395
816.1	1081.00	18.2	11.9	11.385
815.8	1084.00	18.2	11.9	11.380
815.6	1087.00	18.2	11.9	11.380
815.3	1089.50	18.2	11.9	11.374
815.1	1092.00	18.2	11.9	11.374
814.8	1094.50	18.2	12.0	11.374
814.5	1097.00	18.2	12.0	11.374
814.3	1100.00	18.2	12.0	11.374
814.0	1103.00	18.1	11.9	11.374
813.8	1105.00	18.1	11.9	11.380
813.5	1108.00	18.1	11.9	11.380
813.3	1111.00	18.1	11.9	11.374
813.0	1113.00	18.0	11.9	11.369
812.7	1116.00	18.1	11.9	11.364
812.5	1119.00	18.0	11.8	11.364
812.2	1122.00	17.9	11.8	11.369
811.9	1124.00	17.9	11.8	11.369
811.7	1126.00	17.9	11.8	11.369
811.4	1129.00	17.9	11.8	11.369
811.1	1133.00	17.9	11.8	11.374
810.9	1135.50	17.9	11.8	11.374
810.6	1138.00	17.8	11.8	11.374
810.4	1141.00	17.8	11.8	11.374
810.1	1144.00	17.8	11.8	11.369
809.8	1147.00	17.8	11.8	11.364
809.6	1150.00	17.8	11.8	11.359
809.3	1152.50	17.7	11.7	11.354
809.1	1155.00	17.7	11.8	11.354
808.8	1157.50	17.6	11.7	11.349
808.5	1160.00	17.6	11.7	11.349
808.3	1162.50	17.6	11.7	11.343
808.0	1165.00	17.6	11.7	11.338
807.8	1168.00	17.6	11.7	11.328
807.5	1171.00	17.6	11.7	11.313
807.2	1173.90	17.6	11.7	11.297
807.0	1176.70	17.5	11.7	11.287
806.7	1179.40	17.5	11.6	11.271
806.5	1182.20	17.4	11.6	11.256
806.2	1184.90	17.4	11.6	11.241
806.0	1187.40	17.4	11.6	11.225
805.7	1189.90	17.4	11.6	11.215
805.5	1192.40	17.4	11.6	11.205
805.2	1194.90	17.3	11.6	11.194
805.0	1197.40	17.3	11.6	11.189
804.7	1199.90	17.3	11.6	11.184
804.5	1202.90	17.3	11.6	11.169
804.2	1204.90	17.3	11.6	11.163
804.0	1207.90	17.2	11.5	11.158
803.7	1210.90	17.2	11.5	11.153
803.5	1213.90	17.2	11.5	11.153
803.2	1215.90	17.2	11.5	11.153
803.0	1217.90	17.1	11.5	11.153
802.7	1219.90	17.1	11.4	11.158
802.5	1222.90	17.1	11.5	11.169
802.2	1225.90	17.1	11.5	11.179
801.9	1227.90	17.1	11.5	11.189
801.7	1230.90	17.0	11.5	11.199
801.4	1233.90	17.0	11.5	11.210
801.1	1236.90	17.0	11.5	11.225
800.9	1238.90	17.0	11.4	11.241
800.6	1241.90	16.9	11.4	11.261
800.4	1243.90	16.9	11.4	11.271
800.1	1246.90	16.9	11.4	11.282
799.8	1250.90	16.9	11.4	11.292
799.6	1253.40	16.9	11.4	11.302
799.3	1255.90	16.8	11.4	11.307
799.1	1258.40	16.8	11.3	11.323
798.8	1260.80	16.7	11.3	11.333
798.6	1263.80	16.7	11.3	11.343
798.3	1266.80	16.7	11.3	11.349
798.1	1269.30	16.7	11.4	11.354
797.8	1271.80	16.7	11.4	11.359
797.6	1274.30	16.7	11.4	11.359
797.3	1276.80	16.7	11.3	11.354
797.1	1279.80	16.6	11.3	11.349
796.8	1282.80	16.6	11.3	11.338
796.6	1285.30	16.6	11.3	11.328
796.4	1287.80	16.6	11.3	11.328
796.1	1290.80	16.6	11.3	11.328
795.9	1293.80	16.5	11.3	11.328
795.6	1295.80	16.5	11.3	11.338
795.4	1298.80	16.5	11.3	11.343
795.1	1301.80	16.5	11.3	11.343
794.9	1303.80	16.5	11.3	11.349
794.6	1305.80	16.4	11.2	11.354
794.4	1308.80	16.4	11.2	11.364
794.1	1310.80	16.4	11.2	11.369
793.9	1313.80	16.4	11.2	11.374
793.6	1315.80	16.3	11.2	11.385
793.4	1317.80	16.3	11.2	11.395
793.2	1320.80	16.3	11.2	11.416
792.9	1323.30	16.3	11.2	11.431
792.7	1325.80	16.2	11.1	11.446
792.5	1328.30	16.2	11.2	11.467
792.3	1330.80	16.2	11.1	11.482
792.0	1332.80	16.2	11.1	11.498
791.8	1334.80	16.2	11.1	11.503
791.6	1337.30	16.2	11.1	11.508
791.3	1339.80	16.1	11.1	11.513
791.1	1342.80	16.1	11.1	11.513
790.9	1345.80	16.1	11.1	11.513
790.6	1348.20	16.1	11.1	11.518
790.4	1350.70	16.1	11.1	11.524
790.2	1353.70	16.1	11.1	11.534
789.9	1356.70	16.0	11.1	11.539
789.7	1358.70	16.1	11.1	11.549
789.5	1360.70	16.0	11.1	11.565
789.3	1363.70	16.0	11.1	11.570
789.1	1365.70	16.0	11.1	11.575
788.8	1367.70	16.0	11.1	11.570
788.6	1370.70	16.0	11.1	11.565
788.4	1372.70	15.9	11.0	11.570
788.1	1375.70	15.9	11.1	11.575
787.9	1377.70	15.9	11.0	11.580
787.7	1380.70	15.9	11.1	11.590
787.5	1382.70	15.9	11.0	11.601
787.2	1385.70	15.9	11.0	11.616
787.0	1388.70	15.9	11.1	11.626
786.7	1390.70	15.9	11.0	11.637
786.5	1392.70	15.9	11.1	11.642
786.3	1395.70	15.8	11.0	11.647
786.1	1397.70	15.8	11.0	11.647
785.8	1400.70	15.8	11.0	11.647
785.6	1402.70	15.8	11.0	11.652
785.4	1405.70	15.8	11.0	11.662
785.2	1407.70	15.8	11.0	11.668
784.9	1409.70	15.8	11.0	11.678
784.7	1411.70	15.7	11.0	11.683
784.5	1414.70	15.8	11.0	11.693
784.3	1416.70	15.8	11.0	11.698
784.1	1418.70	15.8	11.0	11.704
783.9	1420.70	15.7	11.0	11.698
783.6	1423.70	15.7	11.0	11.693
783.4	1425.70	15.7	11.0	11.693
783.2	1428.70	15.7	11.0	11.693
783.0	1431.20	15.7	11.0	11.688
782.8	1433.60	15.7	11.0	11.688
782.5	1436.10	15.6	11.0	11.693
782.3	1438.60	15.6	11.0	11.704
782.1	1440.60	15.6	11.0	11.719
781.9	1442.60	15.6	11.0	11.734
781.6	1445.10	15.6	11.0	11.745
781.4	1447.60	15.6	11.0	11.755
781.2	1450.10	15.6	11.0	11.765
781.0	1452.60	15.6	10.9	11.781
780.7	1455.10	15.5	10.9	11.796
780.5	1457.60	15.5	10.9	11.817
780.3	1460.10	15.5	10.9	11.843
780.1	1462.60	15.5	10.9	11.868
779.9	1464.60	15.5	10.9	11.894
779.6	1466.60	15.5	10.9	11.930
779.4	1466.61	15.5	10.9	11.961
779.2	1466.62	15.5	10.9	11.997
779.0	1466.63	15.5	10.9	12.023
778.8	1468.60	15.4	10.9	12.048
778.6	1470.60	15.4	10.9	12.074
778.4	1473.60	15.4	10.9	12.100
778.2	1475.60	15.4	10.9	12.131
778.0	1479.60	15.4	10.9	12.161
777.8	1481.60	15.4	10.8	12.197
777.6	1482.60	15.4	10.8	12.228
777.4	1483.60	15.4	10.8	12.259
777.2	1486.10	15.4	10.8	12.285
777.0	1488.60	15.3	10.8	12.311
776.8	1491.10	15.3	10.8	12.326
776.6	1493.60	15.3	10.8	12.342
776.4	1495.60	15.3	10.8	12.352
776.2	1497.60	15.3	10.8	12.362
775.9	1501.60	15.3	10.8	12.372
775.7	1505.60	15.3	10.8	12.378
775.5	1507.10	15.3	10.7	12.393
775.3	1508.60	15.3	10.7	12.403
775.1	1510.10	15.3	10.7	12.419
774.9	1511.60	15.3	10.7	12.434
774.7	1513.60	15.3	10.7	12.444
774.5	1515.60	15.3	10.7	12.460
774.3	1517.50	15.2	10.7	12.470
774.1	1520.50	15.2	10.7	12.486
773.9	1524.50	15.3	10.7	12.501
773.7	1527.50	15.2	10.7	12.516
773.5	1528.50	15.2	10.7	12.532
773.2	1529.50	15.2	10.6	12.552
773.0	1531.50	15.2	10.6	12.563
772.8	1533.50	15.2	10.6	12.573
772.6	1536.50	15.2	10.6	12.578
772.4	1538.50	15.2	10.6	12.573
772.2	1541.50	15.1	10.6	12.568
772.0	1543.50	15.1	10.6	12.558
771.8	1547.50	15.1	10.6	12.547
771.5	1550.50	15.1	10.6	12.532
771.3	1551.50	15.1	10.5	12.516
771.1	1552.50	15.1	10.5	12.496
770.9	1554.50	15.1	10.5	12.480
770.6	1557.50	15.1	10.5	12.460
770.4	1560.50	15.0	10.5	12.439
770.2	1562.50	15.0	10.5	12.419
770.0	1565.50	15.1	10.5	12.398
769.7	1568.50	15.1	10.5	12.378
769.5	1573.50	15.0	10.5	12.357
769.3	1576.50	15.1	10.5	12.331
769.0	1577.50	15.0	10.4	12.306
768.8	1578.50	15.1	10.4	12.280
768.6	1581.50	15.1	10.4	12.254
768.4	1583.50	15.1	10.4	12.233
768.1	1586.50	15.0	10.4	12.213
767.9	1589.50	15.0	10.4	12.197
767.7	1592.00	15.0	10.4	12.182
767.5	1594.50	15.0	10.3	12.167
767.3	1598.00	15.0	10.3	12.146
767.0	1601.40	15.0	10.3	12.125
766.8	1602.90	14.9	10.3	12.100
766.6	1604.40	14.9	10.3	12.074
766.4	1606.90	14.9	10.2	12.048
766.1	1609.40	14.9	10.2	12.012
765.9	1611.40	14.8	10.2	11.976
765.7	1613.40	14.8	10.2	11.940
765.4	1615.90	14.8	10.2	11.909
765.2	1618.40	14.8	10.2	11.873
764.9	1624.40	14.8	10.1	11.837
764.7	1626.40	14.8	10.1	11.801
764.5	1627.90	14.8	10.1	11.760
764.2	1629.40	14.8	10.1	11.724
764.0	1632.40	14.8	10.1	11.688
763.7	1634.90	14.8	10.1	11.652
763.5	1637.40	14.8	10.1	11.611
763.2	1640.40	14.8	10.1	11.570
763.0	1643.40	14.8	10.1	11.529
762.8	1646.40	14.8	10.0	11.493
762.5	1651.40	14.8	10.0	11.472
762.3	1652.40	14.8	10.0	11.457
762.0	1653.40	14.7	10.0	11.452
761.8	1656.40	14.7	10.0	11.446
761.6	1659.40	14.7	10.0	11.436
761.3	1661.90	14.7	10.0	11.426
761.1	1664.40	14.7	10.0	11.410
760.9	1666.90	14.6	9.9	11.400
760.6	1669.40	14.6	9.9	11.385
760.4	1671.90	14.6	9.9	11.369
760.2	1674.40	14.6	9.9	11.359
760.0	1676.90	14.6	9.9	11.354
759.8	1679.30	14.6	9.9	11.354
759.6	1681.80	14.6	9.9	11.359
759.3	1684.30	14.6	9.9	11.364
759.1	1686.80	14.6	9.9	11.364
758.9	1689.30	14.6	9.9	11.364
758.7	1691.30	14.6	9.8	11.364
758.5	1693.30	14.6	9.9	11.359
758.3	1696.30	14.6	9.9	11.354
758.1	1700.30	14.6	9.9	11.338
757.8	1703.30	14.5	9.8	11.328
757.6	1704.30	14.5	9.8	11.307
757.4	1705.30	14.5	9.8	11.302
757.2	1708.30	14.5	9.8	11.297
757.0	1710.30	14.4	9.8	11.297
756.7	1712.30	14.4	9.8	11.302
756.5	1715.30	14.4	9.8	11.307
756.3	1717.30	14.4	9.8	11.313
756.1	1720.30	14.4	9.8	11.313
755.8	1724.30	14.4	9.8	11.313
755.6	1727.30	14.3	9.7	11.313
755.4	1728.30	14.3	9.7	11.307
755.2	1729.30	14.3	9.7	11.307
755.0	1732.30	14.2	9.7	11.307
754.7	1735.30	14.3	9.7	11.313
754.5	1737.30	14.3	9.6	11.328
754.3	1739.30	14.2	9.6	11.343
754.1	1742.30	14.2	9.6	11.359
753.9	1744.30	14.2	9.6	11.380
753.6	1749.30	14.2	9.6	11.400
753.4	1752.30	14.2	9.6	11.410
753.2	1753.80	14.2	9.6	11.416
753.0	1755.30	14.2	9.6	11.416
752.8	1757.20	14.1	9.6	11.416
752.6	1759.70	14.1	9.5	11.410
752.4	1762.20	14.1	9.5	11.405
752.1	1764.20	14.1	9.5	11.400
751.9	1766.20	14.0	9.5	11.395
751.7	1770.20	14.0	9.5	11.395
751.5	1774.20	14.0	9.5	11.395
751.3	1775.70	14.0	9.5	11.390
751.0	1777.20	14.0	9.5	11.380
750.8	1778.70	13.9	9.5	11.364
750.6	1780.20	13.9	9.5	11.343
750.4	1783.20	13.9	9.5	11.318
750.1	1786.20	13.9	9.5	11.292
749.9	1788.70	13.8	9.4	11.271
749.7	1791.20	13.8	9.4	11.256
749.4	1794.70	13.8	9.4	11.246
749.2	1798.20	13.8	9.4	11.235
749.0	1801.20	13.7	9.4	11.225
748.7	1802.20	13.7	9.4	11.215
748.5	1803.20	13.7	9.4	11.199
748.3	1806.20	13.7	9.4	11.184
748.0	1809.20	13.7	9.4	11.169
747.8	1811.20	13.6	9.4	11.158
747.6	1813.20	13.6	9.4	11.153
747.4	1816.20	13.6	9.4	11.153
747.1	1819.20	13.6	9.4	11.153
746.9	1824.20	13.5	9.3	11.158
746.7	1827.20	13.5	9.4	11.163
746.5	1828.20	13.5	9.3	11.163
746.2	1829.20	13.5	9.3	11.158
746.0	1831.70	13.5	9.3	11.158
745.8	1834.10	13.4	9.3	11.158
745.5	1836.60	13.4	9.3	11.163
745.3	1839.10	13.4	9.3	11.169
745.1	1841.60	13.4	9.3	11.174
744.8	1844.10	13.4	9.3	11.179
744.6	1848.10	13.3	9.3	11.179
744.3	1852.10	13.3	9.3	11.184
744.1	1853.60	13.3	9.3	11.184
743.8	1855.10	13.3	9.3	11.184
743.6	1858.10	13.3	9.3	11.179
743.4	1861.10	13.2	9.3	11.169
743.1	1864.10	13.2	9.3	11.158
742.9	1867.10	13.2	9.3	11.148
742.6	1870.10	13.2	9.3	11.127
742.4	1872.10	13.2	9.3	11.107
742.1	1878.10	13.2	9.3	11.086
741.9	1881.10	13.1	9.3	11.061
741.6	1882.10	13.1	9.3	11.035
741.4	1883.10	13.1	9.3	11.019
741.1	1886.10	13.1	9.3	11.009
740.9	1889.10	13.1	9.3	11.004
740.6	1892.10	13.1	9.2	10.989
740.4	1895.10	13.1	9.2	10.973
740.1	1897.10	13.0	9.2	10.953
739.9	1900.10	13.0	9.2	10.932
739.6	1906.10	13.0	9.2	10.917
739.4	1909.10	13.0	9.1	10.896
739.1	1910.00	12.9	9.1	10.880
738.9	1911.00	12.9	9.1	10.870
738.6	1914.00	12.9	9.1	10.870
738.4	1917.00	12.9	9.1	10.875
738.2	1919.00	12.9	9.1	10.880
737.9	1922.00	12.9	9.1	10.880
737.7	1925.00	12.9	9.1	10.875
737.5	1929.50	12.8	9.1	10.870
737.2	1934.00	12.8	9.0	10.855
737.0	1936.00	12.8	9.0	10.834
736.8	1938.00	12.8	9.0	10.819
736.5	1940.00	12.8	9.0	10.798
736.3	1942.00	12.7	9.0	10.783
736.1	1944.50	12.7	9.0	10.767
735.8	1947.00	12.7	9.0	10.757
735.6	1950.00	12.7	8.9	10.742
735.4	1953.00	12.7	8.9	10.731
735.1	1956.00	12.7	8.9	10.716
734.9	1960.00	12.7	8.9	10.695
734.6	1964.00	12.6	8.9	10.675
734.4	1965.50	12.6	8.9	10.644
734.1	1967.00	12.6	8.8	10.613
733.9	1970.00	12.6	8.8	10.577
