P[mb]	z[m]	T[C]	Td[C]	WS[m/s]
177.5	12301.60	-61.8	-67.7	25.033
177.3	12304.10	-61.8	-67.7	25.053
177.1	12309.10	-61.8	-67.7	25.064
177.0	12314.10	-61.8	-67.7	25.074
176.8	12320.50	-61.8	-67.8	25.074
176.6	12327.00	-61.9	-67.8	25.069
176.5	12332.00	-61.9	-67.9	25.069
176.3	12337.00	-62.0	-67.9	25.074
176.1	12342.40	-62.1	-68.0	25.079
176.0	12347.90	-62.1	-68.0	25.095
175.8	12353.90	-62.2	-68.1	25.115
175.7	12359.90	-62.2	-68.1	25.136
175.5	12365.80	-62.2	-68.2	25.146
175.4	12370.80	-62.3	-68.2	25.146
175.2	12378.80	-62.3	-68.3	25.136
175.1	12386.70	-62.4	-68.3	25.120
174.9	12390.70	-62.5	-68.4	25.105
174.8	12394.70	-62.5	-68.4	25.095
174.6	12399.20	-62.6	-68.5	25.095
174.5	12403.70	-62.6	-68.6	25.100
174.4	12407.60	-62.6	-68.5	25.110
174.2	12411.60	-62.6	-68.6	25.120
174.1	12415.60	-62.7	-68.6	25.125
174.0	12419.60	-62.7	-68.6	25.125
173.9	12423.60	-62.7	-68.7	25.115
173.7	12427.50	-62.8	-68.7	25.100
173.6	12432.50	-62.8	-68.7	25.074
173.5	12436.50	-62.8	-68.7	25.048
173.4	12439.50	-62.9	-68.8	25.033
173.3	12443.50	-62.9	-68.8	25.017
173.2	12447.40	-62.9	-68.8	25.007
173.0	12451.40	-62.9	-68.9	24.992
172.9	12456.40	-63.0	-68.9	24.976
172.8	12460.40	-63.0	-68.9	24.961
172.7	12464.40	-63.0	-69.0	24.935
172.6	12468.40	-63.0	-69.0	24.909
172.5	12472.30	-63.0	-69.0	24.884
172.4	12476.30	-63.1	-69.1	24.853
172.2	12481.30	-63.1	-69.1	24.827
172.1	12486.30	-63.1	-69.0	24.812
172.0	12490.20	-63.1	-69.1	24.806
171.9	12494.20	-63.1	-69.1	24.827
171.8	12498.20	-63.2	-69.1	24.863
171.7	12502.20	-63.2	-69.1	24.909
171.5	12507.20	-63.2	-69.1	24.961
171.4	12511.20	-63.0	-69.0	25.012
171.3	12514.10	-62.8	-68.8	25.064
171.2	12518.10	-62.5	-68.6	25.110
171.1	12522.10	-62.3	-68.4	25.156
171.0	12527.10	-62.2	-68.3	25.223
170.9	12532.10	-62.0	-68.1	25.316
170.7	12536.00	-62.0	-68.1	25.429
170.6	12540.00	-61.9	-68.1	25.578
170.5	12544.00	-61.9	-68.0	25.743
170.4	12548.00	-61.7	-67.9	25.923
170.3	12552.00	-61.6	-67.8	26.108
170.1	12557.90	-61.4	-67.6	26.283
170.0	12563.90	-61.1	-67.3	26.448
169.9	12570.90	-61.0	-67.3	26.607
169.7	12576.80	-60.9	-67.2	26.767
169.6	12581.80	-60.9	-67.1	26.931
169.4	12584.80	-60.9	-67.1	27.111
169.3	12588.80	-60.8	-67.1	27.307
169.2	12593.80	-60.7	-67.0	27.512
169.0	12599.20	-60.5	-66.8	27.713
168.9	12604.70	-60.4	-66.7	27.898
168.8	12608.70	-60.1	-66.4	28.073
168.7	12611.70	-59.9	-66.2	28.233
168.5	12615.70	-59.8	-66.1	28.377
168.4	12620.60	-59.6	-66.0	28.505
168.3	12624.10	-59.5	-65.8	28.619
168.2	12627.60	-59.3	-65.7	28.727
168.1	12632.60	-59.2	-65.6	28.835
168.0	12636.60	-59.1	-65.5	28.937
167.9	12640.50	-59.0	-65.4	29.035
167.7	12644.50	-59.0	-65.4	29.169
167.6	12649.50	-59.0	-65.3	29.385
167.5	12654.50	-58.9	-65.3	29.509
167.4	12658.50	-58.8	-65.2	29.591
167.3	12662.40	-58.9	-65.2	29.632
167.2	12666.40	-58.9	-65.2	29.653
167.1	12670.40	-58.9	-65.2	29.658
167.0	12674.40	-58.9	-65.2	29.658
166.9	12678.40	-58.9	-65.2	29.668
166.7	12682.30	-58.9	-65.2	29.689
166.6	12686.30	-58.9	-65.2	29.714
166.5	12689.80	-59.0	-65.3	29.740
166.4	12693.30	-59.0	-65.3	29.755
166.3	12698.80	-59.0	-65.3	29.755
166.2	12704.20	-59.0	-65.3	29.735
166.0	12711.20	-59.0	-65.3	29.653
165.9	12718.20	-59.0	-65.3	29.472
165.8	12724.10	-59.0	-65.3	29.370
165.6	12730.10	-59.0	-65.3	29.303
165.5	12736.10	-59.0	-65.3	29.267
165.3	12742.10	-58.9	-65.2	29.241
165.1	12749.00	-58.7	-65.0	29.226
165.0	12756.50	-58.4	-64.8	29.200
164.8	12764.00	-58.4	-64.7	29.148
164.6	12771.90	-58.5	-64.8	29.066
164.4	12779.90	-58.4	-64.8	28.963
164.2	12788.80	-58.5	-64.8	28.850
164.0	12797.80	-58.5	-64.9	28.742
163.9	12804.80	-58.6	-64.9	28.649
163.7	12810.70	-58.7	-65.0	28.567
163.5	12816.70	-58.8	-65.1	28.495
163.3	12824.70	-58.9	-65.2	28.428
163.1	12831.60	-58.9	-65.2	28.361
162.9	12838.30	-59.0	-65.3	28.284
162.7	12844.90	-59.1	-65.4	28.192
162.6	12851.50	-59.2	-65.5	28.099
162.4	12859.50	-59.4	-65.7	28.006
162.2	12866.50	-59.4	-65.6	27.919
162.0	12873.40	-59.4	-65.6	27.842
161.8	12879.40	-59.4	-65.6	27.775
161.7	12885.40	-59.4	-65.7	27.703
161.5	12891.30	-59.5	-65.7	27.620
161.3	12898.30	-59.5	-65.8	27.528
161.2	12904.30	-59.6	-65.9	27.420
161.0	12908.30	-59.7	-65.9	27.307
160.8	12912.20	-59.8	-66.0	27.199
160.7	12918.20	-59.8	-66.1	27.091
160.6	12923.20	-59.9	-66.1	26.998
160.4	12928.20	-60.0	-66.2	26.911
160.3	12933.10	-60.0	-66.2	26.833
160.2	12937.10	-60.0	-66.2	26.741
160.0	12942.10	-60.0	-66.2	26.643
159.9	12946.10	-59.9	-66.2	26.525
159.8	12951.10	-59.9	-66.1	26.391
159.7	12956.00	-59.9	-66.2	26.247
159.5	12961.00	-60.0	-66.2	26.098
159.4	12967.00	-60.0	-66.2	25.959
159.3	12972.00	-60.1	-66.3	25.830
159.2	12976.90	-60.1	-66.3	25.717
159.1	12978.90	-60.0	-66.3	25.630
159.0	12979.90	-60.0	-66.2	25.563
158.8	12980.90	-60.0	-66.2	25.491
158.7	12984.90	-60.0	-66.3	25.414
158.6	12988.90	-60.0	-66.2	25.326
158.5	12992.90	-60.0	-66.2	25.239
158.4	12997.80	-59.9	-66.2	25.146
158.4	13001.80	-59.9	-66.2	25.059
158.3	13005.80	-60.0	-66.2	24.981
158.2	13009.80	-60.1	-66.3	24.925
158.1	13014.80	-60.1	-66.3	24.889
158.0	13018.70	-60.1	-66.3	24.868
157.9	13022.70	-60.0	-66.3	24.858
157.8	13026.70	-60.0	-66.3	24.858
157.7	13030.70	-60.1	-66.3	24.853
157.6	13033.70	-60.2	-66.4	24.843
157.5	13036.60	-60.2	-66.5	24.817
157.4	13039.60	-60.2	-66.5	24.791
157.3	13042.60	-60.3	-66.5	24.765
157.2	13045.10	-60.3	-66.6	24.750
157.1	13047.60	-60.4	-66.6	24.740
157.1	13050.10	-60.4	-66.6	24.750
157.0	13052.60	-60.3	-66.6	24.776
156.9	13056.00	-60.3	-66.5	24.817
156.8	13059.50	-60.2	-66.5	24.868
156.8	13063.50	-60.1	-66.4	24.930
156.7	13066.50	-60.1	-66.4	25.002
156.6	13069.50	-60.1	-66.4	25.079
156.5	13071.50	-60.1	-66.4	25.156
156.5	13074.50	-60.1	-66.4	25.233
156.4	13078.40	-60.2	-66.4	25.306
156.3	13081.40	-60.2	-66.5	25.383
156.2	13084.40	-60.2	-66.5	25.460
156.1	13088.40	-60.3	-66.6	25.547
156.1	13092.40	-60.3	-66.5	25.635
156.0	13095.40	-60.3	-66.5	25.732
155.9	13099.30	-60.2	-66.5	25.841
155.8	13103.30	-60.2	-66.5	25.954
155.7	13107.30	-60.1	-66.4	26.062
155.6	13111.30	-60.1	-66.4	26.159
155.5	13114.30	-60.2	-66.4	26.252
155.4	13118.20	-60.2	-66.5	26.340
155.3	13122.20	-60.2	-66.5	26.417
155.3	13126.20	-60.2	-66.5	26.499
155.2	13130.20	-60.2	-66.5	26.586
155.1	13134.20	-60.3	-66.5	26.679
155.0	13138.10	-60.3	-66.6	26.777
154.9	13142.10	-60.4	-66.6	26.880
154.8	13145.10	-60.4	-66.6	26.977
154.7	13149.10	-60.4	-66.6	27.070
154.6	13153.10	-60.4	-66.7	27.142
154.5	13156.10	-60.4	-66.7	27.204
154.4	13159.00	-60.4	-66.7	27.255
154.3	13163.00	-60.4	-66.7	27.312
154.2	13166.50	-60.4	-66.7	27.368
154.1	13170.00	-60.4	-66.7	27.430
154.0	13173.50	-60.4	-66.6	27.497
154.0	13177.00	-60.3	-66.6	27.569
153.9	13180.90	-60.3	-66.6	27.636
153.8	13184.90	-60.3	-66.6	27.698
153.7	13188.40	-60.3	-66.6	27.744
153.6	13191.90	-60.4	-66.6	27.775
153.5	13195.90	-60.3	-66.6	27.801
153.4	13199.80	-60.3	-66.6	27.821
153.3	13203.80	-60.3	-66.5	27.842
153.2	13207.80	-60.2	-66.5	27.862
153.1	13211.80	-60.2	-66.5	27.893
153.0	13215.80	-60.2	-66.5	27.929
153.0	13219.80	-60.1	-66.4	27.965
152.9	13223.70	-60.1	-66.4	27.996
152.8	13226.70	-60.1	-66.4	28.022
152.7	13230.70	-60.0	-66.3	28.042
152.6	13234.70	-59.9	-66.3	28.047
152.5	13238.70	-59.9	-66.2	28.047
152.4	13243.60	-59.9	-66.2	28.042
152.3	13247.60	-59.9	-66.2	28.047
152.1	13251.60	-60.0	-66.2	28.058
152.0	13255.60	-59.9	-66.2	28.078
151.9	13259.60	-59.9	-66.2	28.109
151.8	13263.50	-59.9	-66.2	28.150
151.7	13268.00	-59.9	-66.2	28.197
151.6	13272.50	-59.9	-66.2	28.248
151.5	13277.00	-60.0	-66.3	28.294
151.4	13281.40	-60.0	-66.3	28.341
151.3	13286.40	-60.0	-66.3	28.382
151.2	13291.40	-60.0	-66.3	28.428
151.1	13295.90	-60.0	-66.3	28.480
151.0	13300.40	-60.0	-66.3	28.536
150.9	13305.30	-60.1	-66.4	28.598
150.8	13310.30	-60.1	-66.4	28.665
150.7	13314.30	-60.1	-66.4	28.737
150.6	13318.30	-60.2	-66.5	28.814
150.5	13323.20	-60.2	-66.5	28.891
150.4	13328.20	-60.3	-66.5	28.958
150.2	13333.20	-60.3	-66.6	29.020
150.1	13338.20	-60.4	-66.6	29.076
150.0	13343.10	-60.4	-66.7	29.123
149.9	13348.10	-60.4	-66.7	29.164
149.8	13353.10	-60.5	-66.8	29.272
149.7	13357.60	-60.5	-66.8	29.498
149.6	13362.00	-60.6	-66.8	29.781
149.5	13366.40	-60.6	-66.9	30.069
149.3	13370.70	-60.6	-66.9	30.352
149.2	13375.00	-60.7	-66.9	30.630
149.1	13380.00	-60.7	-66.9	30.898
149.0	13384.90	-60.8	-67.0	31.150
148.9	13388.90	-60.8	-67.0	31.381
148.8	13393.90	-60.8	-67.0	31.597
148.7	13397.90	-60.8	-67.0	31.803
148.6	13401.90	-60.8	-67.0	31.993
148.5	13406.80	-60.8	-67.1	32.184
148.3	13411.80	-60.8	-67.1	32.369
148.2	13416.80	-60.9	-67.1	32.554
148.1	13421.80	-60.9	-67.1	32.683
148.0	13426.70	-60.9	-67.2	32.688
147.9	13431.20	-60.9	-67.2	32.631
147.7	13435.70	-61.1	-67.3	32.569
147.6	13440.20	-61.1	-67.4	32.492
147.5	13444.60	-61.2	-67.4	32.410
147.4	13448.60	-61.2	-67.4	32.317
147.2	13452.60	-61.3	-67.5	32.230
147.1	13456.60	-61.3	-67.5	32.142
147.0	13460.60	-61.3	-67.5	32.055
146.9	13464.50	-61.4	-67.6	31.978
146.8	13468.50	-61.4	-67.6	31.911
146.7	13473.00	-61.4	-67.6	31.854
146.6	13477.50	-61.4	-67.7	31.798
146.5	13481.50	-61.5	-67.7	31.746
146.4	13485.40	-61.5	-67.8	31.679
146.3	13489.90	-61.6	-67.8	31.607
146.2	13494.40	-61.6	-67.8	31.530
146.1	13498.40	-61.6	-67.9	31.448
146.0	13502.30	-61.7	-67.9	31.371
145.9	13506.30	-61.7	-68.0	31.299
145.8	13511.30	-61.7	-68.0	31.242
145.7	13516.30	-61.8	-68.0	31.196
145.6	13520.30	-61.9	-68.1	31.160
145.5	13525.20	-61.9	-68.1	31.134
145.4	13529.20	-61.9	-68.1	31.108
145.3	13534.20	-62.0	-68.2	31.078
145.2	13539.20	-62.0	-68.2	31.042
145.1	13543.10	-62.0	-68.3	31.000
145.0	13547.10	-62.1	-68.3	30.954
144.9	13552.10	-62.1	-68.3	30.913
144.7	13556.60	-62.2	-68.4	30.877
144.6	13561.10	-62.2	-68.4	30.856
144.5	13565.50	-62.2	-68.4	30.836
144.4	13570.00	-62.3	-68.5	30.831
144.3	13574.50	-62.3	-68.5	30.820
144.2	13579.00	-62.4	-68.6	30.810
144.1	13583.40	-62.4	-68.6	30.795
144.0	13587.90	-62.5	-68.7	30.774
143.9	13592.40	-62.5	-68.7	30.753
143.8	13596.90	-62.6	-68.7	30.733
143.7	13600.90	-62.6	-68.8	30.723
143.6	13604.80	-62.6	-68.8	30.717
143.5	13609.80	-62.7	-68.9	30.728
143.4	13614.80	-62.7	-68.9	30.759
143.3	13619.80	-62.8	-69.0	30.810
143.2	13623.70	-62.8	-69.0	30.872
143.1	13628.70	-62.9	-69.1	30.944
142.9	13633.70	-62.9	-69.1	31.011
142.8	13638.70	-63.0	-69.2	31.088
142.7	13643.10	-63.0	-69.2	31.175
142.6	13647.60	-63.0	-69.2	31.263
142.5	13652.60	-63.1	-69.3	31.361
142.4	13656.60	-63.1	-69.3	31.474
142.3	13660.60	-63.2	-69.3	31.587
142.2	13665.50	-63.2	-69.3	31.705
142.1	13670.50	-63.3	-69.4	31.829
142.0	13674.50	-63.3	-69.5	31.957
141.9	13679.50	-63.3	-69.5	32.076
141.8	13684.40	-63.4	-69.5	32.189
141.7	13688.40	-63.4	-69.6	32.276
141.6	13692.40	-63.5	-69.6	32.359
141.5	13696.40	-63.5	-69.6	32.436
141.3	13701.30	-63.5	-69.7	32.508
141.2	13706.30	-63.5	-69.7	32.585
141.2	13710.30	-63.6	-69.8	32.657
141.1	13714.30	-63.6	-69.8	32.729
141.0	13717.30	-63.7	-69.8	32.801
140.9	13721.20	-63.7	-69.8	32.863
140.8	13724.20	-63.7	-69.9	32.924
140.7	13728.20	-63.8	-70.0	32.991
140.6	13731.20	-63.9	-70.0	33.053
140.5	13734.20	-63.9	-70.1	33.104
140.4	13738.20	-63.9	-70.1	33.161
140.3	13741.10	-63.9	-70.1	33.218
140.3	13745.10	-63.9	-70.1	33.274
140.2	13748.10	-63.9	-70.1	33.331
140.1	13751.10	-63.9	-70.1	33.398
140.0	13754.10	-64.0	-70.1	33.459
140.0	13757.10	-64.0	-70.1	33.521
139.9	13760.00	-64.0	-70.1	33.578
139.8	13763.00	-64.0	-70.1	33.634
139.8	13766.00	-64.0	-70.2	33.696
139.7	13770.00	-64.0	-70.2	33.758
139.6	13773.00	-64.0	-70.2	33.820
139.5	13776.00	-64.0	-70.2	33.886
139.5	13779.00	-64.0	-70.2	33.953
139.4	13781.90	-64.0	-70.2	34.030
139.3	13785.90	-64.0	-70.2	34.108
139.2	13789.90	-64.1	-70.3	34.180
139.2	13793.90	-64.0	-70.2	34.257
139.1	13796.90	-64.1	-70.3	34.339
139.0	13800.80	-64.0	-70.2	34.416
138.9	13803.80	-64.1	-70.3	34.499
138.9	13807.80	-64.1	-70.3	34.581
138.8	13811.80	-64.1	-70.3	34.663
138.7	13813.80	-64.1	-70.3	34.751
138.6	13816.80	-64.1	-70.3	34.833
138.6	13819.70	-64.2	-70.4	34.915
138.5	13822.70	-64.2	-70.4	34.987
138.4	13825.70	-64.2	-70.4	35.054
138.3	13828.70	-64.2	-70.4	35.121
138.3	13831.70	-64.2	-70.4	35.183
138.2	13834.70	-64.2	-70.4	35.250
138.1	13837.70	-64.2	-70.4	35.322
138.1	13840.60	-64.2	-70.4	35.389
138.0	13843.10	-64.2	-70.5	35.461
137.9	13845.60	-64.2	-70.4	35.522
137.9	13848.10	-64.2	-70.4	35.584
137.8	13850.60	-64.2	-70.4	35.651
137.7	13853.10	-64.2	-70.4	35.713
137.7	13855.60	-64.2	-70.4	35.774
137.6	13858.50	-64.2	-70.5	35.836
137.5	13861.50	-64.2	-70.4	35.908
137.5	13864.50	-64.2	-70.4	35.991
137.4	13867.50	-64.2	-70.4	36.073
137.3	13870.50	-64.2	-70.4	36.155
137.3	13872.50	-64.2	-70.4	36.232
137.2	13875.50	-64.2	-70.4	36.299
137.2	13878.40	-64.2	-70.4	36.361
137.1	13881.40	-64.2	-70.4	36.412
137.0	13884.40	-64.2	-70.4	36.469
137.0	13887.10	-64.2	-70.4	36.526
136.9	13889.70	-64.2	-70.4	36.587
136.9	13892.40	-64.2	-70.5	36.649
136.8	13895.40	-64.2	-70.5	36.721
136.7	13898.30	-64.3	-70.5	36.778
136.7	13901.30	-64.3	-70.6	36.834
136.6	13903.30	-64.3	-70.6	36.875
136.5	13906.30	-64.4	-70.6	36.911
136.5	13909.30	-64.4	-70.6	36.932
136.4	13911.30	-64.4	-70.6	36.953
136.3	13914.30	-64.4	-70.6	36.963
136.3	13917.20	-64.4	-70.6	36.978
136.2	13920.20	-64.3	-70.6	36.989
136.2	13923.20	-64.3	-70.6	36.999
136.1	13925.20	-64.3	-70.6	37.004
136.0	13928.20	-64.3	-70.5	37.004
136.0	13931.20	-64.3	-70.6	36.989
135.9	13934.20	-64.3	-70.6	36.968
135.8	13937.10	-64.3	-70.6	36.937
135.8	13939.10	-64.4	-70.6	36.901
135.7	13942.10	-64.4	-70.6	36.870
135.6	13945.10	-64.4	-70.6	36.839
135.6	13948.10	-64.4	-70.6	36.808
135.5	13951.10	-64.4	-70.7	36.783
135.4	13954.10	-64.4	-70.6	36.757
135.4	13958.00	-64.4	-70.6	36.742
135.3	13961.00	-64.4	-70.7	36.716
135.3	13964.00	-64.4	-70.6	36.690
135.2	13967.00	-64.4	-70.6	36.659
135.1	13970.00	-64.3	-70.6	36.623
135.1	13973.00	-64.3	-70.6	36.592
135.0	13974.90	-64.3	-70.6	36.562
134.9	13977.90	-64.3	-70.6	36.526
134.9	13981.90	-64.3	-70.6	36.495
134.8	13984.60	-64.3	-70.6	36.464
134.7	13987.20	-64.3	-70.6	36.433
134.7	13989.90	-64.3	-70.6	36.407
134.6	13992.90	-64.3	-70.6	36.376
134.5	13996.30	-64.3	-70.6	36.345
134.5	13999.80	-64.4	-70.7	36.309
134.4	14002.80	-64.4	-70.6	36.268
134.3	14005.80	-64.4	-70.7	36.237
134.3	14008.80	-64.4	-70.7	36.207
134.2	14011.80	-64.5	-70.7	36.181
134.1	14014.70	-64.5	-70.7	36.155
134.1	14017.70	-64.5	-70.7	36.129
134.0	14020.70	-64.5	-70.8	36.114
133.9	14023.70	-64.5	-70.8	36.104
133.8	14026.70	-64.5	-70.7	36.093
133.8	14029.70	-64.5	-70.8	36.083
133.7	14032.90	-64.5	-70.7	36.078
133.7	14036.10	-64.5	-70.7	36.068
133.6	14039.40	-64.5	-70.7	36.063
133.5	14042.60	-64.5	-70.7	36.057
133.4	14045.60	-64.5	-70.7	36.052
133.4	14048.60	-64.5	-70.8	36.047
133.3	14052.10	-64.5	-70.8	36.042
133.2	14055.50	-64.6	-70.8	36.032
133.2	14058.80	-64.6	-70.8	36.027
133.1	14062.20	-64.6	-70.8	36.021
133.0	14065.50	-64.6	-70.9	36.011
132.9	14069.00	-64.7	-70.9	35.996
132.8	14072.40	-64.7	-70.9	35.980
132.8	14075.40	-64.7	-71.0	35.960
132.7	14079.40	-64.8	-71.0	35.934
132.6	14082.40	-64.8	-71.0	35.908
132.6	14085.40	-64.8	-71.0	35.888
132.5	14088.90	-64.8	-71.0	35.867
132.4	14092.30	-64.8	-71.1	35.852
132.3	14095.80	-64.9	-71.1	35.836
132.3	14099.30	-64.9	-71.1	35.821
132.2	14102.80	-64.9	-71.1	35.800
132.1	14106.30	-64.9	-71.1	35.780
132.0	14109.30	-64.9	-71.1	35.759
132.0	14113.20	-64.9	-71.1	35.733
131.9	14116.70	-64.9	-71.1	35.713
131.8	14120.20	-64.9	-71.1	35.687
131.7	14123.20	-64.9	-71.2	35.666
131.7	14127.20	-64.9	-71.2	35.646
131.6	14129.50	-64.9	-71.2	35.630
131.5	14131.80	-65.0	-71.2	35.620
131.5	14134.10	-65.0	-71.2	35.615
131.4	14139.10	-65.0	-71.2	35.605
131.3	14144.10	-65.0	-71.3	35.589
131.3	14147.60	-65.0	-71.3	35.574
131.2	14151.00	-65.0	-71.3	35.558
131.2	14155.00	-65.0	-71.3	35.543
131.1	14159.00	-65.1	-71.3	35.533
131.0	14162.50	-65.1	-71.3	35.522
130.9	14166.00	-65.1	-71.4	35.522
130.9	14169.70	-65.2	-71.4	35.528
130.8	14173.40	-65.2	-71.4	35.538
130.7	14177.20	-65.2	-71.5	35.558
130.6	14180.90	-65.2	-71.5	35.579
130.5	14184.60	-65.2	-71.5	35.600
130.5	14188.30	-65.3	-71.5	35.610
130.4	14192.10	-65.3	-71.5	35.620
130.3	14195.80	-65.2	-71.5	35.630
130.2	14198.80	-65.3	-71.5	35.636
130.2	14202.80	-65.3	-71.5	35.646
130.1	14206.70	-65.3	-71.5	35.666
130.0	14210.40	-65.3	-71.5	35.692
129.9	14214.00	-65.3	-71.5	35.723
129.9	14217.70	-65.3	-71.5	35.759
129.8	14221.70	-65.2	-71.5	35.795
129.7	14225.60	-65.3	-71.5	35.826
129.6	14228.60	-65.3	-71.5	35.857
129.6	14232.60	-65.3	-71.5	35.888
129.5	14236.60	-65.2	-71.5	35.913
129.4	14240.60	-65.3	-71.6	35.939
129.3	14243.60	-65.3	-71.6	35.975
129.2	14247.50	-65.3	-71.6	36.011
129.1	14251.50	-65.3	-71.6	36.052
129.1	14255.50	-65.3	-71.6	36.088
129.0	14259.50	-65.3	-71.6	36.129
128.9	14263.00	-65.3	-71.6	36.160
128.8	14266.40	-65.3	-71.6	36.191
128.7	14270.40	-65.3	-71.6	36.222
128.6	14274.40	-65.3	-71.6	36.248
128.6	14278.40	-65.4	-71.6	36.263
128.5	14282.40	-65.3	-71.6	36.279
128.4	14286.30	-65.4	-71.7	36.279
128.3	14290.30	-65.4	-71.6	36.279
128.2	14294.30	-65.4	-71.7	36.279
128.2	14298.30	-65.4	-71.7	36.279
128.1	14302.20	-65.4	-71.7	36.273
128.0	14306.20	-65.4	-71.7	36.263
127.9	14310.20	-65.4	-71.7	36.258
127.8	14314.20	-65.4	-71.7	36.248
127.7	14318.20	-65.4	-71.7	36.243
127.7	14322.10	-65.4	-71.7	36.243
127.6	14325.60	-65.3	-71.6	36.243
127.5	14329.10	-65.3	-71.6	36.237
127.4	14333.10	-65.2	-71.5	36.232
127.3	14337.10	-65.1	-71.4	36.227
127.3	14341.00	-65.1	-71.4	36.232
127.2	14345.00	-65.1	-71.4	36.237
127.1	14349.00	-64.9	-71.3	36.243
127.0	14353.00	-64.8	-71.2	36.243
126.9	14357.00	-64.8	-71.1	36.248
126.8	14361.90	-64.7	-71.1	36.253
126.8	14365.90	-64.7	-71.0	36.263
126.7	14369.90	-64.7	-71.1	36.273
126.6	14371.90	-64.7	-71.1	36.284
126.5	14373.90	-64.7	-71.0	36.289
126.4	14377.80	-64.7	-71.0	36.299
126.3	14381.80	-64.7	-71.1	36.304
126.2	14386.80	-64.7	-71.1	36.304
126.2	14390.80	-64.7	-71.1	36.304
126.1	14394.80	-64.8	-71.1	36.299
126.0	14398.70	-64.8	-71.2	36.294
125.9	14402.70	-64.8	-71.2	36.294
125.8	14406.70	-64.8	-71.2	36.299
125.7	14410.70	-64.8	-71.2	36.299
125.7	14414.70	-64.9	-71.2	36.294
125.6	14418.60	-64.9	-71.3	36.289
125.5	14422.60	-65.0	-71.3	36.279
125.4	14426.60	-65.0	-71.3	36.273
125.3	14430.60	-65.0	-71.3	36.263
125.2	14434.50	-65.0	-71.4	36.248
125.1	14438.50	-65.0	-71.4	36.232
125.1	14442.50	-65.0	-71.4	36.212
125.0	14446.50	-65.1	-71.4	36.196
124.9	14450.50	-65.1	-71.4	36.186
124.8	14454.40	-65.1	-71.4	36.176
124.7	14458.40	-65.1	-71.5	36.171
124.6	14462.40	-65.2	-71.5	36.160
124.6	14466.40	-65.2	-71.5	36.150
124.5	14470.40	-65.2	-71.6	36.140
124.4	14474.30	-65.2	-71.6	36.129
124.3	14478.30	-65.2	-71.6	36.109
124.2	14482.30	-65.2	-71.5	36.088
124.1	14485.80	-65.2	-71.5	36.057
124.1	14489.30	-65.1	-71.4	36.032
124.0	14493.20	-65.1	-71.4	36.068
123.9	14497.20	-65.1	-71.4	36.243
123.8	14501.20	-65.1	-71.4	36.454
123.8	14505.20	-65.1	-71.4	36.608
123.7	14508.70	-65.1	-71.4	36.726
123.6	14512.10	-65.0	-71.4	36.834
123.5	14517.10	-65.0	-71.4	36.932
123.4	14520.10	-65.0	-71.4	37.014
123.4	14524.10	-65.0	-71.3	37.086
123.3	14528.10	-65.0	-71.3	37.148
123.2	14531.50	-65.0	-71.3	37.205
123.1	14535.00	-65.0	-71.3	37.256
123.1	14539.00	-65.0	-71.3	37.307
123.0	14543.00	-65.0	-71.3	37.349
122.9	14547.00	-65.0	-71.3	37.390
122.8	14550.90	-65.0	-71.3	37.364
122.8	14554.90	-65.0	-71.4	37.199
122.7	14558.40	-65.0	-71.4	36.994
122.6	14561.90	-65.0	-71.3	36.834
122.5	14564.90	-65.0	-71.4	36.706
122.5	14567.80	-65.0	-71.4	36.577
122.4	14571.30	-65.0	-71.4	36.454
122.3	14574.80	-65.0	-71.4	36.330
122.3	14578.30	-65.0	-71.4	36.212
122.2	14581.80	-65.0	-71.4	36.093
122.1	14585.70	-65.0	-71.4	35.980
122.1	14589.70	-65.1	-71.4	35.867
122.0	14592.70	-65.1	-71.4	35.764
121.9	14596.70	-65.1	-71.4	35.666
121.9	14600.70	-65.1	-71.4	35.574
121.8	14604.10	-65.1	-71.4	35.471
121.7	14607.60	-65.1	-71.4	35.363
121.6	14611.60	-65.1	-71.5	35.255
121.6	14614.60	-65.2	-71.5	35.142
121.5	14617.60	-65.2	-71.5	35.023
121.4	14621.60	-65.2	-71.5	34.905
121.4	14624.50	-65.2	-71.5	34.787
121.3	14627.50	-65.3	-71.6	34.663
121.2	14631.00	-65.3	-71.6	34.545
121.2	14634.50	-65.3	-71.6	34.427
121.1	14638.00	-65.3	-71.6	34.313
121.0	14641.40	-65.3	-71.6	34.195
120.9	14645.40	-65.3	-71.6	34.072
120.9	14648.40	-65.3	-71.7	33.943
120.8	14651.40	-65.3	-71.7	33.804
120.7	14655.40	-65.4	-71.7	33.670
120.7	14658.90	-65.4	-71.7	33.537
120.6	14662.30	-65.4	-71.7	33.403
120.5	14665.30	-65.4	-71.7	33.269
120.4	14668.30	-65.4	-71.7	33.135
120.4	14671.30	-65.4	-71.7	33.007
120.3	14674.30	-65.4	-71.7	32.883
120.2	14677.80	-65.4	-71.7	32.760
120.1	14681.20	-65.3	-71.7	32.636
120.1	14684.70	-65.3	-71.6	32.508
120.0	14688.20	-65.3	-71.6	32.379
119.9	14691.40	-65.3	-71.6	32.250
119.9	14694.60	-65.3	-71.6	32.117
119.8	14697.70	-65.2	-71.6	31.983
119.7	14700.90	-65.2	-71.6	31.854
119.7	14704.10	-65.2	-71.6	31.736
119.6	14707.60	-65.2	-71.6	31.628
119.5	14711.10	-65.2	-71.6	31.510
119.5	14714.60	-65.2	-71.6	31.391
