P[mb]	z[m]	T[C]	Td[C]	WS[m/s]
893.7	334.80	20.8	14.9	6.004
893.2	340.80	20.8	14.9	5.937
892.8	345.80	20.7	14.9	5.865
892.3	349.80	20.7	14.9	5.798
891.8	354.80	20.7	14.9	5.736
891.4	358.80	20.7	14.9	5.685
890.9	362.80	20.6	14.9	5.649
890.4	366.80	20.6	14.8	5.628
890.0	370.80	20.6	14.8	5.613
889.5	374.80	20.5	14.7	5.602
889.0	379.80	20.4	14.7	5.592
888.6	384.70	20.4	14.7	5.582
888.1	389.70	20.4	14.7	5.566
887.7	394.70	20.3	14.7	5.546
887.2	398.70	20.3	14.6	5.525
886.7	402.70	20.2	14.5	5.515
886.3	407.20	20.1	14.5	5.515
885.9	411.70	20.1	14.5	5.525
885.4	415.20	20.1	14.4	5.541
885.0	418.70	20.0	14.4	5.556
884.6	422.70	20.0	14.4	5.571
884.2	426.70	20.0	14.4	5.587
883.8	430.70	19.9	14.4	5.587
883.4	434.70	19.9	14.3	5.587
882.9	438.70	19.8	14.3	5.587
882.5	442.70	19.8	14.2	5.587
882.1	446.70	19.8	14.2	5.592
881.8	450.70	19.8	14.3	5.607
881.4	454.70	19.7	14.2	5.623
881.0	458.70	19.7	14.2	5.638
880.6	461.70	19.7	14.2	5.649
880.3	464.70	19.6	14.2	5.654
879.9	467.70	19.6	14.2	5.659
879.6	470.70	19.5	14.1	5.664
879.2	473.70	19.5	14.1	5.674
878.9	477.20	19.4	14.1	5.695
878.5	480.70	19.5	14.1	5.731
878.2	484.20	19.4	14.1	5.777
877.9	487.70	19.4	14.1	5.834
877.5	491.20	19.4	14.1	5.896
877.2	494.70	19.3	14.0	5.937
876.9	498.20	19.4	14.1	5.962
876.5	501.60	19.3	14.1	5.968
876.2	504.60	19.3	14.1	5.952
875.8	507.60	19.2	14.1	5.916
875.5	511.10	19.2	14.1	5.875
875.1	514.60	19.2	14.1	5.813
874.7	518.60	19.1	14.0	5.746
874.4	522.60	19.1	14.0	5.664
874.0	527.10	19.1	14.0	5.577
873.6	531.60	19.0	14.0	5.474
873.2	535.60	19.0	14.0	5.361
872.8	539.60	18.9	13.9	5.227
872.4	543.60	18.9	13.9	5.083
872.0	547.60	18.8	13.9	4.928
871.6	552.60	18.8	13.9	4.764
871.2	556.60	18.7	13.8	4.604
870.8	559.60	18.7	13.9	4.460
870.4	563.60	18.6	13.8	4.326
870.1	567.60	18.6	13.8	4.208
869.7	570.60	18.6	13.8	4.105
869.4	573.60	18.6	13.8	4.018
869.1	575.60	18.5	13.7	3.935
868.8	577.60	18.5	13.8	3.848
868.6	578.60	18.4	13.7	3.766
868.3	580.60	18.5	13.8	3.673
868.1	582.60	18.4	13.7	3.586
867.9	584.60	18.4	13.8	3.503
867.6	586.60	18.4	13.8	3.426
867.4	588.60	18.4	13.8	3.359
867.2	590.60	18.4	13.8	3.308
867.0	592.60	18.3	13.8	3.256
866.8	595.60	18.3	13.9	3.210
866.6	597.60	18.3	13.9	3.148
866.4	599.10	18.3	13.9	3.082
866.2	600.60	18.3	13.9	3.009
866.0	603.60	18.3	13.9	2.932
865.7	605.60	18.3	13.9	2.871
865.5	607.60	18.3	13.9	2.824
865.3	609.60	18.2	13.9	2.788
865.1	611.50	18.2	13.9	2.763
864.9	613.00	18.2	13.9	2.742
864.7	614.50	18.2	13.9	2.711
864.5	616.50	18.2	13.9	2.680
864.3	618.50	18.1	13.9	2.644
864.1	620.50	18.1	13.9	2.619
863.9	622.50	18.2	13.9	2.603
863.7	624.50	18.1	13.9	2.608
863.5	626.50	18.1	13.9	2.634
863.3	628.50	18.1	13.9	2.665
863.1	630.50	18.1	13.9	2.711
862.9	632.50	18.0	13.9	2.752
862.7	634.50	18.0	13.9	2.793
862.5	636.50	18.0	13.9	2.835
862.3	638.50	18.0	13.9	2.871
862.1	640.50	18.0	13.8	2.907
861.9	641.50	18.0	13.9	2.958
861.7	643.50	18.0	13.9	3.020
861.5	645.50	17.9	13.9	3.097
861.3	648.50	17.9	13.9	3.179
861.1	650.50	17.9	13.8	3.267
860.8	653.50	17.8	13.8	3.349
860.6	656.50	17.8	13.8	3.431
860.4	658.50	17.8	13.8	3.503
860.2	660.50	17.7	13.8	3.565
859.9	662.50	17.7	13.7	3.611
859.7	665.50	17.6	13.7	3.647
859.5	668.50	17.7	13.8	3.678
859.2	671.00	17.6	13.8	3.709
859.0	673.50	17.6	13.7	3.730
858.8	675.00	17.6	13.8	3.755
858.6	676.50	17.6	13.8	3.771
858.3	678.50	17.6	13.7	3.776
858.1	680.50	17.5	13.7	3.776
857.9	683.00	17.5	13.7	3.761
857.6	685.50	17.5	13.7	3.730
857.4	688.00	17.5	13.6	3.683
857.2	690.50	17.5	13.6	3.622
857.0	692.50	17.4	13.6	3.565
856.7	694.50	17.4	13.6	3.514
856.5	697.50	17.4	13.7	3.472
856.2	699.50	17.4	13.7	3.442
856.0	701.50	17.4	13.7	3.411
855.7	704.50	17.4	13.7	3.380
855.4	707.50	17.4	13.6	3.344
855.1	711.50	17.3	13.6	3.298
854.8	714.50	17.3	13.6	3.256
854.5	718.40	17.2	13.6	3.210
854.2	723.40	17.3	13.7	3.169
853.8	727.40	17.2	13.7	3.128
853.4	731.40	17.4	13.8	3.092
853.0	735.40	17.3	13.8	3.046
852.5	739.40	17.2	13.7	2.989
852.1	744.40	17.1	13.7	2.917
851.6	748.40	17.1	13.7	2.829
851.1	757.40	17.1	13.7	2.727
850.5	763.40	17.0	13.6	2.619
850.0	769.40	17.1	13.7	2.505
849.4	776.40	16.9	13.6	2.392
848.8	784.40	17.0	13.7	2.289
848.2	790.40	17.1	13.7	2.186
847.7	797.40	17.1	13.7	2.078
847.1	803.40	17.0	13.6	1.970
846.5	809.40	16.9	13.6	1.852
846.0	814.40	16.8	13.5	1.739
845.6	817.90	16.7	13.4	1.646
845.1	821.30	16.6	13.3	1.584
844.7	822.30	16.6	13.4	1.564
844.3	823.30	16.6	13.4	1.595
844.0	825.80	16.6	13.4	1.672
843.6	828.30	16.6	13.4	1.780
843.3	831.80	16.6	13.4	1.909
843.0	835.30	16.6	13.4	2.063
842.6	839.30	16.6	13.5	2.233
842.3	843.30	16.6	13.5	2.428
841.9	847.80	16.5	13.4	2.634
841.6	852.30	16.5	13.4	2.845
841.2	856.80	16.4	13.3	3.066
840.8	861.30	16.4	13.3	3.277
840.4	866.30	16.4	13.3	3.483
839.9	871.30	16.3	13.2	3.678
839.5	876.30	16.6	13.5	3.863
839.1	880.30	16.4	13.4	4.038
838.6	885.30	16.4	13.3	4.203
838.2	890.30	16.3	13.3	4.352
837.7	894.30	16.5	13.4	4.501
837.3	898.30	16.5	13.4	4.651
836.9	902.30	16.5	13.4	4.800
836.4	907.30	16.4	13.3	4.949
836.0	911.30	16.3	13.2	5.093
835.6	916.30	16.2	13.2	5.222
835.2	920.30	16.2	13.2	5.330
834.8	923.20	16.3	13.3	5.427
834.4	926.20	16.3	13.3	5.505
834.0	929.70	16.3	13.3	5.571
833.6	933.20	16.3	13.3	5.633
833.2	937.70	16.2	13.3	5.685
832.8	942.20	16.2	13.2	5.715
832.4	946.70	16.1	13.2	5.736
832.0	951.20	16.1	13.3	5.736
831.6	955.70	16.1	13.2	5.715
831.2	960.20	16.0	13.2	5.674
830.8	964.20	16.0	13.2	5.628
830.4	968.20	16.0	13.2	5.566
829.9	972.70	15.9	13.2	5.494
829.5	977.20	15.9	13.1	5.412
829.1	981.70	15.9	13.1	5.324
828.6	986.20	15.8	13.0	5.227
828.2	990.20	15.8	13.0	5.119
827.8	995.20	15.7	13.0	5.006
827.3	999.20	15.7	13.0	4.887
826.8	1004.20	15.6	12.9	4.784
826.4	1009.20	15.6	13.0	4.687
825.9	1015.20	15.5	12.9	4.604
825.4	1020.10	15.5	12.9	4.522
824.9	1025.10	15.4	12.8	4.445
824.4	1030.10	15.4	12.9	4.357
824.0	1035.10	15.3	12.8	4.260
823.5	1040.10	15.3	12.8	4.162
823.0	1045.10	15.3	12.8	4.069
822.6	1050.10	15.2	12.8	3.987
822.1	1054.10	15.2	12.8	3.920
821.6	1059.10	15.2	12.7	3.869
821.2	1063.10	15.2	12.7	3.827
820.7	1068.10	15.1	12.7	3.791
820.3	1072.60	15.0	12.6	3.755
819.9	1077.10	14.9	12.5	3.725
819.4	1081.60	14.9	12.5	3.699
819.0	1086.10	14.9	12.5	3.678
818.5	1090.10	14.8	12.5	3.668
818.1	1095.10	14.8	12.5	3.663
817.6	1100.10	14.7	12.5	3.668
817.2	1105.10	14.7	12.4	3.673
816.7	1110.10	14.7	12.5	3.683
816.2	1115.50	14.6	12.4	3.689
815.7	1121.00	14.6	12.4	3.704
815.1	1127.00	14.6	12.5	3.735
814.6	1133.00	14.5	12.5	3.781
814.1	1139.00	14.5	12.4	3.833
813.5	1145.00	14.4	12.4	3.894
813.0	1151.00	14.3	12.5	3.946
812.4	1157.00	14.3	12.5	3.982
811.9	1163.50	14.2	12.4	4.013
811.3	1170.00	14.1	12.4	4.033
810.7	1176.00	14.1	12.3	4.049
810.2	1182.00	14.0	12.3	4.069
809.7	1186.50	14.0	12.3	4.100
809.2	1191.00	14.0	12.3	4.136
808.7	1195.00	13.9	12.2	4.177
808.2	1199.00	13.8	12.1	4.213
807.7	1204.00	13.8	12.1	4.234
807.3	1208.90	13.7	12.1	4.244
806.8	1213.90	13.7	12.1	4.244
806.4	1217.90	13.6	12.1	4.234
806.0	1222.90	13.6	12.0	4.234
805.5	1227.90	13.5	12.0	4.254
805.1	1231.90	13.5	12.0	4.290
804.7	1236.90	13.5	12.1	4.347
804.2	1241.90	13.5	12.1	4.414
803.8	1245.90	13.4	12.1	4.486
803.3	1250.90	13.3	12.0	4.553
802.9	1255.40	13.3	12.0	4.609
802.5	1259.90	13.3	12.0	4.666
802.0	1264.40	13.3	12.0	4.728
801.6	1268.90	13.3	12.0	4.795
801.2	1272.90	13.2	12.0	4.877
800.7	1277.90	13.2	12.1	4.964
800.3	1282.90	13.2	12.1	5.057
799.8	1288.90	13.1	12.1	5.144
799.4	1294.80	13.1	12.1	5.216
798.9	1299.80	13.0	12.1	5.283
798.5	1303.80	13.0	12.1	5.345
798.0	1307.80	13.0	12.1	5.402
797.5	1313.30	12.9	12.1	5.458
797.1	1318.80	12.8	12.0	5.520
796.6	1323.80	12.8	12.0	5.582
796.1	1328.80	12.8	12.0	5.649
795.7	1333.80	12.7	12.0	5.715
795.2	1337.80	12.7	12.0	5.777
794.8	1342.80	12.7	12.0	5.844
794.3	1347.80	12.6	12.0	5.911
793.8	1352.80	12.6	12.0	5.988
793.3	1357.80	12.6	11.9	6.070
792.8	1363.80	12.5	11.9	6.158
792.3	1369.80	12.5	11.9	6.250
791.7	1376.80	12.4	11.9	6.338
791.2	1383.70	12.4	12.0	6.415
790.6	1389.70	12.4	12.0	6.482
790.1	1396.70	12.3	12.0	6.544
789.5	1402.70	12.3	12.0	6.595
788.9	1408.70	12.3	12.0	6.647
788.3	1414.70	12.3	12.0	6.693
787.7	1420.70	12.2	12.0	6.744
787.2	1426.70	12.2	12.0	6.791
786.6	1432.70	12.2	12.0	6.832
786.0	1438.70	12.2	11.9	6.863
785.5	1444.20	12.1	11.9	6.888
784.9	1449.70	12.1	11.9	6.904
784.4	1455.70	12.1	11.9	6.924
783.8	1461.70	12.1	11.9	6.940
783.2	1467.60	12.0	11.8	6.960
782.7	1473.60	12.0	11.8	6.981
782.1	1479.60	12.0	11.8	7.002
781.6	1485.10	11.9	11.8	7.022
781.0	1490.60	11.9	11.7	7.043
780.5	1496.60	11.9	11.7	7.074
779.9	1502.60	11.9	11.7	7.104
779.3	1508.60	11.8	11.6	7.135
778.7	1514.60	11.8	11.6	7.176
778.2	1521.10	11.8	11.6	7.218
777.6	1527.60	11.7	11.5	7.264
777.0	1534.60	11.7	11.5	7.315
776.4	1541.60	11.7	11.5	7.377
775.7	1549.10	11.7	11.5	7.444
775.1	1556.50	11.6	11.4	7.521
774.4	1563.50	11.6	11.4	7.603
773.8	1571.50	11.5	11.3	7.691
773.1	1578.50	11.5	11.3	7.794
772.4	1586.50	11.5	11.3	7.897
771.7	1595.50	11.4	11.2	8.005
771.0	1603.50	11.4	11.2	8.113
770.3	1611.50	11.4	11.2	8.221
769.6	1619.50	11.3	11.1	8.329
768.8	1627.50	11.3	11.1	8.437
768.1	1635.40	11.3	11.1	8.535
767.4	1643.10	11.3	11.1	8.617
766.7	1650.80	11.2	11.0	8.684
766.0	1658.40	11.2	11.0	8.735
765.3	1665.90	11.2	11.0	8.771
764.6	1673.40	11.1	10.9	8.797
764.0	1680.40	11.1	10.9	8.823
763.3	1687.40	11.0	10.8	8.848
762.6	1694.90	11.0	10.8	8.874
761.9	1702.40	11.0	10.8	8.905
761.3	1709.90	10.9	10.7	8.931
760.6	1717.30	10.9	10.7	8.951
759.9	1724.80	10.9	10.7	8.967
759.2	1732.30	10.8	10.6	8.967
758.5	1740.30	10.8	10.6	8.977
757.8	1748.30	10.7	10.5	8.987
757.1	1756.30	10.7	10.5	9.018
756.4	1764.30	10.7	10.5	9.054
755.7	1772.30	10.6	10.4	9.106
754.9	1779.30	10.6	10.4	9.157
754.2	1787.30	10.5	10.3	9.209
753.5	1795.20	10.5	10.3	9.245
752.7	1804.20	10.5	10.3	9.270
752.0	1812.20	10.5	10.3	9.296
751.2	1820.20	10.4	10.2	9.311
750.5	1829.20	10.4	10.2	9.332
749.7	1838.20	10.3	10.1	9.347
748.9	1846.20	10.3	10.1	9.368
748.2	1855.20	10.3	10.1	9.378
747.4	1863.20	10.2	10.0	9.383
746.6	1871.10	10.2	10.0	9.378
745.9	1879.60	10.1	9.9	9.378
745.1	1888.10	10.1	9.9	9.378
744.3	1897.10	10.0	9.8	9.389
743.5	1906.10	10.0	9.8	9.419
742.7	1916.10	10.0	9.8	9.461
741.9	1925.10	9.9	9.7	9.522
741.1	1934.10	9.9	9.7	9.589
740.3	1943.50	9.8	9.6	9.651
739.5	1953.00	9.8	9.6	9.713
738.7	1962.00	9.8	9.6	9.764
737.9	1971.00	9.7	9.5	9.826
737.0	1980.00	9.7	9.5	9.893
736.2	1990.00	9.6	9.4	9.985
735.3	1999.00	9.6	9.4	10.109
734.5	2009.00	9.6	9.4	10.258
733.7	2018.90	9.5	9.3	10.433
732.8	2028.90	9.5	9.3	10.618
732.0	2038.90	9.4	9.2	10.803
731.1	2047.90	9.4	9.2	10.994
730.3	2056.90	9.3	9.2	11.184
729.4	2066.40	9.3	9.1	11.374
728.6	2075.90	9.2	9.1	11.575
727.7	2085.90	9.2	9.0	11.770
726.9	2095.80	9.2	9.0	11.981
726.0	2105.80	9.1	8.9	12.203
725.2	2115.80	9.1	8.9	12.434
724.3	2125.80	9.1	8.9	12.671
723.5	2135.80	9.0	8.8	12.897
722.6	2145.80	8.9	8.7	13.108
721.8	2155.80	8.9	8.7	13.293
720.9	2164.70	8.8	8.6	13.453
720.1	2173.70	8.8	8.6	13.586
719.2	2182.70	8.8	8.6	13.705
718.4	2191.70	8.7	8.5	13.808
717.6	2200.70	8.7	8.5	13.905
716.8	2209.70	8.6	8.4	13.998
716.0	2219.70	8.6	8.4	14.091
715.2	2227.70	8.6	8.4	14.188
714.5	2236.60	8.5	8.3	14.291
713.8	2243.60	8.4	8.2	14.389
713.1	2249.60	8.4	8.2	14.471
712.4	2256.60	8.4	8.2	14.543
711.8	2263.60	8.4	8.2	14.605
711.2	2270.60	8.3	8.1	14.651
710.6	2277.60	8.3	8.1	14.693
710.0	2284.10	8.4	8.2	14.729
709.5	2290.60	8.3	8.1	14.765
708.9	2296.60	8.3	8.1	14.795
708.4	2302.50	8.2	8.0	14.826
707.9	2307.50	8.2	8.0	14.852
707.4	2312.50	8.2	8.0	14.867
706.9	2317.50	8.1	7.9	14.878
706.5	2322.50	8.1	7.9	14.873
706.0	2327.50	8.1	7.9	14.847
705.5	2332.50	8.1	7.9	14.801
705.1	2337.50	8.1	7.9	14.744
704.6	2342.50	8.1	7.9	14.677
704.2	2348.50	8.0	7.8	14.610
703.7	2353.50	8.0	7.8	14.543
703.2	2360.50	8.0	7.8	14.482
702.7	2366.50	7.9	7.7	14.425
702.2	2373.40	7.9	7.7	14.368
701.7	2379.90	7.9	7.7	14.302
701.2	2386.40	7.9	7.7	14.224
700.7	2392.40	7.8	7.6	14.127
700.2	2398.40	7.8	7.6	14.013
699.6	2404.40	7.8	7.6	13.895
699.1	2410.40	7.7	7.5	13.772
698.6	2416.40	7.7	7.5	13.664
698.0	2423.40	7.7	7.5	13.566
697.5	2430.40	7.7	7.5	13.494
696.9	2437.40	7.6	7.4	13.437
696.3	2444.30	7.5	7.3	13.396
695.8	2451.30	7.5	7.3	13.360
695.2	2458.30	7.5	7.3	13.324
694.6	2465.30	7.5	7.3	13.288
694.0	2472.80	7.5	7.3	13.252
693.4	2480.30	7.4	7.2	13.221
692.8	2487.80	7.4	7.2	13.195
692.2	2495.30	7.4	7.2	13.190
691.6	2502.80	7.3	7.1	13.201
691.0	2510.20	7.3	7.1	13.226
690.3	2517.70	7.2	7.0	13.262
689.7	2525.20	7.2	7.0	13.298
689.1	2533.20	7.2	7.0	13.340
688.4	2541.20	7.1	6.9	13.370
687.8	2549.20	7.1	6.9	13.412
687.1	2557.20	7.0	6.8	13.458
686.5	2566.20	7.0	6.8	13.514
685.8	2575.10	7.0	6.8	13.592
685.1	2583.10	6.9	6.7	13.684
684.4	2591.10	6.9	6.7	13.797
683.8	2599.10	6.9	6.7	13.921
683.1	2606.10	6.8	6.6	14.060
682.5	2613.10	6.8	6.6	14.199
681.8	2620.10	6.8	6.6	14.343
681.2	2628.10	6.7	6.5	14.492
680.5	2636.00	6.7	6.5	14.646
679.9	2644.00	6.7	6.5	14.816
679.2	2652.00	6.6	6.4	14.991
678.6	2660.00	6.6	6.4	15.176
678.0	2668.00	6.5	6.3	15.361
677.3	2676.00	6.5	6.3	15.541
676.7	2684.00	6.5	6.3	15.716
676.0	2692.00	6.4	6.2	15.896
675.4	2699.40	6.4	6.2	16.071
674.8	2706.90	6.3	6.1	16.246
674.2	2713.40	6.3	6.1	16.426
673.6	2719.90	6.3	6.1	16.596
673.0	2725.60	6.2	6.0	16.761
672.4	2731.20	6.2	6.0	16.915
671.9	2736.90	6.2	6.0	17.059
671.3	2743.40	6.2	6.0	17.188
670.8	2749.90	6.1	5.9	17.311
670.3	2756.90	6.1	5.9	17.424
669.7	2763.80	6.1	5.9	17.527
669.2	2770.30	6.0	5.8	17.620
668.7	2776.80	6.0	5.8	17.697
668.2	2781.80	6.0	5.8	17.759
667.8	2786.80	5.9	5.7	17.810
667.3	2791.80	5.9	5.7	17.867
666.9	2796.80	5.9	5.7	17.923
666.5	2801.30	5.9	5.7	17.990
666.1	2805.80	5.8	5.6	18.062
665.7	2808.80	5.8	5.6	18.155
665.4	2811.80	5.8	5.6	18.258
665.1	2814.80	5.8	5.6	18.371
664.8	2816.80	5.8	5.6	18.499
664.5	2819.80	5.8	5.6	18.633
664.2	2822.80	5.8	5.6	18.772
663.9	2825.70	5.7	5.5	18.921
663.5	2828.70	5.8	5.5	19.081
663.2	2834.70	5.7	5.5	19.256
662.8	2841.70	5.7	5.5	19.441
662.5	2848.70	5.7	5.5	19.621
662.1	2856.70	5.7	5.5	19.791
661.8	2862.70	5.7	5.5	19.935
661.5	2865.70	5.6	5.4	20.058
661.2	2866.70	5.7	5.5	20.161
661.0	2867.90	5.6	5.4	20.249
660.8	2869.20	5.6	5.4	20.321
660.6	2870.50	5.6	5.4	20.367
660.4	2871.70	5.4	5.2	20.398
660.3	2873.00	5.5	5.3	20.413
660.3	2874.20	5.6	5.4	20.408
660.2	2875.50	5.6	5.4	20.387
660.1	2876.80	5.6	5.4	20.357
660.1	2878.00	5.6	5.4	20.310
660.0	2879.30	5.5	5.3	20.254
660.0	2880.50	5.5	5.3	20.192
660.0	2881.80	5.5	5.3	20.125
659.9	2883.00	5.5	5.3	20.048
659.9	2884.30	5.5	5.3	19.966
659.8	2885.60	5.5	5.3	19.883
659.8	2886.80	5.5	5.3	19.796
659.7	2888.10	5.5	5.3	19.708
659.6	2889.30	5.5	5.3	19.621
659.4	2890.60	5.5	5.3	19.533
659.3	2891.90	5.4	5.2	19.446
659.1	2893.10	5.2	5.0	19.364
658.9	2894.40	5.3	5.1	19.287
658.8	2895.60	5.5	5.2	19.204
658.6	2895.61	5.4	5.2	19.132
658.5	2895.62	5.4	5.2	19.060
658.3	2895.63	5.4	5.2	18.988
658.2	2895.64	5.4	5.2	18.921
658.1	2895.65	5.4	5.2	18.854
658.0	2895.66	5.3	5.1	18.793
657.9	2895.67	5.4	5.2	18.736
657.9	2895.68	5.4	5.2	18.679
657.9	2895.69	5.4	5.2	18.623
657.8	2895.70	5.4	5.2	18.566
657.8	2895.71	5.4	5.2	18.515
657.8	2895.72	5.1	4.9	18.463
657.7	2895.73	5.4	5.2	18.417
657.7	2895.74	5.4	5.2	18.366
657.7	2895.75	5.4	5.2	18.319
657.7	2895.76	5.4	5.2	18.278
657.6	2895.77	5.4	5.2	18.237
657.6	2895.78	5.4	5.2	18.196
657.5	2895.79	5.4	5.2	18.160
657.4	2895.80	5.3	5.1	18.124
657.3	2895.81	5.4	5.2	18.098
657.2	2895.82	5.3	5.1	18.072
657.1	2895.83	5.3	5.1	18.052
657.0	2895.84	5.3	5.1	18.036
656.9	2895.85	5.3	5.1	18.026
656.8	2895.86	5.3	5.1	18.016
656.7	2895.87	5.3	5.1	18.011
656.7	2895.88	5.3	5.1	18.006
656.6	2895.89	5.3	5.1	18.006
656.6	2895.90	5.3	5.1	18.011
656.6	2895.91	5.3	5.1	18.021
656.6	2895.92	5.3	5.1	18.031
656.5	2895.93	5.3	5.1	18.042
656.5	2895.94	5.3	5.1	18.052
656.5	2895.95	5.3	5.1	18.062
656.5	2895.96	5.3	5.1	18.072
656.5	2895.97	5.3	5.1	18.083
656.5	2895.98	5.3	5.1	18.093
656.5	2895.99	5.3	5.1	18.103
656.5	2896.00	5.3	5.1	18.108
656.4	2896.01	5.3	5.1	18.119
656.4	2896.02	5.3	5.1	18.124
656.4	2896.03	5.3	5.1	18.129
656.4	2896.04	5.3	5.1	18.134
656.3	2896.05	5.3	5.1	18.139
656.3	2896.06	5.3	5.1	18.144
656.2	2896.07	5.3	5.1	18.144
656.2	2896.08	5.2	5.0	18.150
656.1	2896.09	5.2	5.0	18.150
656.0	2896.10	5.2	5.0	18.155
655.9	2896.11	5.2	5.0	18.155
655.8	2896.12	5.2	5.0	18.155
655.7	2896.13	5.1	4.9	18.155
655.6	2896.14	5.1	4.9	18.155
655.6	2896.15	5.0	4.8	18.155
655.5	2896.16	4.9	4.7	18.155
655.5	2896.17	4.8	4.6	18.155
655.5	2896.18	4.7	4.5	18.155
655.5	2896.19	4.9	4.7	18.155
655.5	2896.20	5.0	4.8	18.155
655.5	2896.21	5.0	4.8	18.150
655.6	2896.22	5.0	4.8	18.150
655.6	2896.23	5.1	4.9	18.150
655.6	2896.24	5.1	4.9	18.150
655.6	2896.25	5.0	4.8	18.150
655.7	2896.26	4.9	4.7	18.150
655.7	2896.27	4.9	4.7	18.150
655.7	2896.28	5.0	4.8	18.150
655.8	2896.29	5.0	4.8	18.150
655.8	2896.30	5.1	4.9	18.150
655.8	2896.31	5.0	4.8	18.150
655.9	2896.32	4.9	4.7	18.150
655.9	2896.33	4.9	4.7	18.150
655.9	2896.34	4.9	4.7	18.150
656.0	2896.35	4.8	4.6	18.150
656.0	2896.36	4.8	4.6	18.150
656.1	2896.37	4.8	4.6	18.150
656.1	2896.38	4.8	4.6	18.150
656.2	2896.39	4.8	4.6	18.150
656.2	2896.40	4.9	4.7	18.144
656.3	2896.41	4.8	4.6	18.144
656.3	2896.42	4.8	4.6	18.144
656.4	2896.43	4.9	4.7	18.144
656.4	2896.44	4.8	4.6	18.144
