P[mb]	z[m]	T[C]	Td[C]	WS[m/s]
656.5	2896.45	4.8	4.6	18.144
656.6	2896.46	4.8	4.6	18.144
656.6	2896.47	4.9	4.7	18.144
656.7	2896.48	4.9	4.7	18.144
656.7	2896.49	4.8	4.6	18.144
656.8	2896.50	4.9	4.7	18.144
656.8	2896.51	4.8	4.6	18.144
656.9	2896.52	4.6	4.4	18.144
656.9	2896.53	4.6	4.4	18.144
657.0	2896.54	4.5	4.3	18.144
657.0	2896.55	4.7	4.5	18.144
657.0	2896.56	4.9	4.7	18.144
657.1	2896.57	4.7	4.5	18.144
657.1	2896.58	4.5	4.3	18.144
657.1	2896.59	4.3	4.1	18.144
657.2	2896.60	4.0	3.8	18.144
657.2	2896.61	4.0	3.8	18.139
657.3	2896.62	4.0	3.8	18.139
657.3	2896.63	3.9	3.7	18.139
657.4	2896.64	4.0	3.8	18.139
657.4	2896.65	3.9	3.7	18.139
657.5	2896.66	3.9	3.7	18.139
657.6	2896.67	3.9	3.7	18.139
657.7	2896.68	3.9	3.7	18.139
657.8	2896.69	4.0	3.8	18.139
657.9	2896.70	4.1	3.9	18.139
658.0	2896.71	4.1	3.9	18.139
658.2	2896.72	4.1	3.9	18.139
658.3	2896.73	4.0	3.8	18.139
658.4	2896.74	4.0	3.8	18.139
658.6	2896.75	4.1	3.9	18.139
658.7	2896.76	4.2	4.0	18.139
658.8	2896.77	4.2	4.0	18.139
659.0	2896.78	4.3	4.1	18.139
659.1	2896.79	4.3	4.1	18.139
659.3	2896.80	4.3	4.1	18.139
659.5	2896.81	4.3	4.1	18.139
659.6	2896.82	4.3	4.1	18.139
659.8	2896.83	4.3	4.1	18.139
660.0	2896.84	4.4	4.2	18.134
660.2	2896.85	4.5	4.3	18.134
660.4	2896.86	4.5	4.3	18.134
660.6	2896.87	4.5	4.3	18.134
660.8	2896.88	4.5	4.3	18.134
661.0	2896.89	4.5	4.3	18.134
661.3	2896.90	4.5	4.3	18.134
661.5	2896.91	4.5	4.3	18.134
661.7	2896.92	4.5	4.3	18.134
662.0	2896.93	4.6	4.4	18.134
662.2	2896.94	4.6	4.4	18.134
662.4	2896.95	4.6	4.4	18.134
662.7	2896.96	4.7	4.5	18.134
662.9	2896.97	4.7	4.5	18.134
663.2	2896.98	4.7	4.5	18.134
663.4	2896.99	4.7	4.5	18.134
663.7	2897.00	4.7	4.5	18.134
663.9	2897.01	4.7	4.5	18.134
664.2	2897.02	4.8	4.6	18.134
664.4	2897.03	4.8	4.6	18.134
664.6	2897.04	4.8	4.5	18.134
664.8	2897.05	4.7	4.5	18.134
665.0	2897.06	4.7	4.5	18.134
665.2	2897.07	4.7	4.5	18.134
665.4	2897.08	4.8	4.6	18.134
665.6	2897.09	4.8	4.6	18.134
665.8	2897.10	4.8	4.6	18.129
666.0	2897.11	4.9	4.7	18.129
666.2	2897.12	4.9	4.7	18.129
666.4	2897.13	4.9	4.7	18.129
666.6	2897.14	4.9	4.7	18.129
666.8	2897.15	4.9	4.7	18.129
667.0	2897.16	4.9	4.7	18.129
667.2	2897.17	4.9	4.7	18.129
667.5	2897.18	5.0	4.8	18.129
667.7	2897.19	4.9	4.7	18.129
667.9	2897.20	5.1	4.9	18.129
668.2	2897.21	5.1	4.9	18.129
668.4	2897.22	5.1	4.9	18.129
668.7	2897.23	5.1	4.9	18.129
668.9	2897.24	5.1	4.9	18.129
669.2	2897.25	5.1	4.9	18.129
669.4	2897.26	5.2	5.0	18.129
669.6	2897.27	5.2	5.0	18.134
669.8	2897.28	5.2	5.0	18.139
670.0	2897.29	5.2	5.0	18.144
670.2	2897.30	5.2	5.0	18.144
670.4	2897.31	5.2	5.0	18.139
670.6	2897.32	5.2	5.0	18.124
670.7	2897.33	5.3	5.1	18.098
670.9	2897.34	5.2	5.0	18.067
671.1	2897.35	5.2	5.0	18.036
671.3	2897.36	5.2	5.0	18.000
671.5	2897.37	5.3	5.1	17.954
671.7	2897.38	5.3	5.1	17.903
671.9	2897.39	5.3	5.1	17.836
672.1	2897.40	5.3	5.1	17.753
672.3	2897.41	5.2	5.0	17.656
672.5	2897.42	5.2	5.0	17.537
672.7	2897.43	5.1	4.9	17.409
672.9	2897.44	5.2	5.0	17.275
673.2	2897.45	5.2	5.0	17.141
673.4	2897.46	5.2	5.0	17.013
673.6	2897.47	5.2	5.0	16.879
673.8	2897.48	5.3	5.1	16.745
674.0	2897.49	5.4	5.2	16.596
674.2	2897.50	5.4	5.2	16.442
674.4	2897.51	5.3	5.1	16.272
674.6	2897.52	5.3	5.1	16.107
674.8	2897.53	5.4	5.2	15.943
675.0	2897.54	5.4	5.2	15.793
675.2	2897.55	5.5	5.2	15.660
675.4	2897.56	5.4	5.2	15.546
675.6	2897.57	5.4	5.2	15.444
675.9	2897.58	5.5	5.3	15.356
676.1	2897.59	5.5	5.3	15.279
676.3	2897.60	5.5	5.3	15.212
676.5	2897.61	5.5	5.3	15.161
676.7	2897.62	5.5	5.3	15.130
677.0	2897.63	5.5	5.3	15.114
677.2	2897.64	5.6	5.4	15.114
677.4	2897.65	5.6	5.4	15.140
677.6	2897.66	5.6	5.4	15.176
677.8	2897.67	5.7	5.5	15.228
678.0	2897.68	5.7	5.5	15.284
678.3	2897.69	5.8	5.5	15.346
678.5	2897.70	5.7	5.5	15.402
678.7	2897.71	5.7	5.5	15.459
678.9	2897.72	5.7	5.5	15.516
679.1	2897.73	5.8	5.6	15.567
679.2	2897.74	5.8	5.6	15.619
679.4	2897.75	5.8	5.6	15.660
679.6	2897.76	5.8	5.6	15.701
679.8	2897.77	5.9	5.7	15.737
680.0	2897.78	5.9	5.7	15.768
680.2	2897.79	5.9	5.7	15.793
680.3	2897.80	5.9	5.7	15.824
680.5	2897.81	5.9	5.7	15.850
680.7	2897.82	5.9	5.7	15.876
680.8	2897.83	5.9	5.7	15.896
681.0	2897.84	5.8	5.6	15.917
681.1	2897.85	5.7	5.5	15.937
681.2	2897.86	5.8	5.5	15.958
681.3	2897.87	5.8	5.6	15.968
681.4	2897.88	5.8	5.6	15.984
681.5	2897.89	5.8	5.6	15.994
681.6	2897.90	5.8	5.6	15.999
681.7	2897.91	5.8	5.6	15.994
681.8	2897.92	5.8	5.5	15.989
681.9	2897.93	5.8	5.5	15.979
681.9	2897.94	5.7	5.5	15.963
682.0	2897.95	5.7	5.5	15.937
682.1	2897.96	5.7	5.5	15.912
682.2	2897.97	5.9	5.7	15.871
682.3	2897.98	5.9	5.7	15.824
682.4	2897.99	5.8	5.6	15.778
682.6	2898.00	5.8	5.6	15.721
682.7	2898.01	5.8	5.6	15.660
682.8	2898.02	5.8	5.6	15.593
682.9	2898.03	5.8	5.6	15.521
683.0	2898.04	6.0	5.8	15.449
683.2	2898.05	5.9	5.7	15.366
683.3	2898.06	5.7	5.5	15.294
683.4	2898.07	5.9	5.7	15.228
683.6	2898.08	6.0	5.8	15.166
683.7	2898.09	6.1	5.9	15.109
683.8	2898.10	6.1	5.9	15.058
684.0	2898.11	6.2	6.0	15.011
684.1	2898.12	6.0	5.8	14.970
684.3	2898.13	6.0	5.8	14.929
684.4	2898.14	6.0	5.8	14.883
684.6	2898.15	6.1	5.9	14.847
684.8	2898.16	6.2	6.0	14.816
684.9	2898.17	6.3	6.1	14.801
685.1	2898.18	6.3	6.1	14.801
685.3	2898.19	6.4	6.2	14.806
685.4	2898.20	6.5	6.3	14.821
685.6	2898.21	6.4	6.2	14.837
685.7	2898.22	6.4	6.2	14.847
685.9	2898.23	6.4	6.2	14.857
686.0	2898.24	6.5	6.3	14.862
686.1	2898.25	6.6	6.4	14.867
686.3	2898.26	6.6	6.4	14.873
686.4	2898.27	6.6	6.4	14.893
686.5	2898.28	6.5	6.3	14.919
686.6	2898.29	6.6	6.4	14.955
686.7	2898.30	6.6	6.4	15.001
686.8	2898.31	6.6	6.4	15.053
687.0	2898.32	6.7	6.5	15.104
687.1	2898.33	6.7	6.5	15.156
687.2	2898.34	6.7	6.5	15.207
687.4	2898.35	6.8	6.6	15.253
687.5	2898.36	6.8	6.6	15.305
687.7	2898.37	6.8	6.6	15.361
687.8	2898.38	6.9	6.7	15.413
687.9	2898.39	6.9	6.7	15.469
688.1	2898.40	6.9	6.7	15.521
688.2	2898.41	7.0	6.8	15.577
688.3	2898.42	7.0	6.8	15.624
688.4	2898.43	6.9	6.7	15.670
688.6	2898.44	6.8	6.6	15.706
688.7	2898.45	6.6	6.4	15.737
688.7	2898.46	6.5	6.3	15.757
688.8	2898.47	6.5	6.3	15.773
688.9	2898.48	6.5	6.3	15.778
688.9	2898.49	6.6	6.4	15.783
689.0	2898.50	6.7	6.5	15.778
689.0	2898.51	6.7	6.5	15.768
689.0	2898.52	6.7	6.5	15.757
688.9	2898.53	6.7	6.5	15.737
688.9	2898.54	6.7	6.5	15.716
688.8	2898.55	6.5	6.3	15.691
688.8	2898.56	6.6	6.4	15.665
688.7	2898.57	6.6	6.4	15.634
688.6	2898.58	6.5	6.3	15.603
688.5	2898.59	6.5	6.3	15.572
688.4	2898.60	6.5	6.3	15.541
688.3	2898.61	6.6	6.4	15.510
688.2	2898.62	6.6	6.4	15.474
688.2	2898.63	6.6	6.4	15.444
688.1	2898.64	6.5	6.3	15.418
688.0	2898.65	6.4	6.2	15.387
688.0	2898.66	6.4	6.2	15.356
688.0	2898.67	6.4	6.2	15.330
687.9	2898.68	6.4	6.2	15.305
687.9	2898.69	6.5	6.2	15.284
687.9	2898.70	6.5	6.3	15.258
687.8	2898.71	6.5	6.3	15.238
687.8	2898.72	6.5	6.3	15.217
687.8	2898.73	6.5	6.3	15.197
687.7	2898.74	6.5	6.3	15.181
687.6	2898.75	6.5	6.3	15.161
687.6	2898.76	6.4	6.2	15.145
687.5	2898.77	6.5	6.3	15.135
687.4	2898.78	6.5	6.3	15.120
687.4	2898.79	6.5	6.3	15.109
687.3	2898.80	6.6	6.4	15.099
687.2	2898.81	6.5	6.3	15.089
687.1	2898.82	6.4	6.2	15.078
687.0	2898.83	6.3	6.1	15.068
686.9	2898.84	6.3	6.1	15.063
686.8	2898.85	6.3	6.1	15.053
686.7	2898.86	6.4	6.2	15.047
686.6	2898.87	6.4	6.2	15.042
686.5	2898.88	6.1	5.9	15.037
686.4	2898.89	5.9	5.7	15.037
686.4	2898.90	6.0	5.8	15.037
686.3	2898.91	6.2	6.0	15.042
686.3	2898.92	6.3	6.1	15.042
686.2	2898.93	6.4	6.2	15.047
686.2	2898.94	6.4	6.2	15.053
686.2	2898.95	6.4	6.2	15.058
686.1	2898.96	6.4	6.2	15.063
686.1	2898.97	6.4	6.2	15.073
686.1	2898.98	6.4	6.2	15.078
686.2	2898.99	6.4	6.2	15.089
686.2	2899.00	6.4	6.2	15.099
686.2	2899.01	6.4	6.2	15.109
686.3	2899.02	6.4	6.2	15.120
686.4	2899.03	6.2	6.0	15.130
686.5	2899.04	6.0	5.8	15.140
686.6	2899.05	6.3	6.1	15.150
686.7	2899.06	6.3	6.1	15.161
686.8	2899.07	6.1	5.9	15.171
686.9	2899.08	6.2	6.0	15.181
687.0	2899.09	6.3	6.1	15.186
687.1	2899.10	6.3	6.1	15.197
687.2	2899.11	6.3	6.1	15.202
687.3	2899.12	6.3	6.1	15.212
687.4	2899.13	6.4	6.2	15.217
687.4	2899.14	6.5	6.2	15.228
687.5	2899.15	6.5	6.3	15.233
687.5	2899.16	6.5	6.3	15.243
687.6	2899.17	6.4	6.2	15.248
687.6	2899.18	6.7	6.5	15.253
687.6	2899.19	6.7	6.5	15.258
687.6	2899.20	6.7	6.5	15.269
687.6	2899.21	6.7	6.5	15.274
687.6	2899.22	6.7	6.5	15.284
687.5	2899.23	6.7	6.5	15.289
687.5	2899.24	6.7	6.5	15.294
687.4	2899.25	6.4	6.2	15.305
687.4	2899.26	6.6	6.4	15.310
687.3	2899.27	6.4	6.2	15.320
687.2	2899.28	6.6	6.4	15.325
687.1	2899.29	6.5	6.3	15.336
687.0	2899.30	6.3	6.1	15.341
686.9	2899.31	6.5	6.3	15.346
686.8	2899.32	6.5	6.3	15.356
686.7	2899.33	6.7	6.5	15.366
686.6	2899.34	6.7	6.5	15.372
686.5	2899.35	6.7	6.5	15.382
686.3	2899.36	6.6	6.4	15.387
686.2	2899.37	6.5	6.3	15.397
686.1	2899.38	6.6	6.4	15.402
686.0	2899.39	6.7	6.5	15.413
685.9	2899.40	6.7	6.5	15.423
685.7	2899.41	6.7	6.5	15.428
685.6	2899.42	6.7	6.5	15.438
685.5	2899.43	6.7	6.5	15.444
685.3	2899.44	6.6	6.4	15.454
685.2	2899.45	6.5	6.3	15.464
685.0	2899.46	6.6	6.4	15.469
684.9	2899.47	6.7	6.5	15.480
684.7	2899.48	6.7	6.5	15.490
684.6	2899.49	6.7	6.5	15.500
684.4	2899.50	6.7	6.5	15.505
684.3	2899.51	6.7	6.5	15.516
684.1	2899.52	6.7	6.5	15.526
683.9	2899.53	6.7	6.5	15.536
683.8	2899.54	6.7	6.5	15.546
683.6	2899.55	6.7	6.5	15.552
683.5	2899.56	6.6	6.4	15.562
683.3	2899.57	6.6	6.4	15.572
683.1	2899.58	6.6	6.4	15.583
682.9	2899.59	6.6	6.4	15.593
682.7	2899.60	6.6	6.4	15.603
682.5	2899.61	6.6	6.4	15.608
682.3	2899.62	6.6	6.4	15.619
682.1	2899.63	6.6	6.4	15.629
681.9	2899.64	6.6	6.4	15.639
681.7	2899.65	6.6	6.4	15.649
681.5	2899.66	6.6	6.4	15.660
681.2	2899.67	6.5	6.3	15.670
681.0	2899.68	6.5	6.3	15.675
680.8	2899.69	6.4	6.2	15.680
680.5	2899.70	6.5	6.2	15.680
680.3	2899.71	6.5	6.3	15.680
680.1	2899.72	6.5	6.3	15.680
679.9	2899.73	6.5	6.3	15.675
679.6	2899.74	6.4	6.2	15.665
679.4	2899.75	6.3	6.1	15.649
679.2	2899.76	6.3	6.1	15.629
679.0	2899.77	6.4	6.2	15.603
678.8	2899.78	6.4	6.2	15.572
678.6	2899.79	6.4	6.2	15.536
678.4	2899.80	6.5	6.2	15.495
678.2	2899.81	6.3	6.1	15.454
678.0	2899.82	6.3	6.1	15.408
677.8	2899.83	6.3	6.1	15.361
677.7	2899.84	6.4	6.2	15.315
677.5	2899.85	6.2	6.0	15.269
677.3	2899.86	6.0	5.8	15.228
677.2	2899.87	5.9	5.7	15.181
677.1	2899.88	5.9	5.7	15.135
677.0	2899.89	6.0	5.8	15.099
676.8	2899.90	6.0	5.8	15.063
676.8	2899.91	6.0	5.8	15.032
676.7	2899.92	6.1	5.9	15.011
676.6	2899.93	6.1	5.9	14.991
676.5	2899.94	6.2	6.0	14.975
676.5	2899.95	6.3	6.1	14.965
676.5	2899.96	6.3	6.1	14.960
676.4	2899.97	6.2	6.0	14.960
676.4	2899.98	6.2	6.0	14.960
676.4	2899.99	6.1	5.9	14.965
676.5	2900.00	6.1	5.9	14.981
676.5	2900.01	6.1	5.9	14.991
676.5	2900.02	6.1	5.9	15.011
676.6	2900.03	6.1	5.9	15.032
676.6	2900.04	6.0	5.8	15.058
676.7	2900.05	6.2	6.0	15.083
676.8	2900.06	6.2	6.0	15.114
676.9	2900.07	6.2	6.0	15.150
677.0	2900.08	6.1	5.9	15.192
677.1	2900.09	6.1	5.9	15.233
677.2	2900.10	6.1	5.9	15.279
677.3	2900.11	6.0	5.8	15.325
677.4	2900.12	6.0	5.8	15.377
677.5	2900.13	6.0	5.8	15.428
677.7	2900.14	6.0	5.8	15.485
677.8	2900.15	6.0	5.8	15.536
678.0	2900.16	6.0	5.8	15.598
678.1	2900.17	5.8	5.6	15.660
678.3	2900.18	6.0	5.8	15.721
678.5	2900.19	6.2	6.0	15.793
678.7	2900.20	6.2	6.0	15.865
679.0	2900.21	6.3	6.1	15.948
679.2	2900.22	6.3	6.1	16.030
679.5	2900.23	6.3	6.1	16.118
679.8	2900.24	6.3	6.1	16.205
680.1	2900.25	6.3	6.1	16.298
680.4	2900.26	6.3	6.1	16.395
680.8	2900.27	6.2	6.0	16.488
681.1	2900.28	6.2	6.0	16.581
681.4	2900.29	6.2	6.0	16.668
681.8	2900.30	6.2	6.0	16.750
682.1	2900.31	6.2	6.0	16.822
682.4	2900.32	6.2	6.0	16.884
682.7	2900.33	6.3	6.1	16.941
683.0	2900.34	6.3	6.1	16.982
683.3	2900.35	6.3	6.1	17.013
683.6	2900.36	6.3	6.1	17.028
683.8	2900.37	6.2	6.0	17.033
684.1	2900.38	6.2	6.0	17.028
684.3	2900.39	6.2	6.0	17.013
684.6	2900.40	6.1	5.9	16.987
684.8	2900.41	6.2	6.0	16.956
685.0	2900.42	6.4	6.2	16.915
685.1	2900.43	6.4	6.2	16.874
685.3	2900.44	6.5	6.3	16.827
685.4	2900.45	6.5	6.3	16.786
685.5	2900.46	6.5	6.2	16.745
685.6	2900.47	6.5	6.3	16.699
685.7	2900.48	6.5	6.3	16.658
685.8	2900.49	6.5	6.3	16.617
685.8	2900.50	6.6	6.4	16.575
685.9	2900.51	6.7	6.5	16.534
685.9	2900.52	6.7	6.5	16.493
686.0	2900.53	6.7	6.5	16.452
686.0	2900.54	6.8	6.5	16.411
686.1	2900.55	6.8	6.6	16.370
686.1	2900.56	6.7	6.5	16.328
686.1	2900.57	6.7	6.5	16.287
686.2	2900.58	6.7	6.5	16.251
686.2	2900.59	6.7	6.5	16.210
686.3	2900.60	6.7	6.5	16.174
686.3	2900.61	6.7	6.5	16.133
686.4	2900.62	6.7	6.5	16.097
686.4	2900.63	6.7	6.5	16.056
686.4	2900.64	6.7	6.5	16.020
686.5	2900.65	6.8	6.5	15.984
686.5	2900.66	6.7	6.5	15.948
686.6	2900.67	6.7	6.5	15.912
686.6	2900.68	6.7	6.5	15.876
686.6	2900.69	6.7	6.5	15.845
686.6	2900.70	6.7	6.5	15.809
686.7	2900.71	6.7	6.5	15.778
686.7	2900.72	6.7	6.5	15.747
686.7	2900.73	6.7	6.5	15.716
686.7	2900.74	6.8	6.6	15.691
686.7	2900.75	6.7	6.5	15.665
686.7	2900.76	6.7	6.5	15.639
686.7	2900.77	6.7	6.5	15.613
686.7	2900.78	6.7	6.5	15.593
686.7	2900.79	6.8	6.5	15.572
686.7	2900.80	6.8	6.6	15.552
686.7	2900.81	6.7	6.5	15.536
686.7	2900.82	6.7	6.5	15.521
686.7	2900.83	6.7	6.5	15.510
686.6	2900.84	6.8	6.6	15.500
686.6	2900.85	6.8	6.5	15.490
686.5	2900.86	6.8	6.6	15.485
686.5	2900.87	6.8	6.6	15.474
686.4	2900.88	6.8	6.6	15.469
686.4	2900.89	6.7	6.5	15.464
686.3	2900.90	6.6	6.4	15.459
686.3	2900.91	6.7	6.5	15.454
686.2	2900.92	6.8	6.5	15.449
686.2	2900.93	6.7	6.5	15.438
686.2	2900.94	6.7	6.5	15.433
686.2	2900.95	6.7	6.5	15.428
686.2	2900.96	6.7	6.5	15.418
686.2	2900.97	6.7	6.5	15.408
686.3	2900.98	6.7	6.5	15.397
686.3	2900.99	6.7	6.5	15.387
686.4	2901.00	6.7	6.5	15.377
686.5	2901.01	6.8	6.6	15.366
686.6	2901.02	6.8	6.6	15.356
686.8	2901.03	6.8	6.6	15.341
686.9	2901.04	6.8	6.6	15.330
687.1	2901.05	6.8	6.6	15.320
687.2	2901.06	6.8	6.6	15.305
687.4	2901.07	6.8	6.6	15.294
687.5	2901.08	6.8	6.6	15.284
687.7	2901.09	6.8	6.6	15.269
687.9	2901.10	6.8	6.6	15.258
688.0	2901.11	6.8	6.6	15.248
688.2	2901.12	6.8	6.6	15.233
688.3	2901.13	6.8	6.6	15.222
688.4	2901.14	6.8	6.6	15.212
688.5	2901.15	6.8	6.6	15.197
688.6	2901.16	6.9	6.7	15.186
688.7	2901.17	6.9	6.7	15.176
688.8	2901.18	6.9	6.7	15.166
688.9	2901.19	6.9	6.7	15.150
689.0	2901.20	6.8	6.6	15.140
689.1	2901.21	6.8	6.6	15.130
689.1	2901.22	6.8	6.6	15.114
689.2	2901.23	6.8	6.6	15.104
689.3	2901.24	6.9	6.7	15.094
689.3	2901.25	6.9	6.7	15.083
689.4	2901.26	6.9	6.7	15.068
689.5	2901.27	6.9	6.7	15.058
689.5	2901.28	6.9	6.7	15.047
689.6	2901.29	6.9	6.7	15.032
689.6	2901.30	6.9	6.7	15.022
689.7	2901.31	7.0	6.8	15.011
689.7	2901.32	6.9	6.7	14.996
689.8	2901.33	7.0	6.8	14.986
689.9	2901.34	6.9	6.7	14.975
690.0	2901.35	6.9	6.7	14.965
690.1	2901.36	6.9	6.7	14.950
690.2	2901.37	6.9	6.7	14.939
690.3	2901.38	6.8	6.6	14.929
690.5	2901.39	6.9	6.7	14.919
690.6	2901.40	6.8	6.6	14.903
690.7	2901.41	6.9	6.7	14.893
690.9	2901.42	6.9	6.7	14.883
691.0	2901.43	7.0	6.8	14.867
691.2	2901.44	6.9	6.7	14.857
691.3	2901.45	6.9	6.7	14.847
691.4	2901.46	7.0	6.8	14.837
691.5	2901.47	7.0	6.8	14.821
691.6	2901.48	7.1	6.9	14.811
691.7	2901.49	7.1	6.9	14.801
691.8	2901.50	7.0	6.8	14.790
691.9	2901.51	7.0	6.8	14.775
692.0	2901.52	7.0	6.8	14.765
692.0	2901.53	7.1	6.9	14.754
692.1	2901.54	7.0	6.8	14.744
692.1	2901.55	7.0	6.8	14.729
692.2	2901.56	7.0	6.8	14.718
692.2	2901.57	7.0	6.8	14.708
692.3	2901.58	7.0	6.8	14.698
692.3	2901.59	7.1	6.9	14.682
692.4	2901.60	7.1	6.9	14.672
692.4	2901.61	7.1	6.9	14.662
692.5	2901.62	7.1	6.9	14.651
692.5	2901.63	7.1	6.9	14.636
692.5	2901.64	7.1	6.9	14.626
692.6	2901.65	7.0	6.8	14.615
692.6	2901.66	7.0	6.8	14.605
692.6	2901.67	7.0	6.8	14.590
692.6	2901.68	7.0	6.8	14.579
692.6	2901.69	7.0	6.8	14.569
692.6	2901.70	7.1	6.9	14.559
692.6	2901.71	7.1	6.9	14.543
692.6	2901.72	7.0	6.8	14.533
692.6	2901.73	7.0	6.8	14.523
692.5	2901.74	7.0	6.8	14.512
692.5	2901.75	7.0	6.8	14.497
692.5	2901.76	7.0	6.8	14.487
692.5	2901.77	7.0	6.8	14.476
692.4	2901.78	7.0	6.8	14.466
692.4	2901.79	7.0	6.8	14.451
692.3	2901.80	7.0	6.8	14.440
692.2	2901.81	7.0	6.8	14.430
692.1	2901.82	7.0	6.8	14.420
692.0	2901.83	7.0	6.8	14.410
691.9	2901.84	7.0	6.8	14.394
691.8	2901.85	7.0	6.8	14.384
691.7	2901.86	7.0	6.8	14.374
691.6	2901.87	7.0	6.8	14.363
691.5	2901.88	7.0	6.8	14.353
691.4	2901.89	7.0	6.8	14.338
691.3	2901.90	6.9	6.7	14.327
691.2	2901.91	6.9	6.7	14.317
691.1	2901.92	7.0	6.8	14.307
691.0	2901.93	7.0	6.8	14.291
690.9	2901.94	6.9	6.7	14.281
690.8	2901.95	6.9	6.7	14.271
690.8	2901.96	6.9	6.7	14.260
690.7	2901.97	6.9	6.7	14.250
690.7	2901.98	6.9	6.7	14.235
690.7	2901.99	6.9	6.7	14.224
690.6	2902.00	6.9	6.7	14.214
690.6	2902.01	6.9	6.7	14.204
690.6	2902.02	6.9	6.7	14.194
690.6	2902.03	6.8	6.6	14.178
690.6	2902.04	6.8	6.6	14.168
690.6	2902.05	6.9	6.7	14.157
690.7	2902.06	6.9	6.7	14.147
690.7	2902.07	6.9	6.7	14.137
690.7	2902.08	6.9	6.7	14.121
690.8	2902.09	6.9	6.7	14.111
690.8	2902.10	6.9	6.7	14.101
690.8	2902.11	6.7	6.5	14.091
690.9	2902.12	6.7	6.5	14.080
690.9	2902.13	6.7	6.5	14.070
690.9	2902.14	6.9	6.7	14.055
691.0	2902.15	6.9	6.7	14.044
691.0	2902.16	6.9	6.7	14.034
691.0	2902.17	7.0	6.8	14.024
691.1	2902.18	7.0	6.8	14.013
691.1	2902.19	7.0	6.8	13.998
691.1	2902.20	7.0	6.8	13.988
691.1	2902.21	7.0	6.8	13.977
691.2	2902.22	7.0	6.8	13.967
691.2	2902.23	7.1	6.9	13.957
691.2	2902.24	7.1	6.9	13.947
691.3	2902.25	7.1	6.9	13.931
691.3	2902.26	7.1	6.9	13.921
691.4	2902.27	7.1	6.9	13.911
691.5	2902.28	7.1	6.9	13.900
691.6	2902.29	7.1	6.9	13.890
691.6	2902.30	7.1	6.9	13.880
691.7	2902.31	7.0	6.8	13.869
691.8	2902.32	7.1	6.9	13.854
691.9	2902.33	7.1	6.9	13.844
692.0	2902.34	7.1	6.9	13.833
692.0	2902.35	7.1	6.9	13.823
692.1	2902.36	7.1	6.9	13.813
692.2	2902.37	7.1	6.9	13.803
692.2	2902.38	7.1	6.9	13.787
692.3	2902.39	7.2	7.0	13.777
692.4	2902.40	7.3	7.1	13.767
692.4	2902.41	7.2	7.0	13.756
692.5	2902.42	7.2	7.0	13.746
692.6	2902.43	7.2	7.0	13.736
692.6	2902.44	7.2	7.0	13.725
692.7	2902.45	7.2	7.0	13.715
692.7	2902.46	7.2	7.0	13.700
692.8	2902.47	7.2	7.0	13.689
692.8	2902.48	7.2	7.0	13.679
692.9	2902.49	7.3	7.1	13.669
692.9	2902.50	7.3	7.1	13.658
693.0	2902.51	7.2	7.0	13.648
693.1	2902.52	7.2	7.0	13.638
693.1	2902.53	7.2	7.0	13.622
693.2	2902.54	7.2	7.0	13.612
693.2	2902.55	7.2	7.0	13.602
693.2	2902.56	7.3	7.1	13.592
693.3	2902.57	7.3	7.1	13.581
693.3	2902.58	7.3	7.1	13.571
693.3	2902.59	7.3	7.1	13.561
693.3	2902.60	7.3	7.1	13.550
693.3	2902.61	7.2	7.0	13.540
693.3	2902.62	7.2	7.0	13.525
693.2	2902.63	7.2	7.0	13.514
693.2	2902.64	7.2	7.0	13.504
693.2	2902.65	7.2	7.0	13.494
693.2	2902.66	7.2	7.0	13.484
693.2	2902.67	7.2	7.0	13.473
693.2	2902.68	7.2	7.0	13.463
693.3	2902.69	7.2	7.0	13.453
693.3	2902.70	7.2	7.0	13.442
693.3	2902.71	7.2	7.0	13.432
693.3	2902.72	7.2	7.0	13.417
693.3	2902.73	7.3	7.1	13.406
693.3	2902.74	7.3	7.1	13.396
693.3	2902.75	7.4	7.2	13.386
693.3	2902.76	7.3	7.1	13.376
693.3	2902.77	7.3	7.1	13.365
693.3	2902.78	7.4	7.2	13.355
693.3	2902.79	7.4	7.2	13.345
693.3	2902.80	7.3	7.1	13.334
693.3	2902.81	7.4	7.2	13.324
693.3	2902.82	7.3	7.1	13.314
693.3	2902.83	7.4	7.2	13.304
693.4	2902.84	7.4	7.2	13.288
693.4	2902.85	7.4	7.2	13.278
693.4	2902.86	7.5	7.3	13.268
693.5	2902.87	7.5	7.3	13.257
693.5	2902.88	7.5	7.3	13.247
693.6	2902.89	7.5	7.2	13.237
693.7	2902.90	7.5	7.3	13.226
693.8	2902.91	7.5	7.2	13.216
693.9	2902.92	7.4	7.2	13.206
693.9	2902.93	7.4	7.2	13.195
694.0	2902.94	7.5	7.2	13.185
694.1	2902.95	7.4	7.2	13.175
694.2	2902.96	7.4	7.2	13.165
694.3	2902.97	7.5	7.3	13.154
694.4	2902.98	7.5	7.3	13.144
694.5	2902.99	7.5	7.3	13.134
694.6	2903.00	7.5	7.3	13.123
694.7	2903.01	7.5	7.3	13.108
694.7	2903.02	7.5	7.3	13.098
694.8	2903.03	7.5	7.3	13.087
694.9	2903.04	7.5	7.3	13.077
694.9	2903.05	7.5	7.3	13.067
695.0	2903.06	7.5	7.3	13.057
695.1	2903.07	7.6	7.4	13.046
695.2	2903.08	7.5	7.3	13.036
695.3	2903.09	7.5	7.3	13.026
